Wage_Date,MIP_sector_id,MIP_sector_name,Count_Workers
2017-04-01,1,"Agriculture, forestry and fishing",37383
2017-04-01,2,Mining,9884
2017-04-01,3,Manufacturing,67831
2017-04-01,4,"Electricity, gas, water and waste management",6640
2017-04-01,5,Construction,74683
2017-04-01,6,"Wholesale and retail trade, accommodation and food services",134409
2017-04-01,7,"Transport, communications and information services",62832
2017-04-01,8,Financial intermediation,24758
2017-04-01,9,Real estate and housing services,5400
2017-04-01,10,Business services,91646
2017-04-01,11,Personal services,104456
2017-04-01,12,Public administration,12005
2017-05-01,1,"Agriculture, forestry and fishing",34528
2017-05-01,2,Mining,10130
2017-05-01,3,Manufacturing,67311
2017-05-01,4,"Electricity, gas, water and waste management",6616
2017-05-01,5,Construction,74978
2017-05-01,6,"Wholesale and retail trade, accommodation and food services",134395
2017-05-01,7,"Transport, communications and information services",62845
2017-05-01,8,Financial intermediation,25227
2017-05-01,9,Real estate and housing services,5405
2017-05-01,10,Business services,91943
2017-05-01,11,Personal services,105020
2017-05-01,12,Public administration,12204
2017-06-01,1,"Agriculture, forestry and fishing",35554
2017-06-01,2,Mining,10283
2017-06-01,3,Manufacturing,67287
2017-06-01,4,"Electricity, gas, water and waste management",6699
2017-06-01,5,Construction,74533
2017-06-01,6,"Wholesale and retail trade, accommodation and food services",134422
2017-06-01,7,"Transport, communications and information services",62692
2017-06-01,8,Financial intermediation,25333
2017-06-01,9,Real estate and housing services,5475
2017-06-01,10,Business services,91836
2017-06-01,11,Personal services,105652
2017-06-01,12,Public administration,12325
2017-07-01,1,"Agriculture, forestry and fishing",36645
2017-07-01,2,Mining,9913
2017-07-01,3,Manufacturing,67178
2017-07-01,4,"Electricity, gas, water and waste management",6761
2017-07-01,5,Construction,74442
2017-07-01,6,"Wholesale and retail trade, accommodation and food services",134155
2017-07-01,7,"Transport, communications and information services",62783
2017-07-01,8,Financial intermediation,25501
2017-07-01,9,Real estate and housing services,5448
2017-07-01,10,Business services,92234
2017-07-01,11,Personal services,105335
2017-07-01,12,Public administration,12214
2017-08-01,1,"Agriculture, forestry and fishing",36558
2017-08-01,2,Mining,10150
2017-08-01,3,Manufacturing,67021
2017-08-01,4,"Electricity, gas, water and waste management",6773
2017-08-01,5,Construction,75027
2017-08-01,6,"Wholesale and retail trade, accommodation and food services",135155
2017-08-01,7,"Transport, communications and information services",63140
2017-08-01,8,Financial intermediation,25365
2017-08-01,9,Real estate and housing services,5516
2017-08-01,10,Business services,92600
2017-08-01,11,Personal services,106474
2017-08-01,12,Public administration,12284
2017-09-01,1,"Agriculture, forestry and fishing",35504
2017-09-01,2,Mining,9823
2017-09-01,3,Manufacturing,66795
2017-09-01,4,"Electricity, gas, water and waste management",6787
2017-09-01,5,Construction,74362
2017-09-01,6,"Wholesale and retail trade, accommodation and food services",135979
2017-09-01,7,"Transport, communications and information services",63275
2017-09-01,8,Financial intermediation,25440
2017-09-01,9,Real estate and housing services,5475
2017-09-01,10,Business services,93511
2017-09-01,11,Personal services,107270
2017-09-01,12,Public administration,12380
2017-10-01,1,"Agriculture, forestry and fishing",37356
2017-10-01,2,Mining,10366
2017-10-01,3,Manufacturing,67521
2017-10-01,4,"Electricity, gas, water and waste management",6972
2017-10-01,5,Construction,75350
2017-10-01,6,"Wholesale and retail trade, accommodation and food services",136543
2017-10-01,7,"Transport, communications and information services",63541
2017-10-01,8,Financial intermediation,25425
2017-10-01,9,Real estate and housing services,5505
2017-10-01,10,Business services,94421
2017-10-01,11,Personal services,107296
2017-10-01,12,Public administration,12516
2017-11-01,1,"Agriculture, forestry and fishing",40320
2017-11-01,2,Mining,10359
2017-11-01,3,Manufacturing,68107
2017-11-01,4,"Electricity, gas, water and waste management",7005
2017-11-01,5,Construction,76046
2017-11-01,6,"Wholesale and retail trade, accommodation and food services",137917
2017-11-01,7,"Transport, communications and information services",64026
2017-11-01,8,Financial intermediation,24446
2017-11-01,9,Real estate and housing services,5567
2017-11-01,10,Business services,94959
2017-11-01,11,Personal services,107491
2017-11-01,12,Public administration,12506
2017-12-01,1,"Agriculture, forestry and fishing",44336
2017-12-01,2,Mining,9455
2017-12-01,3,Manufacturing,67890
2017-12-01,4,"Electricity, gas, water and waste management",6814
2017-12-01,5,Construction,75593
2017-12-01,6,"Wholesale and retail trade, accommodation and food services",140756
2017-12-01,7,"Transport, communications and information services",64485
2017-12-01,8,Financial intermediation,25276
2017-12-01,9,Real estate and housing services,5520
2017-12-01,10,Business services,95979
2017-12-01,11,Personal services,107721
2017-12-01,12,Public administration,12650
2018-01-01,1,"Agriculture, forestry and fishing",43514
2018-01-01,2,Mining,9259
2018-01-01,3,Manufacturing,67993
2018-01-01,4,"Electricity, gas, water and waste management",6891
2018-01-01,5,Construction,74323
2018-01-01,6,"Wholesale and retail trade, accommodation and food services",139044
2018-01-01,7,"Transport, communications and information services",65020
2018-01-01,8,Financial intermediation,26056
2018-01-01,9,Real estate and housing services,5506
2018-01-01,10,Business services,96990
2018-01-01,11,Personal services,105889
2018-01-01,12,Public administration,12627
2018-02-01,1,"Agriculture, forestry and fishing",42594
2018-02-01,2,Mining,10277
2018-02-01,3,Manufacturing,68620
2018-02-01,4,"Electricity, gas, water and waste management",6890
2018-02-01,5,Construction,74409
2018-02-01,6,"Wholesale and retail trade, accommodation and food services",139194
2018-02-01,7,"Transport, communications and information services",65123
2018-02-01,8,Financial intermediation,25864
2018-02-01,9,Real estate and housing services,5484
2018-02-01,10,Business services,96790
2018-02-01,11,Personal services,105481
2018-02-01,12,Public administration,12570
2018-03-01,1,"Agriculture, forestry and fishing",42086
2018-03-01,2,Mining,10041
2018-03-01,3,Manufacturing,69885
2018-03-01,4,"Electricity, gas, water and waste management",6950
2018-03-01,5,Construction,75703
2018-03-01,6,"Wholesale and retail trade, accommodation and food services",140615
2018-03-01,7,"Transport, communications and information services",65215
2018-03-01,8,Financial intermediation,25128
2018-03-01,9,Real estate and housing services,5440
2018-03-01,10,Business services,96788
2018-03-01,11,Personal services,108358
2018-03-01,12,Public administration,12620
2018-04-01,1,"Agriculture, forestry and fishing",40171
2018-04-01,2,Mining,10103
2018-04-01,3,Manufacturing,69851
2018-04-01,4,"Electricity, gas, water and waste management",7016
2018-04-01,5,Construction,75896
2018-04-01,6,"Wholesale and retail trade, accommodation and food services",141940
2018-04-01,7,"Transport, communications and information services",65432
2018-04-01,8,Financial intermediation,25943
2018-04-01,9,Real estate and housing services,5467
2018-04-01,10,Business services,96661
2018-04-01,11,Personal services,109709
2018-04-01,12,Public administration,12833
2018-05-01,1,"Agriculture, forestry and fishing",36881
2018-05-01,2,Mining,10579
2018-05-01,3,Manufacturing,69452
2018-05-01,4,"Electricity, gas, water and waste management",7118
2018-05-01,5,Construction,76507
2018-05-01,6,"Wholesale and retail trade, accommodation and food services",142625
2018-05-01,7,"Transport, communications and information services",65530
2018-05-01,8,Financial intermediation,25650
2018-05-01,9,Real estate and housing services,5535
2018-05-01,10,Business services,96802
2018-05-01,11,Personal services,110394
2018-05-01,12,Public administration,12965
2018-06-01,1,"Agriculture, forestry and fishing",37200
2018-06-01,2,Mining,10441
2018-06-01,3,Manufacturing,69076
2018-06-01,4,"Electricity, gas, water and waste management",7031
2018-06-01,5,Construction,76334
2018-06-01,6,"Wholesale and retail trade, accommodation and food services",142883
2018-06-01,7,"Transport, communications and information services",65542
2018-06-01,8,Financial intermediation,26264
2018-06-01,9,Real estate and housing services,5528
2018-06-01,10,Business services,97068
2018-06-01,11,Personal services,111184
2018-06-01,12,Public administration,13119
2018-07-01,1,"Agriculture, forestry and fishing",38660
2018-07-01,2,Mining,10148
2018-07-01,3,Manufacturing,68906
2018-07-01,4,"Electricity, gas, water and waste management",7121
2018-07-01,5,Construction,76447
2018-07-01,6,"Wholesale and retail trade, accommodation and food services",143919
2018-07-01,7,"Transport, communications and information services",65661
2018-07-01,8,Financial intermediation,26593
2018-07-01,9,Real estate and housing services,5532
2018-07-01,10,Business services,97866
2018-07-01,11,Personal services,112018
2018-07-01,12,Public administration,12853
2018-08-01,1,"Agriculture, forestry and fishing",34020
2018-08-01,2,Mining,9655
2018-08-01,3,Manufacturing,67020
2018-08-01,4,"Electricity, gas, water and waste management",7025
2018-08-01,5,Construction,74112
2018-08-01,6,"Wholesale and retail trade, accommodation and food services",136608
2018-08-01,7,"Transport, communications and information services",61773
2018-08-01,8,Financial intermediation,26552
2018-08-01,9,Real estate and housing services,5308
2018-08-01,10,Business services,94112
2018-08-01,11,Personal services,107361
2018-08-01,12,Public administration,11680
2018-09-01,1,"Agriculture, forestry and fishing",32695
2018-09-01,2,Mining,9477
2018-09-01,3,Manufacturing,66686
2018-09-01,4,"Electricity, gas, water and waste management",7106
2018-09-01,5,Construction,74409
2018-09-01,6,"Wholesale and retail trade, accommodation and food services",138305
2018-09-01,7,"Transport, communications and information services",62367
2018-09-01,8,Financial intermediation,26385
2018-09-01,9,Real estate and housing services,5376
2018-09-01,10,Business services,95515
2018-09-01,11,Personal services,108787
2018-09-01,12,Public administration,11831
2018-10-01,1,"Agriculture, forestry and fishing",34926
2018-10-01,2,Mining,10424
2018-10-01,3,Manufacturing,67699
2018-10-01,4,"Electricity, gas, water and waste management",7190
2018-10-01,5,Construction,76030
2018-10-01,6,"Wholesale and retail trade, accommodation and food services",138389
2018-10-01,7,"Transport, communications and information services",62602
2018-10-01,8,Financial intermediation,26667
2018-10-01,9,Real estate and housing services,5398
2018-10-01,10,Business services,96899
2018-10-01,11,Personal services,108631
2018-10-01,12,Public administration,11861
2018-11-01,1,"Agriculture, forestry and fishing",37357
2018-11-01,2,Mining,10703
2018-11-01,3,Manufacturing,68075
2018-11-01,4,"Electricity, gas, water and waste management",7246
2018-11-01,5,Construction,76881
2018-11-01,6,"Wholesale and retail trade, accommodation and food services",139670
2018-11-01,7,"Transport, communications and information services",63020
2018-11-01,8,Financial intermediation,26827
2018-11-01,9,Real estate and housing services,5466
2018-11-01,10,Business services,97058
2018-11-01,11,Personal services,109003
2018-11-01,12,Public administration,11946
2018-12-01,1,"Agriculture, forestry and fishing",41125
2018-12-01,2,Mining,12934
2018-12-01,3,Manufacturing,70682
2018-12-01,4,"Electricity, gas, water and waste management",7883
2018-12-01,5,Construction,78390
2018-12-01,6,"Wholesale and retail trade, accommodation and food services",146710
2018-12-01,7,"Transport, communications and information services",66146
2018-12-01,8,Financial intermediation,30518
2018-12-01,9,Real estate and housing services,5821
2018-12-01,10,Business services,102060
2018-12-01,11,Personal services,112001
2018-12-01,12,Public administration,12324
2019-01-01,1,"Agriculture, forestry and fishing",39906
2019-01-01,2,Mining,13130
2019-01-01,3,Manufacturing,70640
2019-01-01,4,"Electricity, gas, water and waste management",7910
2019-01-01,5,Construction,77026
2019-01-01,6,"Wholesale and retail trade, accommodation and food services",146188
2019-01-01,7,"Transport, communications and information services",65863
2019-01-01,8,Financial intermediation,30533
2019-01-01,9,Real estate and housing services,5815
2019-01-01,10,Business services,100477
2019-01-01,11,Personal services,109509
2019-01-01,12,Public administration,12117
2019-02-01,1,"Agriculture, forestry and fishing",38953
2019-02-01,2,Mining,13109
2019-02-01,3,Manufacturing,71141
2019-02-01,4,"Electricity, gas, water and waste management",8085
2019-02-01,5,Construction,77749
2019-02-01,6,"Wholesale and retail trade, accommodation and food services",145432
2019-02-01,7,"Transport, communications and information services",66012
2019-02-01,8,Financial intermediation,30484
2019-02-01,9,Real estate and housing services,5882
2019-02-01,10,Business services,100639
2019-02-01,11,Personal services,108777
2019-02-01,12,Public administration,12085
2019-03-01,1,"Agriculture, forestry and fishing",42525
2019-03-01,2,Mining,13194
2019-03-01,3,Manufacturing,73327
2019-03-01,4,"Electricity, gas, water and waste management",8177
2019-03-01,5,Construction,82190
2019-03-01,6,"Wholesale and retail trade, accommodation and food services",153394
2019-03-01,7,"Transport, communications and information services",69913
2019-03-01,8,Financial intermediation,30722
2019-03-01,9,Real estate and housing services,6047
2019-03-01,10,Business services,104091
2019-03-01,11,Personal services,116110
2019-03-01,12,Public administration,12834
2019-04-01,1,"Agriculture, forestry and fishing",40251
2019-04-01,2,Mining,13291
2019-04-01,3,Manufacturing,72961
2019-04-01,4,"Electricity, gas, water and waste management",8256
2019-04-01,5,Construction,83081
2019-04-01,6,"Wholesale and retail trade, accommodation and food services",154399
2019-04-01,7,"Transport, communications and information services",70107
2019-04-01,8,Financial intermediation,30806
2019-04-01,9,Real estate and housing services,6080
2019-04-01,10,Business services,104709
2019-04-01,11,Personal services,117410
2019-04-01,12,Public administration,13131
2019-05-01,1,"Agriculture, forestry and fishing",37014
2019-05-01,2,Mining,13296
2019-05-01,3,Manufacturing,72312
2019-05-01,4,"Electricity, gas, water and waste management",8341
2019-05-01,5,Construction,83326
2019-05-01,6,"Wholesale and retail trade, accommodation and food services",154462
2019-05-01,7,"Transport, communications and information services",69755
2019-05-01,8,Financial intermediation,30884
2019-05-01,9,Real estate and housing services,6119
2019-05-01,10,Business services,104331
2019-05-01,11,Personal services,117790
2019-05-01,12,Public administration,13266
2019-06-01,1,"Agriculture, forestry and fishing",36886
2019-06-01,2,Mining,10579
2019-06-01,3,Manufacturing,70052
2019-06-01,4,"Electricity, gas, water and waste management",7959
2019-06-01,5,Construction,81382
2019-06-01,6,"Wholesale and retail trade, accommodation and food services",150821
2019-06-01,7,"Transport, communications and information services",67422
2019-06-01,8,Financial intermediation,27129
2019-06-01,9,Real estate and housing services,5839
2019-06-01,10,Business services,100971
2019-06-01,11,Personal services,116407
2019-06-01,12,Public administration,13334
2019-07-01,1,"Agriculture, forestry and fishing",39413
2019-07-01,2,Mining,13238
2019-07-01,3,Manufacturing,72052
2019-07-01,4,"Electricity, gas, water and waste management",8564
2019-07-01,5,Construction,83480
2019-07-01,6,"Wholesale and retail trade, accommodation and food services",155889
2019-07-01,7,"Transport, communications and information services",70054
2019-07-01,8,Financial intermediation,31098
2019-07-01,9,Real estate and housing services,6210
2019-07-01,10,Business services,105294
2019-07-01,11,Personal services,118407
2019-07-01,12,Public administration,13428
2019-08-01,1,"Agriculture, forestry and fishing",39106
2019-08-01,2,Mining,13226
2019-08-01,3,Manufacturing,72018
2019-08-01,4,"Electricity, gas, water and waste management",8662
2019-08-01,5,Construction,84723
2019-08-01,6,"Wholesale and retail trade, accommodation and food services",155839
2019-08-01,7,"Transport, communications and information services",70376
2019-08-01,8,Financial intermediation,31214
2019-08-01,9,Real estate and housing services,6203
2019-08-01,10,Business services,105736
2019-08-01,11,Personal services,119251
2019-08-01,12,Public administration,13594
2019-09-01,1,"Agriculture, forestry and fishing",36309
2019-09-01,2,Mining,13264
2019-09-01,3,Manufacturing,71466
2019-09-01,4,"Electricity, gas, water and waste management",8686
2019-09-01,5,Construction,83463
2019-09-01,6,"Wholesale and retail trade, accommodation and food services",156197
2019-09-01,7,"Transport, communications and information services",70488
2019-09-01,8,Financial intermediation,31352
2019-09-01,9,Real estate and housing services,6257
2019-09-01,10,Business services,106297
2019-09-01,11,Personal services,119540
2019-09-01,12,Public administration,13551
2019-10-01,1,"Agriculture, forestry and fishing",38762
2019-10-01,2,Mining,13164
2019-10-01,3,Manufacturing,71675
2019-10-01,4,"Electricity, gas, water and waste management",8643
2019-10-01,5,Construction,84261
2019-10-01,6,"Wholesale and retail trade, accommodation and food services",155539
2019-10-01,7,"Transport, communications and information services",70761
2019-10-01,8,Financial intermediation,31428
2019-10-01,9,Real estate and housing services,6298
2019-10-01,10,Business services,106843
2019-10-01,11,Personal services,119379
2019-10-01,12,Public administration,13659
2019-11-01,1,"Agriculture, forestry and fishing",41501
2019-11-01,2,Mining,13312
2019-11-01,3,Manufacturing,71858
2019-11-01,4,"Electricity, gas, water and waste management",8687
2019-11-01,5,Construction,84084
2019-11-01,6,"Wholesale and retail trade, accommodation and food services",155481
2019-11-01,7,"Transport, communications and information services",71031
2019-11-01,8,Financial intermediation,31382
2019-11-01,9,Real estate and housing services,6287
2019-11-01,10,Business services,106694
2019-11-01,11,Personal services,119205
2019-11-01,12,Public administration,13595
2019-12-01,1,"Agriculture, forestry and fishing",44864
2019-12-01,2,Mining,13194
2019-12-01,3,Manufacturing,72048
2019-12-01,4,"Electricity, gas, water and waste management",8707
2019-12-01,5,Construction,84092
2019-12-01,6,"Wholesale and retail trade, accommodation and food services",157691
2019-12-01,7,"Transport, communications and information services",71375
2019-12-01,8,Financial intermediation,31393
2019-12-01,9,Real estate and housing services,6313
2019-12-01,10,Business services,108040
2019-12-01,11,Personal services,119680
2019-12-01,12,Public administration,13795
2020-01-01,1,"Agriculture, forestry and fishing",38985
2020-01-01,2,Mining,13296
2020-01-01,3,Manufacturing,69827
2020-01-01,4,"Electricity, gas, water and waste management",8387
2020-01-01,5,Construction,78413
2020-01-01,6,"Wholesale and retail trade, accommodation and food services",146704
2020-01-01,7,"Transport, communications and information services",66892
2020-01-01,8,Financial intermediation,30760
2020-01-01,9,Real estate and housing services,6007
2020-01-01,10,Business services,102802
2020-01-01,11,Personal services,111231
2020-01-01,12,Public administration,12220
2020-02-01,1,"Agriculture, forestry and fishing",38109
2020-02-01,2,Mining,13146
2020-02-01,3,Manufacturing,70050
2020-02-01,4,"Electricity, gas, water and waste management",8461
2020-02-01,5,Construction,79875
2020-02-01,6,"Wholesale and retail trade, accommodation and food services",146310
2020-02-01,7,"Transport, communications and information services",67073
2020-02-01,8,Financial intermediation,30662
2020-02-01,9,Real estate and housing services,6008
2020-02-01,10,Business services,103144
2020-02-01,11,Personal services,110639
2020-02-01,12,Public administration,12215
2020-03-01,1,"Agriculture, forestry and fishing",37682
2020-03-01,2,Mining,13137
2020-03-01,3,Manufacturing,70113
2020-03-01,4,"Electricity, gas, water and waste management",8467
2020-03-01,5,Construction,79769
2020-03-01,6,"Wholesale and retail trade, accommodation and food services",141807
2020-03-01,7,"Transport, communications and information services",66630
2020-03-01,8,Financial intermediation,30680
2020-03-01,9,Real estate and housing services,5977
2020-03-01,10,Business services,103618
2020-03-01,11,Personal services,112472
2020-03-01,12,Public administration,12108
2020-04-01,1,"Agriculture, forestry and fishing",34284
2020-04-01,2,Mining,13054
2020-04-01,3,Manufacturing,65521
2020-04-01,4,"Electricity, gas, water and waste management",8343
2020-04-01,5,Construction,66537
2020-04-01,6,"Wholesale and retail trade, accommodation and food services",126400
2020-04-01,7,"Transport, communications and information services",63264
2020-04-01,8,Financial intermediation,30151
2020-04-01,9,Real estate and housing services,5583
2020-04-01,10,Business services,98099
2020-04-01,11,Personal services,108971
2020-04-01,12,Public administration,12088
2020-05-01,1,"Agriculture, forestry and fishing",32189
2020-05-01,2,Mining,12963
2020-05-01,3,Manufacturing,66230
2020-05-01,4,"Electricity, gas, water and waste management",8309
2020-05-01,5,Construction,66483
2020-05-01,6,"Wholesale and retail trade, accommodation and food services",135194
2020-05-01,7,"Transport, communications and information services",63497
2020-05-01,8,Financial intermediation,29917
2020-05-01,9,Real estate and housing services,5615
2020-05-01,10,Business services,97881
2020-05-01,11,Personal services,110927
2020-05-01,12,Public administration,12137
2020-06-01,1,"Agriculture, forestry and fishing",32176
2020-06-01,2,Mining,12703
2020-06-01,3,Manufacturing,66272
2020-06-01,4,"Electricity, gas, water and waste management",8347
2020-06-01,5,Construction,65991
2020-06-01,6,"Wholesale and retail trade, accommodation and food services",134694
2020-06-01,7,"Transport, communications and information services",63210
2020-06-01,8,Financial intermediation,29702
2020-06-01,9,Real estate and housing services,5529
2020-06-01,10,Business services,98354
2020-06-01,11,Personal services,110958
2020-06-01,12,Public administration,12131
2020-07-01,1,"Agriculture, forestry and fishing",34173
2020-07-01,2,Mining,12938
2020-07-01,3,Manufacturing,66690
2020-07-01,4,"Electricity, gas, water and waste management",8405
2020-07-01,5,Construction,65853
2020-07-01,6,"Wholesale and retail trade, accommodation and food services",133547
2020-07-01,7,"Transport, communications and information services",63200
2020-07-01,8,Financial intermediation,29683
2020-07-01,9,Real estate and housing services,5522
2020-07-01,10,Business services,98870
2020-07-01,11,Personal services,111539
2020-07-01,12,Public administration,12156
2020-08-01,1,"Agriculture, forestry and fishing",34226
2020-08-01,2,Mining,12939
2020-08-01,3,Manufacturing,66723
2020-08-01,4,"Electricity, gas, water and waste management",8441
2020-08-01,5,Construction,66145
2020-08-01,6,"Wholesale and retail trade, accommodation and food services",133327
2020-08-01,7,"Transport, communications and information services",63073
2020-08-01,8,Financial intermediation,29647
2020-08-01,9,Real estate and housing services,5540
2020-08-01,10,Business services,99093
2020-08-01,11,Personal services,111545
2020-08-01,12,Public administration,12147
2020-09-01,1,"Agriculture, forestry and fishing",33351
2020-09-01,2,Mining,12948
2020-09-01,3,Manufacturing,66780
2020-09-01,4,"Electricity, gas, water and waste management",8564
2020-09-01,5,Construction,66963
2020-09-01,6,"Wholesale and retail trade, accommodation and food services",134248
2020-09-01,7,"Transport, communications and information services",63925
2020-09-01,8,Financial intermediation,29657
2020-09-01,9,Real estate and housing services,5550
2020-09-01,10,Business services,100786
2020-09-01,11,Personal services,112452
2020-09-01,12,Public administration,12453
2020-10-01,1,"Agriculture, forestry and fishing",37026
2020-10-01,2,Mining,12964
2020-10-01,3,Manufacturing,68830
2020-10-01,4,"Electricity, gas, water and waste management",8685
2020-10-01,5,Construction,73121
2020-10-01,6,"Wholesale and retail trade, accommodation and food services",139368
2020-10-01,7,"Transport, communications and information services",67165
2020-10-01,8,Financial intermediation,29748
2020-10-01,9,Real estate and housing services,5664
2020-10-01,10,Business services,102954
2020-10-01,11,Personal services,113912
2020-10-01,12,Public administration,12362
2020-11-01,1,"Agriculture, forestry and fishing",41267
2020-11-01,2,Mining,13197
2020-11-01,3,Manufacturing,70383
2020-11-01,4,"Electricity, gas, water and waste management",8884
2020-11-01,5,Construction,77839
2020-11-01,6,"Wholesale and retail trade, accommodation and food services",144356
2020-11-01,7,"Transport, communications and information services",69569
2020-11-01,8,Financial intermediation,29934
2020-11-01,9,Real estate and housing services,5793
2020-11-01,10,Business services,106130
2020-11-01,11,Personal services,117467
2020-11-01,12,Public administration,13330
2020-12-01,1,"Agriculture, forestry and fishing",44804
2020-12-01,2,Mining,13111
2020-12-01,3,Manufacturing,70902
2020-12-01,4,"Electricity, gas, water and waste management",8903
2020-12-01,5,Construction,78424
2020-12-01,6,"Wholesale and retail trade, accommodation and food services",148765
2020-12-01,7,"Transport, communications and information services",70528
2020-12-01,8,Financial intermediation,30022
2020-12-01,9,Real estate and housing services,5902
2020-12-01,10,Business services,107382
2020-12-01,11,Personal services,118447
2020-12-01,12,Public administration,13364
2021-01-01,1,"Agriculture, forestry and fishing",42883
2021-01-01,2,Mining,13394
2021-01-01,3,Manufacturing,70918
2021-01-01,4,"Electricity, gas, water and waste management",8993
2021-01-01,5,Construction,77200
2021-01-01,6,"Wholesale and retail trade, accommodation and food services",147016
2021-01-01,7,"Transport, communications and information services",70461
2021-01-01,8,Financial intermediation,30033
2021-01-01,9,Real estate and housing services,5892
2021-01-01,10,Business services,106898
2021-01-01,11,Personal services,118215
2021-01-01,12,Public administration,12889
2021-02-01,1,"Agriculture, forestry and fishing",41912
2021-02-01,2,Mining,13503
2021-02-01,3,Manufacturing,71513
2021-02-01,4,"Electricity, gas, water and waste management",9016
2021-02-01,5,Construction,78843
2021-02-01,6,"Wholesale and retail trade, accommodation and food services",146483
2021-02-01,7,"Transport, communications and information services",70800
2021-02-01,8,Financial intermediation,29875
2021-02-01,9,Real estate and housing services,5880
2021-02-01,10,Business services,107696
2021-02-01,11,Personal services,118060
2021-02-01,12,Public administration,12954
2021-03-01,1,"Agriculture, forestry and fishing",41233
2021-03-01,2,Mining,13693
2021-03-01,3,Manufacturing,72513
2021-03-01,4,"Electricity, gas, water and waste management",9073
2021-03-01,5,Construction,80762
2021-03-01,6,"Wholesale and retail trade, accommodation and food services",147133
2021-03-01,7,"Transport, communications and information services",71723
2021-03-01,8,Financial intermediation,30096
2021-03-01,9,Real estate and housing services,5925
2021-03-01,10,Business services,108419
2021-03-01,11,Personal services,118927
2021-03-01,12,Public administration,12837
2021-04-01,1,"Agriculture, forestry and fishing",39888
2021-04-01,2,Mining,13775
2021-04-01,3,Manufacturing,72746
2021-04-01,4,"Electricity, gas, water and waste management",9115
2021-04-01,5,Construction,81386
2021-04-01,6,"Wholesale and retail trade, accommodation and food services",148377
2021-04-01,7,"Transport, communications and information services",72296
2021-04-01,8,Financial intermediation,30175
2021-04-01,9,Real estate and housing services,5933
2021-04-01,10,Business services,109085
2021-04-01,11,Personal services,120127
2021-04-01,12,Public administration,12922
2021-05-01,1,"Agriculture, forestry and fishing",36589
2021-05-01,2,Mining,13824
2021-05-01,3,Manufacturing,72180
2021-05-01,4,"Electricity, gas, water and waste management",9155
2021-05-01,5,Construction,81018
2021-05-01,6,"Wholesale and retail trade, accommodation and food services",147979
2021-05-01,7,"Transport, communications and information services",72322
2021-05-01,8,Financial intermediation,30191
2021-05-01,9,Real estate and housing services,5914
2021-05-01,10,Business services,108754
2021-05-01,11,Personal services,120651
2021-05-01,12,Public administration,12845
2021-06-01,1,"Agriculture, forestry and fishing",35794
2021-06-01,2,Mining,13851
2021-06-01,3,Manufacturing,72188
2021-06-01,4,"Electricity, gas, water and waste management",9135
2021-06-01,5,Construction,81306
2021-06-01,6,"Wholesale and retail trade, accommodation and food services",148951
2021-06-01,7,"Transport, communications and information services",72794
2021-06-01,8,Financial intermediation,30157
2021-06-01,9,Real estate and housing services,5928
2021-06-01,10,Business services,109396
2021-06-01,11,Personal services,121205
2021-06-01,12,Public administration,12885
2021-07-01,1,"Agriculture, forestry and fishing",36830
2021-07-01,2,Mining,13865
2021-07-01,3,Manufacturing,72470
2021-07-01,4,"Electricity, gas, water and waste management",9167
2021-07-01,5,Construction,82176
2021-07-01,6,"Wholesale and retail trade, accommodation and food services",151102
2021-07-01,7,"Transport, communications and information services",73130
2021-07-01,8,Financial intermediation,30200
2021-07-01,9,Real estate and housing services,6000
2021-07-01,10,Business services,110380
2021-07-01,11,Personal services,121768
2021-07-01,12,Public administration,12861
2021-08-01,1,"Agriculture, forestry and fishing",36533
2021-08-01,2,Mining,13938
2021-08-01,3,Manufacturing,73212
2021-08-01,4,"Electricity, gas, water and waste management",9128
2021-08-01,5,Construction,82772
2021-08-01,6,"Wholesale and retail trade, accommodation and food services",154379
2021-08-01,7,"Transport, communications and information services",74043
2021-08-01,8,Financial intermediation,30332
2021-08-01,9,Real estate and housing services,6054
2021-08-01,10,Business services,111722
2021-08-01,11,Personal services,123118
2021-08-01,12,Public administration,12807
2021-09-01,1,"Agriculture, forestry and fishing",36613
2021-09-01,2,Mining,14064
2021-09-01,3,Manufacturing,73819
2021-09-01,4,"Electricity, gas, water and waste management",9204
2021-09-01,5,Construction,83927
2021-09-01,6,"Wholesale and retail trade, accommodation and food services",157723
2021-09-01,7,"Transport, communications and information services",75112
2021-09-01,8,Financial intermediation,30465
2021-09-01,9,Real estate and housing services,6108
2021-09-01,10,Business services,113502
2021-09-01,11,Personal services,124486
2021-09-01,12,Public administration,12861
2021-10-01,1,"Agriculture, forestry and fishing",37962
2021-10-01,2,Mining,14140
2021-10-01,3,Manufacturing,73901
2021-10-01,4,"Electricity, gas, water and waste management",9238
2021-10-01,5,Construction,84448
2021-10-01,6,"Wholesale and retail trade, accommodation and food services",158024
2021-10-01,7,"Transport, communications and information services",75365
2021-10-01,8,Financial intermediation,30494
2021-10-01,9,Real estate and housing services,6075
2021-10-01,10,Business services,113954
2021-10-01,11,Personal services,124348
2021-10-01,12,Public administration,12925
2021-11-01,1,"Agriculture, forestry and fishing",40493
2021-11-01,2,Mining,14146
2021-11-01,3,Manufacturing,74342
2021-11-01,4,"Electricity, gas, water and waste management",9328
2021-11-01,5,Construction,85566
2021-11-01,6,"Wholesale and retail trade, accommodation and food services",159458
2021-11-01,7,"Transport, communications and information services",75882
