index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend
41,2011-06-01,2011-06-01,7,"Transport, communications and information services",980486.22,2011,6,1010660.691284084,998860.6337499999
42,2011-07-01,2011-07-01,7,"Transport, communications and information services",991225.75,2011,7,985254.3075157015,997774.4904166666
43,2011-08-01,2011-08-01,7,"Transport, communications and information services",991592.43,2011,8,992786.7391333487,993274.0170833333
44,2011-09-01,2011-09-01,7,"Transport, communications and information services",1034664.77,2011,9,1001752.5865598193,989205.7604166666
45,2011-10-01,2011-10-01,7,"Transport, communications and information services",991354.88,2011,10,1005174.360502834,985660.8070833334
46,2011-11-01,2011-11-01,7,"Transport, communications and information services",993972.62,2011,11,1013593.7868309589,981728.3008333334
47,2011-12-01,2011-12-01,7,"Transport, communications and information services",1072887.83,2011,12,1013253.9196955423,977964.2854166667
48,2012-01-01,2012-01-01,7,"Transport, communications and information services",941813.84,2012,1,932103.6155288756,981516.8841666665
49,2012-02-01,2012-02-01,7,"Transport, communications and information services",933813.4,2012,2,936158.3278205423,991776.0475
50,2012-03-01,2012-03-01,7,"Transport, communications and information services",945943.64,2012,3,951748.3518049173,1001950.1666666667
51,2012-04-01,2012-04-01,7,"Transport, communications and information services",939716.93,2012,4,956173.1104767923,1011975.1124999999
52,2012-05-01,2012-05-01,7,"Transport, communications and information services",937209.22,2012,5,956021.7328465839,1018398.4308333333
53,2012-06-01,2012-06-01,7,"Transport, communications and information services",942266.01,2012,6,972440.481284084,1020936.7566666666
54,2012-07-01,2012-07-01,7,"Transport, communications and information services",1114708.33,2012,7,1108736.8875157016,1031038.3245833332
55,2012-08-01,2012-08-01,7,"Transport, communications and information services",1114329.77,2012,8,1115524.0791333485,1048625.4045833333
56,2012-09-01,2012-09-01,7,"Transport, communications and information services",1156106.29,2012,9,1123194.1065598193,1065953.7674999998
57,2012-10-01,2012-10-01,7,"Transport, communications and information services",1110512.06,2012,10,1124331.540502834,1083528.7833333332
58,2012-11-01,2012-11-01,7,"Transport, communications and information services",1028975.08,2012,11,1048596.2468309589,1100998.8033333332
59,2012-12-01,2012-12-01,7,"Transport, communications and information services",1098805.19,2012,12,1039171.2796955422,1117904.1358333332
60,2013-01-01,2013-01-01,7,"Transport, communications and information services",1158334.11,2013,1,1148623.8855288757,1128122.1183333334
61,2013-02-01,2013-02-01,7,"Transport, communications and information services",1139383.05,2013,2,1141727.9778205424,1132792.4224999999
62,2013-03-01,2013-03-01,7,"Transport, communications and information services",1156254.7,2013,3,1162059.4118049173,1134211.66125
63,2013-04-01,2013-04-01,7,"Transport, communications and information services",1151206.25,2013,4,1167662.4304767924,1131656.2254166666
64,2013-05-01,2013-05-01,7,"Transport, communications and information services",1145000.38,2013,5,1163812.8928465839,1132544.6466666667
65,2013-06-01,2013-06-01,7,"Transport, communications and information services",1140202.83,2013,6,1170377.301284084,1136314.1008333333
66,2013-07-01,2013-07-01,7,"Transport, communications and information services",1162003.09,2013,7,1156031.6475157016,1135541.0379166666
67,2013-08-01,2013-08-01,7,"Transport, communications and information services",1179122.31,2013,8,1180316.6191333486,1131499.63375
68,2013-09-01,2013-09-01,7,"Transport, communications and information services",1125375.48,2013,9,1092463.2965598193,1127202.32875
69,2013-10-01,2013-10-01,7,"Transport, communications and information services",1079912.41,2013,10,1093731.8905028338,1121772.5833333333
70,2013-11-01,2013-11-01,7,"Transport, communications and information services",1080896.84,2013,11,1100518.006830959,1116150.0816666665
71,2013-12-01,2013-12-01,7,"Transport, communications and information services",1137350.33,2013,12,1077716.4196955424,1110476.8412499998
72,2014-01-01,2014-01-01,7,"Transport, communications and information services",1101235.46,2014,1,1091525.2355288756,1102636.5320833332
73,2014-02-01,2014-02-01,7,"Transport, communications and information services",1099488.0,2014,2,1101832.9278205424,1091961.9745833334
74,2014-03-01,2014-03-01,7,"Transport, communications and information services",1093014.43,2014,3,1098819.1418049172,1084225.1275
75,2014-04-01,2014-04-01,7,"Transport, communications and information services",1084132.63,2014,4,1100588.8104767923,1080162.51625
76,2014-05-01,2014-05-01,7,"Transport, communications and information services",1077133.96,2014,5,1095946.472846584,1076387.4708333332
77,2014-06-01,2014-06-01,7,"Transport, communications and information services",1071911.48,2014,6,1102085.951284084,1073217.6524999999
78,2014-07-01,2014-07-01,7,"Transport, communications and information services",1042127.02,2014,7,1036155.5775157015,1070265.6858333333
79,2014-08-01,2014-08-01,7,"Transport, communications and information services",1042809.0,2014,8,1044003.3091333486,1066982.3824999998
80,2014-09-01,2014-09-01,7,"Transport, communications and information services",1076004.46,2014,9,1043092.2765598192,1063656.1783333332
81,2014-10-01,2014-10-01,7,"Transport, communications and information services",1031780.76,2014,10,1045600.240502834,1060549.6104166666
82,2014-11-01,2014-11-01,7,"Transport, communications and information services",1038427.4,2014,11,1058048.566830959,1057484.0075
83,2014-12-01,2014-12-01,7,"Transport, communications and information services",1103744.13,2014,12,1044110.2196955421,1054486.835
84,2015-01-01,2015-01-01,7,"Transport, communications and information services",1063994.46,2015,1,1054284.2355288756,1056048.5079166668
85,2015-02-01,2015-02-01,7,"Transport, communications and information services",1057929.72,2015,2,1060274.6478205423,1061700.1920833334
86,2015-03-01,2015-03-01,7,"Transport, communications and information services",1054743.81,2015,3,1060548.5218049174,1067290.9924999997
87,2015-04-01,2015-04-01,7,"Transport, communications and information services",1047845.62,2015,4,1064301.8004767923,1073231.7679166666
88,2015-05-01,2015-05-01,7,"Transport, communications and information services",1039846.5,2015,5,1058659.012846584,1079095.81375
89,2015-06-01,2015-06-01,7,"Transport, communications and information services",1037266.8,2015,6,1067441.271284084,1085398.0233333332
90,2015-07-01,2015-07-01,7,"Transport, communications and information services",1114251.85,2015,7,1108280.4075157016,1089835.4895833333
91,2015-08-01,2015-08-01,7,"Transport, communications and information services",1106324.59,2015,8,1107518.8991333486,1091959.1170833332
92,2015-09-01,2015-09-01,7,"Transport, communications and information services",1146668.08,2015,9,1113755.8965598193,1094248.7608333332
93,2015-10-01,2015-10-01,7,"Transport, communications and information services",1103695.75,2015,10,1117515.2305028338,1096588.4983333333
94,2015-11-01,2015-11-01,7,"Transport, communications and information services",1107249.51,2015,11,1126870.676830959,1098744.3608333333
95,2015-12-01,2015-12-01,7,"Transport, communications and information services",1186175.05,2015,12,1126541.1396955424,1100682.7708333333
96,2016-01-01,2016-01-01,7,"Transport, communications and information services",1088062.73,2016,1,1078352.5055288756,1102501.735
97,2016-02-01,2016-02-01,7,"Transport, communications and information services",1084828.51,2016,2,1087173.4378205424,1104447.2058333333
98,2016-03-01,2016-03-01,7,"Transport, communications and information services",1082796.47,2016,3,1088601.1818049173,1107026.0695833333
99,2016-04-01,2016-04-01,7,"Transport, communications and information services",1075946.66,2016,4,1092402.8404767923,1109940.9366666668
100,2016-05-01,2016-05-01,7,"Transport, communications and information services",1063486.16,2016,5,1082298.6728465839,1113021.0362500001
101,2016-06-01,2016-06-01,7,"Transport, communications and information services",1060148.98,2016,6,1090323.451284084,1116370.7154166666
102,2016-07-01,2016-07-01,7,"Transport, communications and information services",1135024.81,2016,7,1129053.3675157016,1119658.9783333333
103,2016-08-01,2016-08-01,7,"Transport, communications and information services",1132242.93,2016,8,1133437.2391333485,1122319.6641666666
104,2016-09-01,2016-09-01,7,"Transport, communications and information services",1182642.47,2016,9,1149730.2865598192,1124306.8712499999
105,2016-10-01,2016-10-01,7,"Transport, communications and information services",1137678.17,2016,10,1151497.6505028338,1126334.5
106,2016-11-01,2016-11-01,7,"Transport, communications and information services",1147189.48,2016,11,1166810.646830959,1128824.66
107,2016-12-01,2016-12-01,7,"Transport, communications and information services",1226627.38,2016,12,1166993.4696955422,1131711.1045833332
108,2017-01-01,2017-01-01,7,"Transport, communications and information services",1126528.71,2017,1,1116818.4855288756,1132349.03625
109,2017-02-01,2017-02-01,7,"Transport, communications and information services",1110218.99,2017,2,1112563.9178205424,1130572.34375
110,2017-03-01,2017-03-01,7,"Transport, communications and information services",1105098.96,2017,3,1110903.6718049173,1128630.54375
111,2017-04-01,2017-04-01,7,"Transport, communications and information services",1102307.26,2017,4,1118763.4404767924,1126635.9320833331
112,2017-05-01,2017-05-01,7,"Transport, communications and information services",1096889.4,2017,5,1115701.9128465839,1124495.2629166662
113,2017-06-01,2017-06-01,7,"Transport, communications and information services",1096020.41,2017,6,1126194.881284084,1121761.9204166664
114,2017-07-01,2017-07-01,7,"Transport, communications and information services",1114463.74,2017,7,1108492.2975157015,1121245.0433333332
115,2017-08-01,2017-08-01,7,"Transport, communications and information services",1110163.38,2017,8,1111357.6891333484,1123774.7775
116,2017-09-01,2017-09-01,7,"Transport, communications and information services",1158118.82,2017,9,1125206.6365598193,1126535.0462500001
117,2017-10-01,2017-10-01,7,"Transport, communications and information services",1114331.14,2017,10,1128150.6205028337,1129092.2512499997
118,2017-11-01,2017-11-01,7,"Transport, communications and information services",1119160.45,2017,11,1138781.616830959,1131243.7841666667
119,2017-12-01,2017-12-01,7,"Transport, communications and information services",1189056.19,2017,12,1129422.2796955423,1132918.0366666666
120,2018-01-01,2018-01-01,7,"Transport, communications and information services",1151694.85,2018,1,1141984.6255288757,1134219.2037499999
121,2018-02-01,2018-02-01,7,"Transport, communications and information services",1145766.47,2018,2,1148111.3978205423,1137704.4020833333
122,2018-03-01,2018-03-01,7,"Transport, communications and information services",1135797.93,2018,3,1141602.6418049172,1143771.0454166667
123,2018-04-01,2018-04-01,7,"Transport, communications and information services",1132981.21,2018,4,1149437.3904767924,1150038.375
124,2018-05-01,2018-05-01,7,"Transport, communications and information services",1117852.24,2018,5,1136664.752846584,1156613.0025
125,2018-06-01,2018-06-01,7,"Transport, communications and information services",1115239.63,2018,6,1145414.101284084,1168157.8583333334
126,2018-07-01,2018-07-01,7,"Transport, communications and information services",1126472.53,2018,7,1120501.0875157015,1183848.3220833333
127,2018-08-01,2018-08-01,7,"Transport, communications and information services",1181799.35,2018,8,1182993.6591333486,1198726.4183333332
128,2018-09-01,2018-09-01,7,"Transport, communications and information services",1232082.29,2018,9,1199170.1065598193,1212259.4320833334
129,2018-10-01,2018-10-01,7,"Transport, communications and information services",1190783.58,2018,10,1204603.060502834,1224040.46875
130,2018-11-01,2018-11-01,7,"Transport, communications and information services",1200499.07,2018,11,1220120.236830959,1235313.7925
131,2018-12-01,2018-12-01,7,"Transport, communications and information services",1384794.11,2018,12,1325160.1996955425,1242532.6833333333
132,2019-01-01,2019-01-01,7,"Transport, communications and information services",1332528.06,2019,1,1322817.8355288757,1250680.9062500002
133,2019-02-01,2019-02-01,7,"Transport, communications and information services",1322007.57,2019,2,1324352.4978205424,1260555.0141666664
134,2019-03-01,2019-03-01,7,"Transport, communications and information services",1284349.16,2019,3,1290153.8718049172,1267638.4058333333
135,2019-04-01,2019-04-01,7,"Transport, communications and information services",1267174.86,2019,4,1283631.0404767925,1274434.8079166666
136,2019-05-01,2019-05-01,7,"Transport, communications and information services",1254218.36,2019,5,1273030.872846584,1280008.5483333333
137,2019-06-01,2019-06-01,7,"Transport, communications and information services",1152126.89,2019,6,1182301.361284084,1281358.9054166668
138,2019-07-01,2019-07-01,7,"Transport, communications and information services",1285142.62,2019,7,1279171.1775157016,1281250.1470833335
139,2019-08-01,2019-08-01,7,"Transport, communications and information services",1260107.85,2019,8,1261302.1591333486,1283122.6116666668
140,2019-09-01,2019-09-01,7,"Transport, communications and information services",1323775.19,2019,9,1290863.0065598192,1286941.6379166665
141,2019-10-01,2019-10-01,7,"Transport, communications and information services",1262204.33,2019,10,1276023.810502834,1293139.7437500001
142,2019-11-01,2019-11-01,7,"Transport, communications and information services",1262848.09,2019,11,1282469.256830959,1299502.7566666664
143,2019-12-01,2019-12-01,7,"Transport, communications and information services",1354853.66,2019,12,1295219.7496955423,1310295.7204166667
144,2020-01-01,2020-01-01,7,"Transport, communications and information services",1359858.31,2020,1,1350148.0855288757,1320010.41125
145,2020-02-01,2020-02-01,7,"Transport, communications and information services",1339616.47,2020,2,1341961.3978205423,1325546.3229166667
146,2020-03-01,2020-03-01,7,"Transport, communications and information services",1358396.89,2020,3,1364201.6018049172,1331640.0983333336
147,2020-04-01,2020-04-01,7,"Transport, communications and information services",1341881.67,2020,4,1358337.8504767923,1335843.3670833334
148,2020-05-01,2020-05-01,7,"Transport, communications and information services",1332223.86,2020,5,1351036.372846584,1338914.8575000002
149,2020-06-01,2020-06-01,7,"Transport, communications and information services",1333152.52,2020,6,1363326.991284084,1341268.565
150,2020-07-01,2020-07-01,7,"Transport, communications and information services",1337269.57,2020,7,1331298.1275157016,1339789.4020833329
151,2020-08-01,2020-08-01,7,"Transport, communications and information services",1340842.78,2020,8,1342037.0891333485,1335969.4966666666
152,2020-09-01,2020-09-01,7,"Transport, communications and information services",1389290.87,2020,9,1356378.6865598194,1332548.4216666666
153,2020-10-01,2020-10-01,7,"Transport, communications and information services",1297567.1,2020,10,1311386.580502834,1328608.77125
154,2020-11-01,2020-11-01,7,"Transport, communications and information services",1301201.09,2020,11,1320822.256830959,1325180.1058333332
155,2020-12-01,2020-12-01,7,"Transport, communications and information services",1372989.64,2020,12,1313355.7296955422,1322290.4849999999
156,2021-01-01,2021-01-01,7,"Transport, communications and information services",1306222.42,2021,1,1296512.1955288756,1320030.8550000002
157,2021-02-01,2021-02-01,7,"Transport, communications and information services",1301574.63,2021,2,1303919.5578205422,1317578.5691666666
158,2021-03-01,2021-03-01,7,"Transport, communications and information services",1314332.93,2021,3,1320137.6418049172,1313828.589583333
159,2021-04-01,2021-04-01,7,"Transport, communications and information services",1291394.02,2021,4,1307850.2004767924,1310965.8375
160,2021-05-01,2021-05-01,7,"Transport, communications and information services",1300423.54,2021,5,1319236.052846584,1309685.4229166666
161,2021-06-01,2021-06-01,7,"Transport, communications and information services",1295601.94,2021,6,1325776.411284084,1309912.12
162,2021-07-01,2021-07-01,7,"Transport, communications and information services",1320589.03,2021,7,1314617.5875157015,1311242.7541666667
163,2021-08-01,2021-08-01,7,"Transport, communications and information services",1298668.46,2021,8,1299862.7691333485,1312195.2970833334
164,2021-09-01,2021-09-01,7,"Transport, communications and information services",1341465.68,2021,9,1308553.4965598192,1312510.47375
165,2021-10-01,2021-10-01,7,"Transport, communications and information services",1276686.24,2021,10,1290505.7205028338,1312577.6379166665
166,2021-11-01,2021-11-01,7,"Transport, communications and information services",1291352.0,2021,11,1310973.166830959,1312960.5183333333
167,2021-12-01,2021-12-01,7,"Transport, communications and information services",1388279.46,2021,12,1328645.5496955423,1313787.3583333332
168,2022-01-01,2022-01-01,7,"Transport, communications and information services",1322867.82,2022,1,1313157.5955288757,1314477.1987499997
169,2022-02-01,2022-02-01,7,"Transport, communications and information services",1307790.26,2022,2,1310135.1878205424,1315440.3987499997
170,2022-03-01,2022-03-01,7,"Transport, communications and information services",1315681.54,2022,3,1321486.2518049174,1317400.5004166663
171,2022-04-01,2022-04-01,7,"Transport, communications and information services",1291657.35,2022,4,1308113.5304767925,1320492.1012499998
172,2022-05-01,2022-05-01,7,"Transport, communications and information services",1309349.34,2022,5,1328161.852846584,1323647.7695833333
173,2022-06-01,2022-06-01,7,"Transport, communications and information services",1306520.3,2022,6,1336694.771284084,1321267.7474999998
174,2022-07-01,2022-07-01,7,"Transport, communications and information services",1326226.84,2022,7,1320255.3975157016,1314568.3533333333
175,2022-08-01,2022-08-01,7,"Transport, communications and information services",1316147.45,2022,8,1317341.7591333485,1308832.8449999997
176,2022-09-01,2022-09-01,7,"Transport, communications and information services",1371029.13,2022,9,1338116.9465598192,1302603.9158333335
177,2022-10-01,2022-10-01,7,"Transport, communications and information services",1321321.21,2022,10,1335140.6905028338,1296767.2354166666
178,2022-11-01,2022-11-01,7,"Transport, communications and information services",1322453.07,2022,11,1342074.236830959,1294069.2391666668
179,2022-12-01,2022-12-01,7,"Transport, communications and information services",1300057.86,2022,12,1240423.9496955425,1293570.46625
180,2023-01-01,2023-01-01,7,"Transport, communications and information services",1250303.96,2023,1,1240593.7355288756,1292901.6066666667
181,2023-02-01,2023-02-01,7,"Transport, communications and information services",1242701.92,2023,2,1245046.8478205423,1292113.0758333332
182,2023-03-01,2023-03-01,7,"Transport, communications and information services",1231275.58,2023,3,1237080.2918049174,1289833.1458333335
183,2023-04-01,2023-04-01,7,"Transport, communications and information services",1235982.98,2023,4,1252439.1604767924,1285794.7887499998
184,2023-05-01,2023-05-01,7,"Transport, communications and information services",1300271.8,2023,5,1319084.312846584,1281523.4508333332
185,2023-06-01,2023-06-01,7,"Transport, communications and information services",1303627.29,2023,6,1333801.761284084,1281689.427916667
186,2023-07-01,2023-07-01,7,"Transport, communications and information services",1313067.22,2023,7,1307095.7775157015,1286485.2195833335
187,2023-08-01,2023-08-01,7,"Transport, communications and information services",1310382.33,2023,8,1311576.6391333486,1290937.5799999998
188,2023-09-01,2023-09-01,7,"Transport, communications and information services",1322075.93,2023,9,1289163.7465598192,1295562.1075
189,2023-10-01,2023-10-01,7,"Transport, communications and information services",1273353.84,2023,10,1287173.320502834,1299927.6491666667
190,2023-11-01,2023-11-01,7,"Transport, communications and information services",1267908.33,2023,11,1287529.496830959,1301026.595
191,2023-12-01,2023-12-01,7,"Transport, communications and information services",1358586.05,2023,12,1298952.1396955424,1299468.8666666667
192,2024-01-01,2024-01-01,7,"Transport, communications and information services",1306874.77,2024,1,1297164.5455288757,1299376.0091666668
193,2024-02-01,2024-02-01,7,"Transport, communications and information services",1292987.76,2024,2,1295332.6878205424,1300475.2808333335
194,2024-03-01,2024-03-01,7,"Transport, communications and information services",1291978.4,2024,3,1297783.1118049172,1302897.3020833333
195,2024-04-01,2024-04-01,7,"Transport, communications and information services",1280053.16,2024,4,1296509.3404767923,1307002.0154166666
196,2024-05-01,2024-05-01,7,"Transport, communications and information services",1282576.32,2024,5,1301388.832846584,1311492.6341666668
197,2024-06-01,2024-06-01,7,"Transport, communications and information services",1283937.29,2024,6,1314111.761284084,1321603.2345833334
198,2024-07-01,2024-07-01,7,"Transport, communications and information services",1330528.64,2024,7,1324557.1975157014,1335893.2954166667
199,2024-08-01,2024-08-01,7,"Transport, communications and information services",1319303.43,2024,8,1320497.7391333485,1349550.1658333333
200,2024-09-01,2024-09-01,7,"Transport, communications and information services",1371283.34,2024,9,1338371.1565598194,1364325.7470833333
201,2024-10-01,2024-10-01,7,"Transport, communications and information services",1322659.55,2024,10,1336479.030502834,
202,2024-11-01,2024-11-01,7,"Transport, communications and information services",1326377.47,2024,11,1345998.636830959,
203,2024-12-01,2024-12-01,7,"Transport, communications and information services",1542771.32,2024,12,1483137.4096955424,
204,2025-01-01,2025-01-01,7,"Transport, communications and information services",1465650.96,2025,1,1455940.7355288756,
205,2025-02-01,2025-02-01,7,"Transport, communications and information services",1461976.46,2025,2,1464321.3878205423,
206,2025-03-01,2025-03-01,7,"Transport, communications and information services",1477603.65,2025,3,1483408.3618049172,
0,2008-01-01,2008-01-01,8,Financial intermediation,1117901.28,2008,1,1101816.16477188,
1,2008-02-01,2008-02-01,8,Financial intermediation,1329027.08,2008,2,1297881.087141672,
2,2008-03-01,2008-03-01,8,Financial intermediation,1302112.0,2008,3,1295908.3451104218,
3,2008-04-01,2008-04-01,8,Financial intermediation,1287649.93,2008,4,1302303.37102188,
4,2008-05-01,2008-05-01,8,Financial intermediation,1373310.65,2008,5,1411880.3255791718,
5,2008-06-01,2008-06-01,8,Financial intermediation,1293022.26,2008,6,1347398.6042510467,
6,2008-07-01,2008-07-01,8,Financial intermediation,1282806.63,2008,7,1290364.2052390983,1227260.5637500002
7,2008-08-01,2008-08-01,8,Financial intermediation,1100177.46,2008,8,1119310.8271018432,1220317.0066666666
8,2008-09-01,2008-09-01,8,Financial intermediation,1149810.58,2008,9,1109748.8336704709,1204737.5300000003
9,2008-10-01,2008-10-01,8,Financial intermediation,1204179.26,2008,10,1235920.6509697968,1189729.7775
10,2008-11-01,2008-11-01,8,Financial intermediation,1092882.26,2008,11,1140265.8890427134,1171837.3225
11,2008-12-01,2008-12-01,8,Financial intermediation,1186678.69,2008,12,1066759.776100005,1153283.4874999998
12,2009-01-01,2009-01-01,8,Financial intermediation,1133038.65,2009,1,1116953.53477188,1138811.3283333331
13,2009-02-01,2009-02-01,8,Financial intermediation,1147244.34,2009,2,1116098.347141672,1133105.4845833331
14,2009-03-01,2009-03-01,8,Financial intermediation,1109987.3,2009,3,1103783.6451104218,1134901.7766666666
15,2009-04-01,2009-04-01,8,Financial intermediation,1119588.57,2009,4,1134242.0110218802,1131991.9279166667
16,2009-05-01,2009-05-01,8,Financial intermediation,1111953.09,2009,5,1150522.765579172,1130077.4795833332
17,2009-06-01,2009-06-01,8,Financial intermediation,1109087.78,2009,6,1163464.1242510467,1133980.05375
18,2009-07-01,2009-07-01,8,Financial intermediation,1119409.29,2009,7,1126966.8652390984,1140597.9470833333
19,2009-08-01,2009-08-01,8,Financial intermediation,1126634.55,2009,8,1145767.9171018433,1148712.1995833332
20,2009-09-01,2009-09-01,8,Financial intermediation,1166464.5,2009,9,1126402.7536704708,1156672.8729166666
21,2009-10-01,2009-10-01,8,Financial intermediation,1117688.97,2009,10,1149430.3609697968,1163885.7904166665
22,2009-11-01,2009-11-01,8,Financial intermediation,1133425.79,2009,11,1180809.4190427135,1170287.3954166668
23,2009-12-01,2009-12-01,8,Financial intermediation,1239796.94,2009,12,1119878.026100005,1177542.0195833335
24,2010-01-01,2010-01-01,8,Financial intermediation,1238749.84,2010,1,1222664.72477188,1184682.3904166669
25,2010-02-01,2010-02-01,8,Financial intermediation,1236275.21,2010,2,1205129.2171416718,1191348.60875
26,2010-03-01,2010-03-01,8,Financial intermediation,1212012.59,2010,3,1205808.9351104219,1201338.4800000002
27,2010-04-01,2010-04-01,8,Financial intermediation,1190673.3,2010,4,1205326.7410218802,1212768.2641666667
28,2010-05-01,2010-05-01,8,Financial intermediation,1194506.88,2010,5,1233076.5555791717,1222202.2354166668
29,2010-06-01,2010-06-01,8,Financial intermediation,1200644.97,2010,6,1255021.3142510466,1244726.9891666665
30,2010-07-01,2010-07-01,8,Financial intermediation,1199221.0,2010,7,1206778.5752390984,1275638.5516666668
31,2010-08-01,2010-08-01,8,Financial intermediation,1206812.08,2010,8,1225945.4471018433,1302318.1958333333
32,2010-09-01,2010-09-01,8,Financial intermediation,1326043.88,2010,9,1285982.1336704707,1328310.7633333332
33,2010-10-01,2010-10-01,8,Financial intermediation,1232424.41,2010,10,1264165.8009697967,1353930.8704166666
34,2010-11-01,2010-11-01,8,Financial intermediation,1245105.66,2010,11,1292489.2890427134,1379971.5458333332
35,2010-12-01,2010-12-01,8,Financial intermediation,1668711.16,2010,12,1548792.246100005,1407627.6925
36,2011-01-01,2011-01-01,8,Financial intermediation,1551713.12,2011,1,1535628.00477188,1437780.0841666665
37,2011-02-01,2011-02-01,8,Financial intermediation,1563623.39,2011,2,1532477.3971416717,1470623.38
38,2011-03-01,2011-03-01,8,Financial intermediation,1508486.03,2011,3,1502282.3751104218,1499808.98625
39,2011-04-01,2011-04-01,8,Financial intermediation,1509082.43,2011,4,1523735.87102188,1523825.5287499998
40,2011-05-01,2011-05-01,8,Financial intermediation,1501073.96,2011,5,1539643.6355791718,1548827.21625
41,2011-06-01,2011-06-01,8,Financial intermediation,1557825.41,2011,6,1612201.7542510466,1561020.6908333332
42,2011-07-01,2011-07-01,8,Financial intermediation,1565697.96,2011,7,1573255.5352390984,1551340.9987499998
43,2011-08-01,2011-08-01,8,Financial intermediation,1628574.22,2011,8,1647707.5871018432,1532463.044583333
44,2011-09-01,2011-09-01,8,Financial intermediation,1604736.29,2011,9,1564674.5436704708,1514098.5812499996
45,2011-10-01,2011-10-01,8,Financial intermediation,1530129.02,2011,10,1561870.4109697968,1496590.8887500002
46,2011-11-01,2011-11-01,8,Financial intermediation,1547441.55,2011,11,1594825.1790427135,1479708.7162499998
47,2011-12-01,2011-12-01,8,Financial intermediation,1659018.66,2011,12,1539099.746100005,1461402.1775
48,2012-01-01,2012-01-01,8,Financial intermediation,1329093.01,2012,1,1313007.89477188,1452936.94
49,2012-02-01,2012-02-01,8,Financial intermediation,1333172.6,2012,2,1302026.607141672,1453422.4166666667
50,2012-03-01,2012-03-01,8,Financial intermediation,1298189.7,2012,3,1291986.0451104217,1455855.8920833333
51,2012-04-01,2012-04-01,8,Financial intermediation,1299194.14,2012,4,1313847.58102188,1463158.778333333
52,2012-05-01,2012-05-01,8,Financial intermediation,1305790.11,2012,5,1344359.785579172,1459467.9000000001
53,2012-06-01,2012-06-01,8,Financial intermediation,1313752.33,2012,6,1368128.6742510467,1446092.0033333334
54,2012-07-01,2012-07-01,8,Financial intermediation,1606605.34,2012,7,1614162.9152390985,1457093.809583333
55,2012-08-01,2012-08-01,8,Financial intermediation,1599318.28,2012,8,1618451.6471018433,1493551.9091666664
56,2012-09-01,2012-09-01,8,Financial intermediation,1692395.64,2012,9,1652333.8936704707,1531233.4124999996
57,2012-10-01,2012-10-01,8,Financial intermediation,1617738.94,2012,10,1649480.3309697967,1567525.4129166664
58,2012-11-01,2012-11-01,8,Financial intermediation,1371250.55,2012,11,1418634.1790427135,1604128.0949999997
59,2012-12-01,2012-12-01,8,Financial intermediation,1514188.14,2012,12,1394269.226100005,1638489.2070833328
60,2013-01-01,2013-01-01,8,Financial intermediation,1737966.88,2013,1,1721881.7647718799,1662641.7262499998
61,2013-02-01,2013-02-01,8,Financial intermediation,1799293.12,2013,2,1768147.127141672,1677874.998333333
62,2013-03-01,2013-03-01,8,Financial intermediation,1736425.26,2013,3,1730221.6051104218,1678620.0583333333
63,2013-04-01,2013-04-01,8,Financial intermediation,1731966.59,2013,4,1746620.0310218802,1666020.7279166668
64,2013-05-01,2013-05-01,8,Financial intermediation,1751482.03,2013,5,1790051.705579172,1663581.8445833332
65,2013-06-01,2013-06-01,8,Financial intermediation,1692727.1,2013,6,1747103.4442510467,1672799.44125
66,2013-07-01,2013-07-01,8,Financial intermediation,1807291.03,2013,7,1814848.6052390984,1668494.0541666667
67,2013-08-01,2013-08-01,8,Financial intermediation,1764231.12,2013,8,1783364.4871018433,1647962.1279166664
68,2013-09-01,2013-09-01,8,Financial intermediation,1545364.24,2013,9,1505302.4936704708,1626340.8729166666
69,2013-10-01,2013-10-01,8,Financial intermediation,1462386.41,2013,10,1494127.8009697967,1605459.5979166667
70,2013-11-01,2013-11-01,8,Financial intermediation,1468069.88,2013,11,1515453.5090427133,1583020.715
71,2013-12-01,2013-12-01,8,Financial intermediation,1638591.13,2013,12,1518672.216100005,1561739.9024999999
72,2014-01-01,2014-01-01,8,Financial intermediation,1510234.6,2014,1,1494149.48477188,1538792.0266666666
73,2014-02-01,2014-02-01,8,Financial intermediation,1534259.17,2014,2,1503113.1771416718,1513891.6279166662
74,2014-03-01,2014-03-01,8,Financial intermediation,1482549.09,2014,3,1476345.4351104219,1502917.61875
75,2014-04-01,2014-04-01,8,Financial intermediation,1484692.16,2014,4,1499345.60102188,1502639.9304166664
76,2014-05-01,2014-05-01,8,Financial intermediation,1460223.27,2014,5,1498792.9455791719,1502290.05625
77,2014-06-01,2014-06-01,8,Financial intermediation,1473246.36,2014,6,1527622.7042510468,1502028.1845833336
78,2014-07-01,2014-07-01,8,Financial intermediation,1476022.75,2014,7,1483580.3252390984,1502172.5237500002
79,2014-08-01,2014-08-01,8,Financial intermediation,1497889.83,2014,8,1517023.1971018433,1502183.2604166667
80,2014-09-01,2014-09-01,8,Financial intermediation,1548329.31,2014,9,1508267.5636704708,1502102.9079166667
81,2014-10-01,2014-10-01,8,Financial intermediation,1452756.82,2014,10,1484498.2109697969,1503580.1524999999
82,2014-11-01,2014-11-01,8,Financial intermediation,1469302.49,2014,11,1516686.1190427134,1505183.5775
