index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income,year,month,Avg_Taxable_Income_sa,Avg_Taxable_Income_trend,Nominal_Wage_Growth_SA,Nominal_Wage_Growth_SA_Annual,Nominal_Wage_Growth_SA_Annual_cycle
171,2022-04-01,2022-04-01,7,"Transport, communications and information services",1167012.42,2022,4,1179259.9768285335,1192961.3870833335,0.22850393844267014,10.42151139944998,2.7934031982438086
172,2022-05-01,2022-05-01,7,"Transport, communications and information services",1197138.1,2022,5,1210047.3203441587,1207940.5958333334,2.610734199461584,12.15914511510119,4.491279764199286
173,2022-06-01,2022-06-01,7,"Transport, communications and information services",1205787.58,2022,6,1228958.534536867,1218131.5120833335,1.562849144389622,13.155143607301145,5.446689741292198
174,2022-07-01,2022-07-01,7,"Transport, communications and information services",1240817.83,2022,7,1237039.7195108254,1223900.2466666668,0.6575636806984475,13.66204198601948,5.912270980807735
175,2022-08-01,2022-08-01,7,"Transport, communications and information services",1246260.02,2022,8,1248307.8929667075,1229912.0529166667,0.9108982741748983,15.590197618494406,7.798441564372645
176,2022-09-01,2022-09-01,7,"Transport, communications and information services",1309469.92,2022,9,1284098.0288000407,1234890.4725,2.867092007908001,16.60992887340209,8.775534955676783
177,2022-10-01,2022-10-01,7,"Transport, communications and information services",1268468.36,2022,10,1275879.1910993669,1239343.7091666667,-0.6400475287976382,16.638927237960075,8.761197563791157
178,2022-11-01,2022-11-01,7,"Transport, communications and information services",1281986.01,2022,11,1293966.0698493668,1245834.575,1.4176012020711282,15.897614332295129,7.975738218234926
179,2022-12-01,2022-12-01,7,"Transport, communications and information services",1263786.24,2022,12,1221596.186385825,1253486.8654166667,-5.592873348832594,5.811082956426894,-2.155930673412932
180,2023-01-01,2023-01-01,7,"Transport, communications and information services",1225297.88,2023,1,1219063.3155524917,1259958.5858333332,-0.20734108877885626,6.217660648222267,-1.7957235069161417
181,2023-02-01,2023-02-01,7,"Transport, communications and information services",1216977.99,2023,2,1220618.4694327002,1265274.488333333,0.12756957414501446,6.353869679711677,-1.7073433086073546
182,2023-03-01,2023-03-01,7,"Transport, communications and information services",1218962.82,2023,3,1223130.464693117,1268533.46125,0.20579692371722746,3.957175692013215,-4.153535879840303
183,2023-04-01,2023-04-01,7,"Transport, communications and information services",1227331.1,2023,4,1239578.6568285336,1269922.7850000001,1.3447618721150523,5.1149603298010105,-3.0471178444674036
184,2023-05-01,2023-05-01,7,"Transport, communications and information services",1292600.2,2023,5,1305509.4203441585,1270825.44,5.318804349560913,7.889121226502849,-0.32635778869945486
185,2023-06-01,2023-06-01,7,"Transport, communications and information services",1293980.45,2023,6,1317151.4045368668,1275617.5716666665,0.8917579613971105,7.176228287737585,-1.094828514844421
186,2023-07-01,2023-07-01,7,"Transport, communications and information services",1307946.25,2023,7,1304168.1395108253,1284491.915,-0.9857078678518927,5.426537154889832,-2.902414571251697
187,2023-08-01,2023-08-01,7,"Transport, communications and information services",1306713.26,2023,8,1308761.1329667075,1293244.5079166666,0.3521780142248243,4.8428148488533385,-3.546480679010658
188,2023-09-01,2023-09-01,7,"Transport, communications and information services",1327232.03,2023,9,1301860.1388000408,1302157.2612499997,-0.5272921079970794,1.3832362951758714,-7.0689612593824975
189,2023-10-01,2023-10-01,7,"Transport, communications and information services",1284050.02,2023,10,1291460.8510993668,1310577.876666667,-0.7988022208176182,1.221248854021506,-7.296490934192051
190,2023-11-01,2023-11-01,7,"Transport, communications and information services",1288068.07,2023,11,1300048.1298493668,1315966.1508333334,0.6649275309189573,0.47003241751988334,-8.115917248844427
191,2023-12-01,2023-12-01,7,"Transport, communications and information services",1372715.34,2023,12,1330525.2863858251,1318840.7466666666,2.344309863357874,8.916948269319192,0.26014994285818815
192,2024-01-01,2024-01-01,7,"Transport, communications and information services",1329353.02,2024,1,1323118.4555524918,1323515.7066666665,-0.5566847101006855,8.53566329759019,-0.1945309855455477
193,2024-02-01,2024-02-01,7,"Transport, communications and information services",1322985.08,2024,2,1326625.5594327003,1329750.32,0.2650634843381461,8.684703095576495,-0.12134496277392337
194,2024-03-01,2024-03-01,7,"Transport, communications and information services",1326861.81,2024,3,1331029.454693117,1337150.60125,0.331962190016899,8.82154382664908,-0.06272484640718368
195,2024-04-01,2024-04-01,7,"Transport, communications and information services",1321526.88,2024,4,1333774.4368285334,1346252.9750000003,0.20623000683703818,7.59901596248842,-1.3657482494123458
196,2024-05-01,2024-05-01,7,"Transport, communications and information services",1327723.0,2024,5,1340632.2203441586,1355744.0833333333,0.514163664129863,2.6903520918861723,-6.357090183657236
197,2024-06-01,2024-06-01,7,"Transport, communications and information services",1327847.95,2024,6,1351018.9045368668,1371260.6220833336,0.7747601493601097,2.5712685636096966,-6.560931362853043
198,2024-07-01,2024-07-01,7,"Transport, communications and information services",1386277.79,2024,7,1382499.6795108253,1391754.0616666665,2.3301505899171904,6.006245485293116,-3.2126396902223977
199,2024-08-01,2024-08-01,7,"Transport, communications and information services",1378012.44,2024,8,1380060.3129667074,1411702.0499999998,-0.17644608387764604,5.4478375162607895,-3.859457892827309
200,2024-09-01,2024-09-01,7,"Transport, communications and information services",1433539.6,2024,9,1408167.708800041,1432876.475833333,2.0366788008642223,8.165821107172588,-1.2313821175077777
201,2024-10-01,2024-10-01,7,"Transport, communications and information services",1396199.42,2024,10,1403610.2510993667,,-0.3236445255911824,8.683917898442829,-0.8044335415816626
202,2024-11-01,2024-11-01,7,"Transport, communications and information services",1403705.27,2024,11,1415685.3298493668,,0.8602871588136551,8.894839917457409,-0.6856334539900093
203,2024-12-01,2024-12-01,7,"Transport, communications and information services",1629475.07,2024,12,1587285.0163858251,,12.121315586050251,19.297621219770257,9.624325091543101
204,2025-01-01,2025-01-01,7,"Transport, communications and information services",1564435.84,2025,1,1558201.275552492,,-1.8322948010657591,17.767329827006083,8.000788297745958
205,2025-02-01,2025-02-01,7,"Transport, communications and information services",1566653.98,2025,2,1570294.4594327002,,0.776098959097582,18.367571638239745,8.507565983029306
206,2025-03-01,2025-03-01,7,"Transport, communications and information services",1591379.13,2025,3,1595546.7746931168,,1.608126113464059,19.87313797356851,9.919591652348714
0,2008-01-01,2008-01-01,8,Financial intermediation,606435.59,2008,1,597067.115662403,,,,
1,2008-02-01,2008-02-01,8,Financial intermediation,723807.39,2008,2,704317.019803028,,17.962788659301545,,
2,2008-03-01,2008-03-01,8,Financial intermediation,715003.8,2008,3,707643.188474903,,0.4722544789284244,,
3,2008-04-01,2008-04-01,8,Financial intermediation,709604.72,2008,4,719781.599490528,,1.7153293090809596,,
4,2008-05-01,2008-05-01,8,Financial intermediation,765555.08,2008,5,794192.2811311529,,10.337952747513125,,
5,2008-06-01,2008-06-01,8,Financial intermediation,731508.53,2008,6,774270.382068653,,-2.508447832573424,,
6,2008-07-01,2008-07-01,8,Financial intermediation,733950.05,2008,7,743820.7602319496,696415.46875,-3.9326858603773274,,
7,2008-08-01,2008-08-01,8,Financial intermediation,635328.47,2008,8,652905.7521927338,695680.2408333333,-12.22270376143646,,
8,2008-09-01,2008-09-01,8,Financial intermediation,671046.23,2008,9,638888.5981241064,689874.4779166667,-2.1468878198042884,,
9,2008-10-01,2008-10-01,8,Financial intermediation,708988.07,2008,10,726179.7864436529,684061.5433333335,13.662974824695473,,
10,2008-11-01,2008-11-01,8,Financial intermediation,642670.95,2008,11,670817.4424853197,676081.15625,-7.623779261257225,,
11,2008-12-01,2008-12-01,8,Financial intermediation,689600.59,2008,12,603615.5438915696,666961.5654166667,-10.01791163103526,,
12,2009-01-01,2009-01-01,8,Financial intermediation,653407.9,2009,1,644039.4256624031,659311.7862499999,6.696958383512919,7.867174186588333,4.710014095523457
13,2009-02-01,2009-02-01,8,Financial intermediation,659189.61,2009,2,639699.239803028,655874.7945833333,-0.673900647450465,-9.17453052860646,-12.632870040384866
14,2009-03-01,2009-03-01,8,Financial intermediation,640283.27,2009,3,632922.658474903,656356.6595833333,-1.0593386558051199,-10.559068640374548,-14.318623915567837
15,2009-04-01,2009-04-01,8,Financial intermediation,644814.82,2009,4,654991.699490528,653817.1591666664,3.4868464132415067,-9.001327631306399,-13.062073879468203
16,2009-05-01,2009-05-01,8,Financial intermediation,638815.69,2009,5,667452.8911311529,651540.0170833335,1.9024961156481224,-15.958275220137818,-20.320016034464818
17,2009-06-01,2009-06-01,8,Financial intermediation,639377.74,2009,6,682139.592068653,652782.1958333333,2.2004101162270917,-11.899046138617631,-16.561312708342463
18,2009-07-01,2009-07-01,8,Financial intermediation,642486.14,2009,7,652356.8502319496,656163.9841666666,-4.3660772931218395,-12.296498684908762,-17.258393005052838
19,2009-08-01,2009-08-01,8,Financial intermediation,644304.58,2009,8,661881.8621927338,660965.7533333332,1.4600922727181498,1.3747941368037253,-3.8852729466630844
20,2009-09-01,2009-09-01,8,Financial intermediation,673634.88,2009,9,641477.2481241064,665778.6279166664,-3.0828181332888227,0.4051801844015879,-5.150914526560834
21,2009-10-01,2009-10-01,8,Financial intermediation,645451.41,2009,10,662643.126443653,670251.5325,3.2995524598016024,-8.749439351811262,-14.598696426753637
22,2009-11-01,2009-11-01,8,Financial intermediation,651556.2,2009,11,679702.6924853197,674602.7458333332,2.574472647626158,1.324540692782361,-4.814253610224919
23,2009-12-01,2009-12-01,8,Financial intermediation,710527.63,2009,12,624542.5838915696,679526.91625,-8.115328834737756,3.466948492592037,-2.956885385903152
24,2010-01-01,2010-01-01,8,Financial intermediation,713643.78,2010,1,704275.3056624031,684597.545,12.76657890547881,9.352824935840932,2.6493587981153723
25,2010-02-01,2010-02-01,8,Financial intermediation,714196.19,2010,2,694705.8198030279,689773.6066666667,-1.3587706089417173,8.598819035166771,1.6220604336225728
26,2010-03-01,2010-03-01,8,Financial intermediation,700785.68,2010,3,693425.068474903,696851.5487500002,-0.18435880218882206,9.559210622319526,2.316411388939297
27,2010-04-01,2010-04-01,8,Financial intermediation,691662.12,2010,4,701838.999490528,704656.2054166666,1.2133871990134937,7.152350180382316,-0.34833833217886223
28,2010-05-01,2010-05-01,8,Financial intermediation,696397.51,2010,5,725034.7111311529,711448.0137499999,3.304990411969544,8.627098745862716,0.8775539539034698
29,2010-06-01,2010-06-01,8,Financial intermediation,699976.01,2010,6,742737.862068653,726313.8170833333,2.441697020254474,8.883558542061753,0.8950748054108981
30,2010-07-01,2010-07-01,8,Financial intermediation,703582.96,2010,7,713453.6702319495,746272.3895833332,-3.9427358334933826,9.365551994782706,1.148924211820633
31,2010-08-01,2010-08-01,8,Financial intermediation,707433.24,2010,8,725010.5221927338,763682.76,1.6198461712344958,9.537753427909701,1.1046471542493315
32,2010-09-01,2010-09-01,8,Financial intermediation,780376.83,2010,9,748219.1981241064,780933.8125,3.201150220714011,16.640021187368536,8.00296377069937
33,2010-10-01,2010-10-01,8,Financial intermediation,726021.22,2010,10,743212.936443653,798184.6512499998,-0.6690902469496662,12.15885395694225,3.331226013518366
34,2010-11-01,2010-11-01,8,Financial intermediation,733989.79,2010,11,762136.2824853198,815702.6812499998,2.5461540177458275,12.12788928326638,3.1238629466427756
35,2010-12-01,2010-12-01,8,Financial intermediation,984873.32,2010,12,898888.2738915696,834312.7529166667,17.94324644410088,43.92745940405413,34.7619726211823
36,2011-01-01,2011-01-01,8,Financial intermediation,918303.83,2011,1,908935.355662403,854361.84375,1.1177230878022693,29.059665780487332,19.748398207834512
37,2011-02-01,2011-02-01,8,Financial intermediation,927385.03,2011,2,907894.659803028,875993.1379166666,-0.11449613582438234,30.687642729183718,21.246747507635483
38,2011-03-01,2011-03-01,8,Financial intermediation,901622.1,2011,3,894261.4884749029,895674.2829166666,-1.501624795445189,28.962959248316935,19.40891062356141
39,2011-04-01,2011-04-01,8,Financial intermediation,904845.83,2011,4,915022.709490528,912483.0520833333,2.3216051773661706,30.37501622947032,20.724445611045176
40,2011-05-01,2011-05-01,8,Financial intermediation,903646.52,2011,5,932283.7211311529,930083.1133333333,1.8864025407889118,28.584701782989576,18.854247984169213
41,2011-06-01,2011-06-01,8,Financial intermediation,939368.72,2011,6,982130.572068653,940571.3916666665,5.3467468977169474,32.23111709065834,22.437266417608093
42,2011-07-01,2011-07-01,8,Financial intermediation,945368.43,2011,7,955239.1402319496,938044.7012499999,-2.7380709450946172,33.8894423125462,24.048383084013857
43,2011-08-01,2011-08-01,8,Financial intermediation,984798.83,2011,8,1002376.1121927338,929705.635,4.934572922685976,38.25676752402585,28.384216944285928
44,2011-09-01,2011-09-01,8,Financial intermediation,975358.72,2011,9,943201.0881241064,921451.2070833333,-5.903475087727294,26.05946098267029,16.170479583012614
45,2011-10-01,2011-10-01,8,Financial intermediation,934449.79,2011,10,951641.506443653,913329.4995833331,0.8948694425632508,28.04426023547859,18.153032860188627
46,2011-11-01,2011-11-01,8,Financial intermediation,947962.69,2011,11,976109.1824853197,905347.0841666665,2.5711022350321855,28.07541182821478,18.195122862354673
47,2011-12-01,2011-12-01,8,Financial intermediation,1022619.1,2011,12,936634.0538915696,896215.0820833332,-4.0441304417647705,4.1991625762995755,-5.658144123989879
48,2012-01-01,2012-01-01,8,Financial intermediation,819917.48,2012,1,810549.0056624031,892998.5649999998,-13.461505878982582,-10.824350641338976,-20.64791214330485
49,2012-02-01,2012-02-01,8,Financial intermediation,825633.79,2012,2,806143.419803028,895340.9783333332,-0.5435310917166203,-11.207383907520219,-20.987674543277976
50,2012-03-01,2012-03-01,8,Financial intermediation,805267.07,2012,3,797906.4584749029,899076.2637499999,-1.0217736851511727,-10.774816006482224,-20.50338805270598
51,2012-04-01,2012-04-01,8,Financial intermediation,806279.88,2012,4,816456.759490528,905938.2504166666,2.324871646117721,-10.771967621970834,-20.441289357960137
52,2012-05-01,2012-05-01,8,Financial intermediation,810634.5,2012,5,839271.7011311529,905618.58,2.794384561757002,-9.97679331857766,-19.580090821102786
53,2012-06-01,2012-06-01,8,Financial intermediation,813212.69,2012,6,855974.5420686529,898724.1783333332,1.9901589574613743,-12.845138272630974,-22.37623768993479
54,2012-07-01,2012-07-01,8,Financial intermediation,994328.05,2012,7,1004198.7602319496,906798.0091666667,17.316428337352164,5.125378341188114,-4.3277981296621455
55,2012-08-01,2012-08-01,8,Financial intermediation,992057.13,2012,8,1009634.4121927338,930652.5537499998,0.5412924389120555,0.7241094347432364,-8.645695562791115
56,2012-09-01,2012-09-01,8,Financial intermediation,1057747.27,2012,9,1025589.6381241065,955301.5649999998,1.5802973570127055,8.73499310352357,-0.5462348346983266
57,2012-10-01,2012-10-01,8,Financial intermediation,1016748.92,2012,10,1033940.636443653,978953.6625,0.8142631330423145,8.648123210551972,-0.5394983126128086
58,2012-11-01,2012-11-01,8,Financial intermediation,857991.47,2012,11,886137.9624853197,1002550.99875,-14.29508317486351,-9.21733158691529,-18.30648935475523
59,2012-12-01,2012-12-01,8,Financial intermediation,947124.68,2012,12,861139.6338915697,1025109.7312499998,-2.8210425071552137,-8.060183129828802,-17.04618765475749
60,2013-01-01,2013-01-01,8,Financial intermediation,1089183.84,2013,1,1079815.3656624032,1041901.1100000001,25.39375998554585,33.22024431822579,24.342055924889344
61,2013-02-01,2013-02-01,8,Financial intermediation,1128876.5,2013,2,1109386.129803028,1053354.9341666668,2.738501884762945,37.61647152985432,28.85086708711141
62,2013-03-01,2013-03-01,8,Financial intermediation,1093600.63,2013,3,1086240.018474903,1055580.0316666667,-2.0863891035157067,36.13626095358511,27.487925386251725
63,2013-04-01,2013-04-01,8,Financial intermediation,1085596.66,2013,4,1095773.539490528,1049065.8420833333,0.8776624736225536,34.210847880577845,25.684160604569506
64,2013-05-01,2013-05-01,8,Financial intermediation,1097653.79,2013,5,1126290.991131153,1049024.1833333333,2.785014470673741,34.1986140618302,25.79743688597224
65,2013-06-01,2013-06-01,8,Financial intermediation,1067602.98,2013,6,1110364.8320686528,1056992.4141666666,-1.4140359097168265,29.71937569372205,21.44685463949805
66,2013-07-01,2013-07-01,8,Financial intermediation,1142930.85,2013,7,1152801.5602319497,1056767.7083333333,3.821872499711243,14.798146132512224,6.656512379767031
67,2013-08-01,2013-08-01,8,Financial intermediation,1118346.11,2013,8,1135923.392192734,1046443.5850000001,-1.4641000343389332,12.508387043358038,4.498791445308287
68,2013-09-01,2013-09-01,8,Financial intermediation,984860.63,2013,9,952702.9981241064,1035715.7579166666,-16.129643541801475,-7.1068034709590115,-14.984341749703152
69,2013-10-01,2013-10-01,8,Financial intermediation,933295.01,2013,10,950486.726443653,1026039.1933333334,-0.23262986311760603,-8.071441150339975,-15.818069346671747
70,2013-11-01,2013-11-01,8,Financial intermediation,940445.57,2013,11,968592.0624853197,1015968.5841666666,1.904848909296164,9.304882929148395,1.6869667967532367
71,2013-12-01,2013-12-01,8,Financial intermediation,1055908.12,2013,12,969923.0738915697,1006493.4125000001,0.1374171292334081,12.632497183807189,5.140166368294596
72,2014-01-01,2014-01-01,8,Financial intermediation,975007.46,2014,1,965638.985662403,995683.2974999999,-0.44169360895579546,-10.573694691773493,-17.94450868275497
73,2014-02-01,2014-02-01,8,Financial intermediation,995273.92,2014,2,975783.549803028,983662.0854166666,1.0505545334487554,-12.042928644125118,-19.29727571000187
74,2014-03-01,2014-03-01,8,Financial intermediation,969735.36,2014,3,962374.7484749029,980719.2479166664,-1.3741573457383804,-11.403121583930286,-18.54689457048849
75,2014-04-01,2014-04-01,8,Financial intermediation,977224.38,2014,4,987401.259490528,985000.1383333331,2.6004953948849163,-9.890025273870629,-16.929811074523926
76,2014-05-01,2014-05-01,8,Financial intermediation,964331.45,2014,5,992968.6511311529,989360.1591666664,0.5638428741216561,-11.837290811151934,-18.780227258187022
77,2014-06-01,2014-06-01,8,Financial intermediation,973521.2,2014,6,1016283.0520686529,993457.8237499999,2.3479493447191135,-8.47305113443857,-15.326696367756911
78,2014-07-01,2014-07-01,8,Financial intermediation,977569.87,2014,7,987440.5802319496,997440.5824999999,-2.83803530699388,-14.344271009377241,-21.11645856733412
79,2014-08-01,2014-08-01,8,Financial intermediation,995198.0,2014,8,1012775.2821927338,1001112.478333333,2.5656938217824887,-10.841233735162426,-17.5399542930209
80,2014-09-01,2014-09-01,8,Financial intermediation,1037380.64,2014,9,1005223.0081241064,1004574.1491666667,-0.7457008678446564,5.512736928865869,-1.1205015054279448
81,2014-10-01,2014-10-01,8,Financial intermediation,983516.37,2014,10,1000708.086443653,1008960.4512499998,-0.4491462734104168,5.283751850792129,-1.2918481985879495
82,2014-11-01,2014-11-01,8,Financial intermediation,994864.71,2014,11,1023011.2024853197,1013336.7579166666,2.228733468211308,5.6183755894473775,-0.9072800299421298
83,2014-12-01,2014-12-01,8,Financial intermediation,1099832.93,2014,12,1013847.8838915696,1016827.8154166666,-0.8957202591221458,4.528690076808117,-1.9545553158217244
84,2015-01-01,2015-01-01,8,Financial intermediation,1026668.86,2015,1,1017300.3856624031,1021099.7808333331,0.3405344949364064,5.349970409962435,-1.0982322068288717
85,2015-02-01,2015-02-01,8,Financial intermediation,1031738.02,2015,2,1012247.649803028,1025695.8029166665,-0.49668081626500493,3.73690456324669,-2.683440894872091
86,2015-03-01,2015-03-01,8,Financial intermediation,1016351.36,2015,3,1008990.7484749029,1030402.7749999999,-0.3217494581250757,4.843851116612674,-1.5556324922305347
87,2015-04-01,2015-04-01,8,Financial intermediation,1035879.63,2015,4,1046056.509490528,1036030.5504166665,3.6735481540985715,5.940366131421038,-0.44503992421203
88,2015-05-01,2015-05-01,8,Financial intermediation,1010707.56,2015,5,1039344.761131153,1041018.2983333332,-0.641623879635711,4.6704505673135,-1.7074392145062047
89,2015-06-01,2015-06-01,8,Financial intermediation,1010930.47,2015,6,1053692.3220686528,1046607.5374999999,1.3804428976853522,3.680989260211809,-2.6957190765726287
90,2015-07-01,2015-07-01,8,Financial intermediation,1042687.77,2015,7,1052558.4802319496,1054313.6233333333,-0.10760653873582715,6.59461453211736,0.21299243689407543
91,2015-08-01,2015-08-01,8,Financial intermediation,1040384.63,2015,8,1057961.912192734,1062164.1916666667,0.5133616860503176,4.461663983560871,-1.9307066479698785
92,2015-09-01,2015-09-01,8,Financial intermediation,1105161.34,2015,9,1073003.7081241065,1069478.0725,1.42177102578267,6.742852029072521,0.33415686551102297
93,2015-10-01,2015-10-01,8,Financial intermediation,1050802.28,2015,10,1067993.996443653,1076705.7804166665,-0.4668867071495719,6.723829947164983,0.29350793542262466
94,2015-11-01,2015-11-01,8,Financial intermediation,1047284.75,2015,11,1075431.2424853197,1083751.1320833333,0.6963752667554557,5.12409247060539,-1.3328876042656423
95,2015-12-01,2015-12-01,8,Financial intermediation,1181554.63,2015,12,1095569.5838915694,1091126.2420833332,1.8725828868157102,8.060548460812278,1.572147944345332
96,2016-01-01,2016-01-01,8,Financial intermediation,1129893.22,2016,1,1120524.745662403,1098044.9554166668,2.2778253556648087,10.146890874595194,3.6225866591722475
97,2016-02-01,2016-02-01,8,Financial intermediation,1116927.3,2016,2,1097436.929803028,1104471.7845833334,-2.060446763781787,8.415853572648647,1.851429391245591
98,2016-03-01,2016-03-01,8,Financial intermediation,1106695.22,2016,3,1099334.608474903,1111067.1916666667,0.17291915556509885,8.953883882142177,2.3453625060133225
99,2016-04-01,2016-04-01,8,Financial intermediation,1119000.76,2016,4,1129177.639490528,1118050.5579166666,2.7146449120733163,7.946141460415301,1.2897704133727688
100,2016-05-01,2016-05-01,8,Financial intermediation,1096674.87,2016,5,1125312.071131153,1125701.714583333,-0.342334830604607,8.271298727328835,1.5635321888096358
101,2016-06-01,2016-06-01,8,Financial intermediation,1101965.8,2016,6,1144727.652068653,1132627.9745833331,1.725350810285331,8.639650123033604,1.8771389761674362
102,2016-07-01,2016-07-01,8,Financial intermediation,1117701.56,2016,7,1127572.2702319496,1137826.0283333333,-1.4986430882229063,7.126804962273403,0.30638472959107244
103,2016-08-01,2016-08-01,8,Financial intermediation,1119614.74,2016,8,1137192.0221927338,1143112.3391666666,0.853138394296038,7.488937842364041,0.6076142017004242
104,2016-09-01,2016-09-01,8,Financial intermediation,1184221.0,2016,9,1152063.3681241064,1148261.9395833334,1.3077251371054865,7.368069597654703,0.42301601806904277
105,2016-10-01,2016-10-01,8,Financial intermediation,1139343.41,2016,10,1156535.126443653,1153503.9245833333,0.3881521141348099,8.290414580497242,1.2789676338919556
106,2016-11-01,2016-11-01,8,Financial intermediation,1142371.38,2016,11,1170517.8724853196,1159139.1216666668,1.209020437162489,8.84172099931324,1.761377096421441
107,2016-12-01,2016-12-01,8,Financial intermediation,1252698.24,2016,12,1166713.1938915695,1163975.99875,-0.3250423323884588,6.493755489933473,-0.6578389882584554
108,2017-01-01,2017-01-01,8,Financial intermediation,1183502.9,2017,1,1174134.425662403,1168267.6329166668,0.6360802131738952,4.784336999921268,-2.4407252932037915
109,2017-02-01,2017-02-01,8,Financial intermediation,1190189.08,2017,2,1170698.709803028,1172023.7858333336,-0.29261690861646095,6.675716664022713,-0.6248892283697494
110,2017-03-01,2017-03-01,8,Financial intermediation,1157023.85,2017,3,1149663.2384749032,1175794.6416666666,-1.7968304869545926,4.578099298613059,-2.799965689325452
111,2017-04-01,2017-04-01,8,Financial intermediation,1194479.77,2017,4,1204656.649490528,1179829.04875,4.783436503421368,6.6844230137301786,-0.7728514563012556
112,2017-05-01,2017-05-01,8,Financial intermediation,1156440.59,2017,5,1185077.791131153,1183154.9658333333,-1.625264623546907,5.311035181549606,-2.2270124427163243
113,2017-06-01,2017-06-01,8,Financial intermediation,1158285.13,2017,6,1201046.9820686528,1185826.7391666665,1.3475225894037823,4.919889014493917,-2.7003027583827723
114,2017-07-01,2017-07-01,8,Financial intermediation,1164381.45,2017,7,1174252.1602319495,1189814.90875,-2.230955344523866,4.139857925948953,-3.5636391284114657
115,2017-08-01,2017-08-01,8,Financial intermediation,1163082.52,2017,8,1180659.8021927339,1195055.76,0.5456785329241987,3.8223782045344823,-3.9653545670099097
116,2017-09-01,2017-09-01,8,Financial intermediation,1231253.76,2017,9,1199096.1281241064,1200531.694583333,1.5615273677593189,4.082480295904478,-3.790160434135908
117,2017-10-01,2017-10-01,8,Financial intermediation,1189136.42,2017,10,1206328.136443653,1205645.98875,0.6031216472077494,4.305360802409308,-3.6525713361792063
118,2017-11-01,2017-11-01,8,Financial intermediation,1172400.38,2017,11,1200546.8724853196,1210752.4579166665,-0.4792447248538001,2.5654456634857326,-5.477843297378076
119,2017-12-01,2017-12-01,8,Financial intermediation,1286791.8,2017,12,1200806.7538915696,1216521.6566666665,0.021646918767270762,2.922188604577358,-5.206176372543141
120,2018-01-01,2018-01-01,8,Financial intermediation,1245125.41,2018,1,1235756.935662403,1222283.4379166665,2.9105583939769586,5.248335169564156,-2.964436530739267
121,2018-02-01,2018-02-01,8,Financial intermediation,1254347.0,2018,2,1234856.629803028,1228428.0399999998,-0.07285460703422286,5.480310131271482,-2.81577034097195
122,2018-03-01,2018-03-01,8,Financial intermediation,1224288.36,2018,3,1216927.7484749032,1235523.4770833333,-1.451899831560577,5.85080115192953,-2.527038609103193
123,2018-04-01,2018-04-01,8,Financial intermediation,1249958.32,2018,4,1260135.199490528,1242572.0220833332,3.550535442204694,4.605341283216502,-3.852235024923983
124,2018-05-01,2018-05-01,8,Financial intermediation,1223517.3,2018,5,1252154.501131153,1249939.5475,-0.6333208026092496,5.660110289973064,-2.8746870663081463
125,2018-06-01,2018-06-01,8,Financial intermediation,1229669.19,2018,6,1272431.0420686528,1268516.95625,1.619332192567513,5.943486063888193,-2.665494360245507
126,2018-07-01,2018-07-01,8,Financial intermediation,1231280.14,2018,7,1241150.8502319495,1294812.1975,-2.458301534820273,5.697131524696153,-2.982449324453232
127,2018-08-01,2018-08-01,8,Financial intermediation,1243654.28,2018,8,1261231.5621927339,1319750.7570833333,1.6179106638835705,6.8242994171870075,-1.921733984506587
128,2018-09-01,2018-09-01,8,Financial intermediation,1320972.49,2018,9,1288814.8581241064,1345743.4241666666,2.1870128181233683,7.482196622580872,-1.3255532168245079
129,2018-10-01,2018-10-01,8,Financial intermediation,1268582.77,2018,10,1285774.486443653,1371420.0879166664,-0.23590445604256827,6.585799302850881,-2.278327788878589
130,2018-11-01,2018-11-01,8,Financial intermediation,1269774.64,2018,11,1297921.1324853196,1396498.0083333333,0.9446949033234731,8.11082534398846,-0.8037265160880533
131,2018-12-01,2018-12-01,8,Financial intermediation,1635275.35,2018,12,1549290.3038915696,1412365.5066666664,19.36706053355619,29.020785307097576,20.062392040930153
132,2019-01-01,2019-01-01,8,Financial intermediation,1527727.65,2019,1,1518359.175662403,1428263.8904166664,-1.99647078094225,22.868756131926272,13.873741901796643
133,2019-02-01,2019-02-01,8,Financial intermediation,1570270.19,2019,2,1550779.819803028,1452628.1766666665,2.135242086345013,25.583795104245645,16.559862629747364
134,2019-03-01,2019-03-01,8,Financial intermediation,1532189.18,2019,3,1524828.568474903,1477220.58375,-1.673432359431981,25.301487322141526,16.25671454985536
135,2019-04-01,2019-04-01,8,Financial intermediation,1558297.43,2019,4,1568474.309490528,1501915.3083333333,2.8623375714476706,24.468732412574546,15.411444739350648
136,2019-05-01,2019-05-01,8,Financial intermediation,1517048.28,2019,5,1545685.481131153,1529459.8629166665,-1.4529296540902403,23.442073620694103,14.380718456039752
137,2019-06-01,2019-06-01,8,Financial intermediation,1316958.17,2019,6,1359720.0220686528,1549210.6724999999,-12.031261296858931,6.86001654424353,-2.196955605145538
138,2019-07-01,2019-07-01,8,Financial intermediation,1525552.37,2019,7,1535423.0802319497,1557451.1295833332,12.92200271464603,23.70962642816592,14.66537993559256
139,2019-08-01,2019-08-01,8,Financial intermediation,1534124.92,2019,8,1551702.2021927338,1564837.6295833334,1.060236893034383,23.030714478394245,14.007445370859648
