index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend,Real_Avg_Wage_sa_cycle
199,2024-08-01,2024-08-01,6,"Wholesale and retail trade, accommodation and food services",1109338.14,2024,8,1111545.1201900786,1128602.72375,-14285.82258244208
200,2024-09-01,2024-09-01,6,"Wholesale and retail trade, accommodation and food services",1157167.51,2024,9,1128294.115141059,1141249.1779166667,862.6731333639473
201,2024-10-01,2024-10-01,6,"Wholesale and retail trade, accommodation and food services",1108048.07,2024,10,1120520.6271248213,,-8524.210175690241
202,2024-11-01,2024-11-01,6,"Wholesale and retail trade, accommodation and food services",1118751.94,2024,11,1135791.8212654463,,5123.5619912473485
203,2024-12-01,2024-12-01,6,"Wholesale and retail trade, accommodation and food services",1289753.7,2024,12,1237281.5632185712,,104982.79043981177
204,2025-01-01,2025-01-01,6,"Wholesale and retail trade, accommodation and food services",1235016.93,2025,1,1223543.8260050295,,89610.34380717622
205,2025-02-01,2025-02-01,6,"Wholesale and retail trade, accommodation and food services",1214598.81,2025,2,1223426.3527758631,,87856.05080832774
206,2025-03-01,2025-03-01,6,"Wholesale and retail trade, accommodation and food services",1221805.12,2025,3,1230030.5307185713,,92822.69275687262
0,2008-01-01,2008-01-01,7,"Transport, communications and information services",848419.34,2008,1,838709.1155288756,,29708.15219178167
1,2008-02-01,2008-02-01,7,"Transport, communications and information services",915873.66,2008,2,918218.5878205423,,105786.9724486412
2,2008-03-01,2008-03-01,7,"Transport, communications and information services",911480.78,2008,3,917285.4918049173,,101422.99516863993
3,2008-04-01,2008-04-01,7,"Transport, communications and information services",911608.8,2008,4,928064.9804767923,,108770.3278594967
4,2008-05-01,2008-05-01,7,"Transport, communications and information services",894787.61,2008,5,913600.122846584,,90870.21145971667
5,2008-06-01,2008-06-01,7,"Transport, communications and information services",883489.78,2008,6,913664.251284084,,87493.3109899587
6,2008-07-01,2008-07-01,7,"Transport, communications and information services",862783.03,2008,7,856811.5875157015,855063.7895833332,27190.479668459855
7,2008-08-01,2008-08-01,7,"Transport, communications and information services",789796.8,2008,8,790991.1091333487,849275.1245833333,-42093.34852374811
8,2008-09-01,2008-09-01,7,"Transport, communications and information services",820503.56,2008,9,787591.3765598193,840637.0416666665,-48973.86657783587
9,2008-10-01,2008-10-01,7,"Transport, communications and information services",814989.92,2008,10,828809.400502834,832317.5133333332,-11257.992405691417
10,2008-11-01,2008-11-01,7,"Transport, communications and information services",779916.75,2008,11,799537.9168309589,824516.7395833334,-44056.54087358387
11,2008-12-01,2008-12-01,7,"Transport, communications and information services",843970.08,2008,12,784336.1696955422,817403.795,-62813.731697774725
12,2009-01-01,2009-01-01,7,"Transport, communications and information services",814710.07,2009,1,804999.8455288756,812437.5487500001,-45737.002371136914
13,2009-02-01,2009-02-01,7,"Transport, communications and information services",810654.97,2009,2,812999.8978205422,812437.1033333333,-41358.03865539702
14,2009-03-01,2009-03-01,7,"Transport, communications and information services",809385.48,2009,3,815190.1918049173,815316.8270833333,-42825.26165852032
15,2009-04-01,2009-04-01,7,"Transport, communications and information services",814035.42,2009,4,830491.6004767923,816902.1629166665,-31219.76560738706
16,2009-05-01,2009-05-01,7,"Transport, communications and information services",805142.42,2009,5,823954.932846584,819063.3566666665,-41492.37827141862
17,2009-06-01,2009-06-01,7,"Transport, communications and information services",802424.3,2009,6,832598.7712840841,822593.7008333332,-36625.913167408085
18,2009-07-01,2009-07-01,7,"Transport, communications and information services",824658.6,2009,7,818687.1575157015,826359.7204166665,-54357.404298291425
19,2009-08-01,2009-08-01,7,"Transport, communications and information services",827910.54,2009,8,829104.8491333487,830372.6708333333,-47802.88719414675
20,2009-09-01,2009-09-01,7,"Transport, communications and information services",851503.19,2009,9,818591.0065598192,834213.6533333332,-62223.57512975496
21,2009-10-01,2009-10-01,7,"Transport, communications and information services",822038.35,2009,10,835857.8305028339,838015.25875,-48907.27224553155
22,2009-11-01,2009-11-01,7,"Transport, communications and information services",824736.97,2009,11,844358.1368309589,841858.6129166667,-44400.687400868745
23,2009-12-01,2009-12-01,7,"Transport, communications and information services",883878.12,2009,12,824244.2096955422,845922.4058333334,-68550.68380144797
24,2010-01-01,2010-01-01,7,"Transport, communications and information services",865186.5,2010,1,855476.2755288756,849788.4604166667,-41395.83977411094
25,2010-02-01,2010-02-01,7,"Transport, communications and information services",856489.35,2010,2,858834.2778205422,853438.9904166666,-42154.48764794681
26,2010-03-01,2010-03-01,7,"Transport, communications and information services",855734.68,2010,3,861539.3918049174,858086.0258333334,-43603.40859490819
27,2010-04-01,2010-04-01,7,"Transport, communications and information services",858924.75,2010,4,875380.9304767923,863273.05125,-33950.92076042411
28,2010-05-01,2010-05-01,7,"Transport, communications and information services",852493.59,2010,5,871306.1028465839,867995.5995833332,-42247.10982824338
29,2010-06-01,2010-06-01,7,"Transport, communications and information services",852604.16,2010,6,882778.631284084,877048.2325,-35025.28615575936
30,2010-07-01,2010-07-01,7,"Transport, communications and information services",867264.05,2010,7,861292.6075157016,889202.5862499999,-60788.0647629617
31,2010-08-01,2010-08-01,7,"Transport, communications and information services",872917.81,2010,8,874112.1191333487,900117.7008333333,-52267.79454749974
32,2010-09-01,2010-09-01,7,"Transport, communications and information services",918024.77,2010,9,885112.5865598193,911166.4995833333,-45585.02253243106
33,2010-10-01,2010-10-01,7,"Transport, communications and information services",880005.38,2010,10,893824.860502834,921836.5004166667,-41204.46215500287
34,2010-11-01,2010-11-01,7,"Transport, communications and information services",880111.1,2010,11,899732.2668309589,932665.1654166667,-39637.999955331674
35,2010-12-01,2010-12-01,7,"Transport, communications and information services",1045767.18,2010,12,986133.2696955423,943694.9091666666,42417.933744912734
36,2011-01-01,2011-01-01,7,"Transport, communications and information services",995001.93,2011,1,985291.7055288757,954188.3991666666,37232.58675376896
37,2011-02-01,2011-02-01,7,"Transport, communications and information services",988636.67,2011,2,990981.5978205423,964298.2458333333,38585.06663769565
38,2011-03-01,2011-03-01,7,"Transport, communications and information services",988758.53,2011,3,994563.2418049173,974103.0216666666,37840.46541946544
39,2011-04-01,2011-04-01,7,"Transport, communications and information services",981980.92,2011,4,998437.1004767923,983602.5841666667,37403.74515798758
40,2011-05-01,2011-05-01,7,"Transport, communications and information services",989325.38,2011,5,1008137.892846584,992986.3766666668,42813.83194889664
41,2011-06-01,2011-06-01,7,"Transport, communications and information services",980486.22,2011,6,1010660.691284084,998860.6337499999,41069.716638056794
42,2011-07-01,2011-07-01,7,"Transport, communications and information services",991225.75,2011,7,985254.3075157015,997774.4904166666,11423.799074307899
43,2011-08-01,2011-08-01,7,"Transport, communications and information services",991592.43,2011,8,992786.7391333487,993274.0170833333,14747.348076030612
44,2011-09-01,2011-09-01,7,"Transport, communications and information services",1034664.77,2011,9,1001752.5865598193,989205.7604166666,19538.14714588935
45,2011-10-01,2011-10-01,7,"Transport, communications and information services",991354.88,2011,10,1005174.360502834,985660.8070833334,18821.77628020919
46,2011-11-01,2011-11-01,7,"Transport, communications and information services",993972.62,2011,11,1013593.7868309589,981728.3008333334,23142.879878852633
47,2011-12-01,2011-12-01,7,"Transport, communications and information services",1072887.83,2011,12,1013253.9196955423,977964.2854166667,18747.28539470944
48,2012-01-01,2012-01-01,7,"Transport, communications and information services",941813.84,2012,1,932103.6155288756,981516.8841666665,-66413.55600999238
49,2012-02-01,2012-02-01,7,"Transport, communications and information services",933813.4,2012,2,936158.3278205423,991776.0475,-66321.74077071156
50,2012-03-01,2012-03-01,7,"Transport, communications and information services",945943.64,2012,3,951748.3518049173,1001950.1666666667,-54644.01112783875
51,2012-04-01,2012-04-01,7,"Transport, communications and information services",939716.93,2012,4,956173.1104767923,1011975.1124999999,-54077.46981952118
52,2012-05-01,2012-05-01,7,"Transport, communications and information services",937209.22,2012,5,956021.7328465839,1018398.4308333333,-58029.09193239256
53,2012-06-01,2012-06-01,7,"Transport, communications and information services",942266.01,2012,6,972440.481284084,1020936.7566666666,-45348.30192928354
54,2012-07-01,2012-07-01,7,"Transport, communications and information services",1114708.33,2012,7,1108736.8875157016,1031038.3245833332,87277.1928389311
55,2012-08-01,2012-08-01,7,"Transport, communications and information services",1114329.77,2012,8,1115524.0791333485,1048625.4045833333,90465.63079661713
56,2012-09-01,2012-09-01,7,"Transport, communications and information services",1156106.29,2012,9,1123194.1065598193,1065953.7674999998,94613.49976389273
57,2012-10-01,2012-10-01,7,"Transport, communications and information services",1110512.06,2012,10,1124331.540502834,1083528.7833333332,92309.10980852693
58,2012-11-01,2012-11-01,7,"Transport, communications and information services",1028975.08,2012,11,1048596.2468309589,1100998.8033333332,13215.336116698454
59,2012-12-01,2012-12-01,7,"Transport, communications and information services",1098805.19,2012,12,1039171.2796955422,1117904.1358333332,517.5298957177438
60,2013-01-01,2013-01-01,7,"Transport, communications and information services",1158334.11,2013,1,1148623.8855288757,1128122.1183333334,106785.13266365288
61,2013-02-01,2013-02-01,7,"Transport, communications and information services",1139383.05,2013,2,1141727.9778205424,1132792.4224999999,96794.2490025768
62,2013-03-01,2013-03-01,7,"Transport, communications and information services",1156254.7,2013,3,1162059.4118049173,1134211.66125,114122.10127999773
63,2013-04-01,2013-04-01,7,"Transport, communications and information services",1151206.25,2013,4,1167662.4304767924,1131656.2254166666,116813.55275463569
64,2013-05-01,2013-05-01,7,"Transport, communications and information services",1145000.38,2013,5,1163812.8928465839,1132544.6466666667,110144.20212906576
65,2013-06-01,2013-06-01,7,"Transport, communications and information services",1140202.83,2013,6,1170377.301284084,1136314.1008333333,113979.39012609795
66,2013-07-01,2013-07-01,7,"Transport, communications and information services",1162003.09,2013,7,1156031.6475157016,1135541.0379166666,96993.09694705531
67,2013-08-01,2013-08-01,7,"Transport, communications and information services",1179122.31,2013,8,1180316.6191333486,1131499.63375,118723.11918816203
68,2013-09-01,2013-09-01,7,"Transport, communications and information services",1125375.48,2013,9,1092463.2965598193,1127202.32875,28396.897872998146
69,2013-10-01,2013-10-01,7,"Transport, communications and information services",1079912.41,2013,10,1093731.8905028338,1121772.5833333333,27270.08823661902
70,2013-11-01,2013-11-01,7,"Transport, communications and information services",1080896.84,2013,11,1100518.006830959,1116150.0816666665,31733.521563060815
71,2013-12-01,2013-12-01,7,"Transport, communications and information services",1137350.33,2013,12,1077716.4196955424,1110476.8412499998,6676.987001792295
72,2014-01-01,2014-01-01,7,"Transport, communications and information services",1101235.46,2014,1,1091525.2355288756,1102636.5320833332,18293.361125807976
73,2014-02-01,2014-02-01,7,"Transport, communications and information services",1099488.0,2014,2,1101832.9278205424,1091961.9745833334,26465.83604543307
74,2014-03-01,2014-03-01,7,"Transport, communications and information services",1093014.43,2014,3,1098819.1418049172,1084225.1275,21368.63446330605
75,2014-04-01,2014-04-01,7,"Transport, communications and information services",1084132.63,2014,4,1100588.8104767923,1080162.51625,21101.06263078493
76,2014-05-01,2014-05-01,7,"Transport, communications and information services",1077133.96,2014,5,1095946.472846584,1076387.4708333332,14461.86793341348
77,2014-06-01,2014-06-01,7,"Transport, communications and information services",1071911.48,2014,6,1102085.951284084,1073217.6524999999,18638.91829926963
78,2014-07-01,2014-07-01,7,"Transport, communications and information services",1042127.02,2014,7,1036155.5775157015,1070265.6858333333,-49225.52057543909
79,2014-08-01,2014-08-01,7,"Transport, communications and information services",1042809.0,2014,8,1044003.3091333486,1066982.3824999998,-43289.70094781567
80,2014-09-01,2014-09-01,7,"Transport, communications and information services",1076004.46,2014,9,1043092.2765598192,1063656.1783333332,-46096.32241753419
81,2014-10-01,2014-10-01,7,"Transport, communications and information services",1031780.76,2014,10,1045600.240502834,1060549.6104166666,-45473.1202738717
82,2014-11-01,2014-11-01,7,"Transport, communications and information services",1038427.4,2014,11,1058048.566830959,1057484.0075,-34903.868963759625
83,2014-12-01,2014-12-01,7,"Transport, communications and information services",1103744.13,2014,12,1044110.2196955421,1054486.835,-50720.393778505386
84,2015-01-01,2015-01-01,7,"Transport, communications and information services",1063994.46,2015,1,1054284.2355288756,1056048.5079166668,-42428.17840849585
85,2015-02-01,2015-02-01,7,"Transport, communications and information services",1057929.72,2015,2,1060274.6478205423,1061700.1920833334,-38327.31812576344
86,2015-03-01,2015-03-01,7,"Transport, communications and information services",1054743.81,2015,3,1060548.5218049174,1067290.9924999997,-39954.54907962913
87,2015-04-01,2015-04-01,7,"Transport, communications and information services",1047845.62,2015,4,1064301.8004767923,1073231.7679166666,-38117.43392351782
88,2015-05-01,2015-05-01,7,"Transport, communications and information services",1039846.5,2015,5,1058659.012846584,1079095.81375,-45694.64100395539
89,2015-06-01,2015-06-01,7,"Transport, communications and information services",1037266.8,2015,6,1067441.271284084,1085398.0233333332,-38867.96119209076
90,2015-07-01,2015-07-01,7,"Transport, communications and information services",1114251.85,2015,7,1108280.4075157016,1089835.4895833333,-8.113420348847285
91,2015-08-01,2015-08-01,7,"Transport, communications and information services",1106324.59,2015,8,1107518.8991333486,1091959.1170833332,-2774.870848543942
92,2015-09-01,2015-09-01,7,"Transport, communications and information services",1146668.08,2015,9,1113755.8965598193,1094248.7608333332,1428.6662569958717
93,2015-10-01,2015-10-01,7,"Transport, communications and information services",1103695.75,2015,10,1117515.2305028338,1096588.4983333333,3124.099325908115
94,2015-11-01,2015-11-01,7,"Transport, communications and information services",1107249.51,2015,11,1126870.676830959,1098744.3608333333,10382.963925017742
95,2015-12-01,2015-12-01,7,"Transport, communications and information services",1186175.05,2015,12,1126541.1396955424,1100682.7708333333,7921.899798225611
96,2016-01-01,2016-01-01,7,"Transport, communications and information services",1088062.73,2016,1,1078352.5055288756,1102501.735,-42435.5511450856
97,2016-02-01,2016-02-01,7,"Transport, communications and information services",1084828.51,2016,2,1087173.4378205424,1104447.2058333333,-35823.13106401125
98,2016-03-01,2016-03-01,7,"Transport, communications and information services",1082796.47,2016,3,1088601.1818049173,1107026.0695833333,-36645.67293804744
99,2016-04-01,2016-04-01,7,"Transport, communications and information services",1075946.66,2016,4,1092402.8404767923,1109940.9366666668,-35137.87557322439
100,2016-05-01,2016-05-01,7,"Transport, communications and information services",1063486.16,2016,5,1082298.6728465839,1113021.0362500001,-47580.99900012533
101,2016-06-01,2016-06-01,7,"Transport, communications and information services",1060148.98,2016,6,1090323.451284084,1116370.7154166666,-41941.51876437478
102,2016-07-01,2016-07-01,7,"Transport, communications and information services",1135024.81,2016,7,1129053.3675157016,1119658.9783333333,-5644.123917642282
103,2016-08-01,2016-08-01,7,"Transport, communications and information services",1132242.93,2016,8,1133437.2391333485,1122319.6641666666,-3740.5540232646745
104,2016-09-01,2016-09-01,7,"Transport, communications and information services",1182642.47,2016,9,1149730.2865598192,1124306.8712499999,10023.897736642743
105,2016-10-01,2016-10-01,7,"Transport, communications and information services",1137678.17,2016,10,1151497.6505028338,1126334.5,9213.887327189557
106,2016-11-01,2016-11-01,7,"Transport, communications and information services",1147189.48,2016,11,1166810.646830959,1128824.66,21900.16852944321
107,2016-12-01,2016-12-01,7,"Transport, communications and information services",1226627.38,2016,12,1166993.4696955422,1131711.1045833332,19406.302312441636
108,2017-01-01,2017-01-01,7,"Transport, communications and information services",1126528.71,2017,1,1116818.4855288756,1132349.03625,-33496.14705661405
109,2017-02-01,2017-02-01,7,"Transport, communications and information services",1110218.99,2017,2,1112563.9178205424,1130572.34375,-40529.907993219094
110,2017-03-01,2017-03-01,7,"Transport, communications and information services",1105098.96,2017,3,1110903.6718049173,1128630.54375,-45021.76871015271
111,2017-04-01,2017-04-01,7,"Transport, communications and information services",1102307.26,2017,4,1118763.4404767924,1126635.9320833331,-40046.41692900518
112,2017-05-01,2017-05-01,7,"Transport, communications and information services",1096889.4,2017,5,1115701.9128465839,1124495.2629166662,-46045.196965551935
113,2017-06-01,2017-06-01,7,"Transport, communications and information services",1096020.41,2017,6,1126194.881284084,1121761.9204166664,-38542.040776060894
114,2017-07-01,2017-07-01,7,"Transport, communications and information services",1114463.74,2017,7,1108492.2975157015,1121245.0433333332,-59286.365673169494
115,2017-08-01,2017-08-01,7,"Transport, communications and information services",1110163.38,2017,8,1111357.6891333484,1123774.7775,-59513.71571172308
116,2017-09-01,2017-09-01,7,"Transport, communications and information services",1158118.82,2017,9,1125206.6365598193,1126535.0462500001,-48807.124659157824
117,2017-10-01,2017-10-01,7,"Transport, communications and information services",1114331.14,2017,10,1128150.6205028337,1129092.2512499997,-49053.26678721653
118,2017-11-01,2017-11-01,7,"Transport, communications and information services",1119160.45,2017,11,1138781.616830959,1131243.7841666667,-41657.94460860966
119,2017-12-01,2017-12-01,7,"Transport, communications and information services",1189056.19,2017,12,1129422.2796955423,1132918.0366666666,-54295.903855838114
120,2018-01-01,2018-01-01,7,"Transport, communications and information services",1151694.85,2018,1,1141984.6255288757,1134219.2037499999,-45052.20654570055
121,2018-02-01,2018-02-01,7,"Transport, communications and information services",1145766.47,2018,2,1148111.3978205423,1137704.4020833333,-42280.76868782914
122,2018-03-01,2018-03-01,7,"Transport, communications and information services",1135797.93,2018,3,1141602.6418049172,1143771.0454166667,-52177.85692201322
123,2018-04-01,2018-04-01,7,"Transport, communications and information services",1132981.21,2018,4,1149437.3904767924,1150038.375,-47760.42388712708
124,2018-05-01,2018-05-01,7,"Transport, communications and information services",1117852.24,2018,5,1136664.752846584,1156613.0025,-63974.94359949883
125,2018-06-01,2018-06-01,7,"Transport, communications and information services",1115239.63,2018,6,1145414.101284084,1168157.8583333334,-58687.2581942922
126,2018-07-01,2018-07-01,7,"Transport, communications and information services",1126472.53,2018,7,1120501.0875157015,1183848.3220833333,-87076.43681622902
127,2018-08-01,2018-08-01,7,"Transport, communications and information services",1181799.35,2018,8,1182993.6591333486,1198726.4183333332,-28068.799910746515
128,2018-09-01,2018-09-01,7,"Transport, communications and information services",1232082.29,2018,9,1199170.1065598193,1212259.4320833334,-15379.653206313727
129,2018-10-01,2018-10-01,7,"Transport, communications and information services",1190783.58,2018,10,1204603.060502834,1224040.46875,-13429.74556622561
130,2018-11-01,2018-11-01,7,"Transport, communications and information services",1200499.07,2018,11,1220120.236830959,1235313.7925,-1384.6220227675512
131,2018-12-01,2018-12-01,7,"Transport, communications and information services",1384794.11,2018,12,1325160.1996955425,1242532.6833333333,100201.12429913552
132,2019-01-01,2019-01-01,7,"Transport, communications and information services",1332528.06,2019,1,1322817.8355288757,1250680.9062500002,94429.23323931545
133,2019-02-01,2019-02-01,7,"Transport, communications and information services",1322007.57,2019,2,1324352.4978205424,1260555.0141666664,92565.13853807328
134,2019-03-01,2019-03-01,7,"Transport, communications and information services",1284349.16,2019,3,1290153.8718049172,1267638.4058333333,55003.87705987319
135,2019-04-01,2019-04-01,7,"Transport, communications and information services",1267174.86,2019,4,1283631.0404767925,1274434.8079166666,45159.16919241776
136,2019-05-01,2019-05-01,7,"Transport, communications and information services",1254218.36,2019,5,1273030.872846584,1280008.5483333333,31282.096926401136
137,2019-06-01,2019-06-01,7,"Transport, communications and information services",1152126.89,2019,6,1182301.361284084,1281358.9054166668,-62675.48283848516
138,2019-07-01,2019-07-01,7,"Transport, communications and information services",1285142.62,2019,7,1279171.1775157016,1281250.1470833335,31018.724779863143
139,2019-08-01,2019-08-01,7,"Transport, communications and information services",1260107.85,2019,8,1261302.1591333486,1283122.6116666668,10030.664136173204
140,2019-09-01,2019-09-01,7,"Transport, communications and information services",1323775.19,2019,9,1290863.0065598192,1286941.6379166665,36532.903074042406
141,2019-10-01,2019-10-01,7,"Transport, communications and information services",1262204.33,2019,10,1276023.810502834,1293139.7437500001,18699.322324894834
142,2019-11-01,2019-11-01,7,"Transport, communications and information services",1262848.09,2019,11,1282469.256830959,1299502.7566666664,22218.11589131481
143,2019-12-01,2019-12-01,7,"Transport, communications and information services",1354853.66,2019,12,1295219.7496955423,1310295.7204166667,32113.051773774438
144,2020-01-01,2020-01-01,7,"Transport, communications and information services",1359858.31,2020,1,1350148.0855288757,1320010.41125,84260.11881761067
145,2020-02-01,2020-02-01,7,"Transport, communications and information services",1339616.47,2020,2,1341961.3978205423,1325546.3229166667,73369.39513955731
146,2020-03-01,2020-03-01,7,"Transport, communications and information services",1358396.89,2020,3,1364201.6018049172,1331640.0983333336,92985.0904459029
147,2020-04-01,2020-04-01,7,"Transport, communications and information services",1341881.67,2020,4,1358337.8504767923,1335843.3670833334,84578.08608147688
148,2020-05-01,2020-05-01,7,"Transport, communications and information services",1332223.86,2020,5,1351036.372846584,1338914.8575000002,74815.62192918384
149,2020-06-01,2020-06-01,7,"Transport, communications and information services",1333152.52,2020,6,1363326.991284084,1341268.565,84727.87862261408
150,2020-07-01,2020-07-01,7,"Transport, communications and information services",1337269.57,2020,7,1331298.1275157016,1339789.4020833329,50403.0588709428
151,2020-08-01,2020-08-01,7,"Transport, communications and information services",1340842.78,2020,8,1342037.0891333485,1335969.4966666666,58927.59748435253
152,2020-09-01,2020-09-01,7,"Transport, communications and information services",1389290.87,2020,9,1356378.6865598194,1332548.4216666666,71135.04319141665
153,2020-10-01,2020-10-01,7,"Transport, communications and information services",1297567.1,2020,10,1311386.580502834,1328608.77125,24087.34031738178
154,2020-11-01,2020-11-01,7,"Transport, communications and information services",1301201.09,2020,11,1320822.256830959,1325180.1058333332,31543.70946683595
155,2020-12-01,2020-12-01,7,"Transport, communications and information services",1372989.64,2020,12,1313355.7296955422,1322290.4849999999,22171.7136680407
156,2021-01-01,2021-01-01,7,"Transport, communications and information services",1306222.42,2021,1,1296512.1955288756,1320030.8550000002,3493.854837381514
157,2021-02-01,2021-02-01,7,"Transport, communications and information services",1301574.63,2021,2,1303919.5578205422,1317578.5691666666,9135.170870496891
158,2021-03-01,2021-03-01,7,"Transport, communications and information services",1314332.93,2021,3,1320137.6418049172,1313828.589583333,23652.594449060503
159,2021-04-01,2021-04-01,7,"Transport, communications and information services",1291394.02,2021,4,1307850.2004767924,1310965.8375,9726.915527732577
160,2021-05-01,2021-05-01,7,"Transport, communications and information services",1300423.54,2021,5,1319236.052846584,1309685.4229166666,19533.80757221137
161,2021-06-01,2021-06-01,7,"Transport, communications and information services",1295601.94,2021,6,1325776.411284084,1309912.12,24551.262354210252
162,2021-07-01,2021-07-01,7,"Transport, communications and information services",1320589.03,2021,7,1314617.5875157015,1311242.7541666667,11922.220278235385
163,2021-08-01,2021-08-01,7,"Transport, communications and information services",1298668.46,2021,8,1299862.7691333485,1312195.2970833334,-4253.691824455978
164,2021-09-01,2021-09-01,7,"Transport, communications and information services",1341465.68,2021,9,1308553.4965598192,1312510.47375,3061.413715835195
165,2021-10-01,2021-10-01,7,"Transport, communications and information services",1276686.24,2021,10,1290505.7205028338,1312577.6379166665,-16320.132324569859
166,2021-11-01,2021-11-01,7,"Transport, communications and information services",1291352.0,2021,11,1310973.166830959,1312960.5183333333,2851.7523694764823
167,2021-12-01,2021-12-01,7,"Transport, communications and information services",1388279.46,2021,12,1328645.5496955423,1313787.3583333332,19263.264322850155
168,2022-01-01,2022-01-01,7,"Transport, communications and information services",1322867.82,2022,1,1313157.5955288757,1314477.1987499997,2545.5903371088207
169,2022-02-01,2022-02-01,7,"Transport, communications and information services",1307790.26,2022,2,1310135.1878205424,1315440.3987499997,-1679.074365197448
170,2022-03-01,2022-03-01,7,"Transport, communications and information services",1315681.54,2022,3,1321486.2518049174,1317400.5004166663,8493.48754137312
171,2022-04-01,2022-04-01,7,"Transport, communications and information services",1291657.35,2022,4,1308113.5304767925,1320492.1012499998,-6037.6759015014395
172,2022-05-01,2022-05-01,7,"Transport, communications and information services",1309349.34,2022,5,1328161.852846584,1323647.7695833333,12868.503827312728
173,2022-06-01,2022-06-01,7,"Transport, communications and information services",1306520.3,2022,6,1336694.771284084,1321267.7474999998,20271.865195330465
174,2022-07-01,2022-07-01,7,"Transport, communications and information services",1326226.84,2022,7,1320255.3975157016,1314568.3533333333,2711.7067326721735
175,2022-08-01,2022-08-01,7,"Transport, communications and information services",1316147.45,2022,8,1317341.7591333485,1308832.8449999997,-1317.913583751535
176,2022-09-01,2022-09-01,7,"Transport, communications and information services",1371029.13,2022,9,1338116.9465598192,1302603.9158333335,18342.104130188935
177,2022-10-01,2022-10-01,7,"Transport, communications and information services",1321321.21,2022,10,1335140.6905028338,1296767.2354166666,14247.510212634923
178,2022-11-01,2022-11-01,7,"Transport, communications and information services",1322453.07,2022,11,1342074.236830959,1294069.2391666668,20055.428633993724
179,2022-12-01,2022-12-01,7,"Transport, communications and information services",1300057.86,2022,12,1240423.9496955425,1293570.46625,-82732.00828703935
180,2023-01-01,2023-01-01,7,"Transport, communications and information services",1250303.96,2023,1,1240593.7355288756,1292901.6066666667,-83715.28069950268
181,2023-02-01,2023-02-01,7,"Transport, communications and information services",1242701.92,2023,2,1245046.8478205423,1292113.0758333332,-80434.88333088066
182,2023-03-01,2023-03-01,7,"Transport, communications and information services",1231275.58,2023,3,1237080.2918049174,1289833.1458333335,-89596.91321262694
183,2023-04-01,2023-04-01,7,"Transport, communications and information services",1235982.98,2023,4,1252439.1604767924,1285794.7887499998,-75458.7589762474
184,2023-05-01,2023-05-01,7,"Transport, communications and information services",1300271.8,2023,5,1319084.312846584,1281523.4508333332,-10061.351903415984
185,2023-06-01,2023-06-01,7,"Transport, communications and information services",1303627.29,2023,6,1333801.761284084,1281689.427916667,3380.1123270797543
186,2023-07-01,2023-07-01,7,"Transport, communications and information services",1313067.22,2023,7,1307095.7775157015,1286485.2195833335,-24631.22497304273
187,2023-08-01,2023-08-01,7,"Transport, communications and information services",1310382.33,2023,8,1311576.6391333486,1290937.5799999998,-21486.242707676953
188,2023-09-01,2023-09-01,7,"Transport, communications and information services",1322075.93,2023,9,1289163.7465598192,1295562.1075,-45266.50689408602
189,2023-10-01,2023-10-01,7,"Transport, communications and information services",1273353.84,2023,10,1287173.320502834,1299927.6491666667,-48656.59747569682
190,2023-11-01,2023-11-01,7,"Transport, communications and information services",1267908.33,2023,11,1287529.496830959,1301026.595,-49732.829956487054
191,2023-12-01,2023-12-01,7,"Transport, communications and information services",1358586.05,2023,12,1298952.1396955424,1299468.8666666667,-39775.41612094361
192,2024-01-01,2024-01-01,7,"Transport, communications and information services",1306874.77,2024,1,1297164.5455288757,1299376.0091666668,-43060.7517316381
193,2024-02-01,2024-02-01,7,"Transport, communications and information services",1292987.76,2024,2,1295332.6878205424,1300475.2808333335,-46422.248584775254
194,2024-03-01,2024-03-01,7,"Transport, communications and information services",1291978.4,2024,3,1297783.1118049172,1302897.3020833333,-45532.41447288077
195,2024-04-01,2024-04-01,7,"Transport, communications and information services",1280053.16,2024,4,1296509.3404767923,1307002.0154166666,-48396.42123170127
196,2024-05-01,2024-05-01,7,"Transport, communications and information services",1282576.32,2024,5,1301388.832846584,1311492.6341666668,-45135.15335100028
197,2024-06-01,2024-06-01,7,"Transport, communications and information services",1283937.29,2024,6,1314111.761284084,1321603.2345833334,-34056.40853198967
198,2024-07-01,2024-07-01,7,"Transport, communications and information services",1330528.64,2024,7,1324557.1975157014,1335893.2954166667,-25278.736854191404
199,2024-08-01,2024-08-01,7,"Transport, communications and information services",1319303.43,2024,8,1320497.7391333485,1349550.1658333333,-31026.8997506937
200,2024-09-01,2024-09-01,7,"Transport, communications and information services",1371283.34,2024,9,1338371.1565598194,1364325.7470833333,-14860.290771720698
201,2024-10-01,2024-10-01,7,"Transport, communications and information services",1322659.55,2024,10,1336479.030502834,,-18474.253777480917
202,2024-11-01,2024-11-01,7,"Transport, communications and information services",1326377.47,2024,11,1345998.636830959,,-10688.32280459744
203,2024-12-01,2024-12-01,7,"Transport, communications and information services",1542771.32,2024,12,1483137.4096955424,,124708.26894134143
204,2025-01-01,2025-01-01,7,"Transport, communications and information services",1465650.96,2025,1,1455940.7355288756,,95764.32300731656
205,2025-02-01,2025-02-01,7,"Transport, communications and information services",1461976.46,2025,2,1464321.3878205423,,102395.06574244145
