index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend,Real_Wage_Growth_SA,Real_Wage_Growth_SA_Annual,Real_Wage_Growth_SA_Annual_cycle
70,2013-11-01,2013-11-01,6,"Wholesale and retail trade, accommodation and food services",870258.55,2013,11,887298.4312654464,907639.7695833333,-1.0239378807173072,5.235874114727324,1.0807215668314107
71,2013-12-01,2013-12-01,6,"Wholesale and retail trade, accommodation and food services",935906.2,2013,12,883434.0632185712,902586.6225,-0.43552066708422155,4.094466418623699,0.0535412465733911
72,2014-01-01,2014-01-01,6,"Wholesale and retail trade, accommodation and food services",907593.05,2014,1,896119.9460050297,896161.58375,1.4359739243289482,-5.733428067223123,-9.662006413550824
73,2014-02-01,2014-02-01,6,"Wholesale and retail trade, accommodation and food services",889687.28,2014,2,898514.822775863,888127.2679166667,0.26724957763855084,-4.69628792273552,-8.515136729034623
74,2014-03-01,2014-03-01,6,"Wholesale and retail trade, accommodation and food services",869378.56,2014,3,877603.9707185713,883124.4433333332,-2.3272684575964875,-5.666341204040226,-9.378739939057127
75,2014-04-01,2014-04-01,6,"Wholesale and retail trade, accommodation and food services",881046.48,2014,4,890087.4894685713,880480.2516666666,1.4224546796180348,-6.711434701422037,-10.321259313740011
76,2014-05-01,2014-05-01,6,"Wholesale and retail trade, accommodation and food services",868855.53,2014,5,885165.2382706547,878366.2749999997,-0.5530075701721704,-6.8909787520560535,-10.402629303274747
77,2014-06-01,2014-06-01,6,"Wholesale and retail trade, accommodation and food services",875671.74,2014,6,899271.5788175296,876982.3266666665,1.5936392367186025,-5.839007872292479,-9.257328897681344
78,2014-07-01,2014-07-01,6,"Wholesale and retail trade, accommodation and food services",858463.03,2014,7,853558.7370038042,875155.5120833331,-5.0833188650122985,-10.340000441998798,-13.670200683295683
79,2014-08-01,2014-08-01,6,"Wholesale and retail trade, accommodation and food services",856408.19,2014,8,858615.1701900786,873253.1566666665,0.5923942860714737,-9.90420213408203,-13.15178310948625
80,2014-09-01,2014-09-01,6,"Wholesale and retail trade, accommodation and food services",887379.21,2014,9,858505.815141059,872176.7816666666,-0.012736212079200726,-2.9044217898693714,-6.075072314098163
81,2014-10-01,2014-10-01,6,"Wholesale and retail trade, accommodation and food services",846225.15,2014,10,858697.7071248213,871513.5841666665,0.022351856024505068,-4.214281681012055,-7.313776385492641
82,2014-11-01,2014-11-01,6,"Wholesale and retail trade, accommodation and food services",857303.21,2014,11,874343.0912654463,870528.5891666666,1.8219897422354192,-1.4600882345214394,-4.494240691833041
83,2014-12-01,2014-12-01,6,"Wholesale and retail trade, accommodation and food services",915646.78,2014,12,863174.6432185713,869135.7091666665,-1.277353038920992,-2.29325773631478,-5.267864026728856
84,2015-01-01,2015-01-01,6,"Wholesale and retail trade, accommodation and food services",884008.92,2015,1,872535.8160050297,870670.5033333332,1.084505072061992,-2.631805050779179,-5.552609084476307
85,2015-02-01,2015-02-01,6,"Wholesale and retail trade, accommodation and food services",867614.88,2015,2,876442.422775863,875221.9874999998,0.44773024776449954,-2.456542668022965,-5.329195537993871
86,2015-03-01,2015-03-01,6,"Wholesale and retail trade, accommodation and food services",865617.96,2015,3,873843.3707185712,879447.5099999998,-0.2965456702860192,-0.42850763276753856,-3.2585247706071945
87,2015-04-01,2015-04-01,6,"Wholesale and retail trade, accommodation and food services",868890.34,2015,4,877931.3494685713,883696.3708333332,0.46781595958533817,-1.3657241724920666,-4.158444228063751
88,2015-05-01,2015-05-01,6,"Wholesale and retail trade, accommodation and food services",857371.79,2015,5,873681.4982706547,887738.4383333332,-0.484075571568221,-1.2973555109818569,-4.057915209479111
89,2015-06-01,2015-06-01,6,"Wholesale and retail trade, accommodation and food services",853726.36,2015,6,877326.1988175296,891533.3704166666,0.41716581547042164,-2.440350670134206,-5.173652725319812
90,2015-07-01,2015-07-01,6,"Wholesale and retail trade, accommodation and food services",917243.47,2015,7,912339.1770038041,894368.4712499998,3.9908734326485895,6.886513774826253,4.175831971694417
91,2015-08-01,2015-08-01,6,"Wholesale and retail trade, accommodation and food services",906863.37,2015,8,909070.3501900786,896462.9691666666,-0.35829074275431916,5.876343879276025,3.183950179604902
92,2015-09-01,2015-09-01,6,"Wholesale and retail trade, accommodation and food services",938336.57,2015,9,909463.175141059,899122.80625,0.043211721831903915,5.935587051513136,3.2574223284487833
93,2015-10-01,2015-10-01,6,"Wholesale and retail trade, accommodation and food services",897240.45,2015,10,909713.0071248212,901816.47125,0.027470269340312825,5.941008061010722,3.2732616419214926
94,2015-11-01,2015-11-01,6,"Wholesale and retail trade, accommodation and food services",903297.53,2015,11,920337.4112654463,904174.61625,1.1678852624306124,5.260443006810056,2.5995275388550523
95,2015-12-01,2015-12-01,6,"Wholesale and retail trade, accommodation and food services",960730.83,2015,12,908258.6932185713,906586.6920833333,-1.3124228026618057,5.223050787485173,2.5655769809657754
96,2016-01-01,2016-01-01,6,"Wholesale and retail trade, accommodation and food services",906967.29,2016,1,895494.1860050297,908605.7108333333,-1.4053823331223292,2.6312237937826666,-0.026019635940327746
97,2016-02-01,2016-02-01,6,"Wholesale and retail trade, accommodation and food services",894924.46,2016,2,903752.0027758629,910236.8279166666,0.9221519134225753,3.1159582523978324,0.45589212377277333
98,2016-03-01,2016-03-01,6,"Wholesale and retail trade, accommodation and food services",902144.47,2016,3,910369.8807185713,912112.4741666665,0.7322670292714717,4.179983647408547,1.5142001538924879
99,2016-04-01,2016-04-01,6,"Wholesale and retail trade, accommodation and food services",897011.79,2016,4,906052.7994685713,914330.1612499998,-0.47421178374139616,3.2031490864317114,0.528908454059108
100,2016-05-01,2016-05-01,6,"Wholesale and retail trade, accommodation and food services",885845.82,2016,5,902155.5282706546,916745.3358333331,-0.43013731652311593,3.2590858403618306,0.5737915035473691
101,2016-06-01,2016-06-01,6,"Wholesale and retail trade, accommodation and food services",883142.15,2016,6,906741.9888175296,919560.5075,0.5083891195198698,3.352890867689462,0.6540853881443063
102,2016-07-01,2016-07-01,6,"Wholesale and retail trade, accommodation and food services",936284.13,2016,7,931379.8370038042,922343.6287499999,2.717183993916983,2.0870154959837572,-0.6276238646880268
103,2016-08-01,2016-08-01,6,"Wholesale and retail trade, accommodation and food services",926969.52,2016,8,929176.5001900786,924456.545,-0.23656694360203456,2.2117265177327594,-0.5209398095238402
104,2016-09-01,2016-09-01,6,"Wholesale and retail trade, accommodation and food services",963245.93,2016,9,934372.5351410591,926020.8504166668,0.5592086056758427,2.738908037275567,-0.01384384630955715
105,2016-10-01,2016-10-01,6,"Wholesale and retail trade, accommodation and food services",925555.58,2016,10,938028.1371248212,927589.7587499998,0.39123602698898363,3.1125343683378714,0.3377768539922896
106,2016-11-01,2016-11-01,6,"Wholesale and retail trade, accommodation and food services",932946.59,2016,11,949986.4712654463,929504.0395833333,1.2748374667394202,3.221542407934175,0.42299781052777874
107,2016-12-01,2016-12-01,6,"Wholesale and retail trade, accommodation and food services",998645.89,2016,12,946173.7532185713,931603.4329166666,-0.4013444572317115,4.174478073602739,1.350500956663864
108,2017-01-01,2017-01-01,6,"Wholesale and retail trade, accommodation and food services",935847.14,2017,1,924374.0360050297,932134.77125,-2.303986676800762,3.225018146554204,0.37409582556788123
109,2017-02-01,2017-02-01,6,"Wholesale and retail trade, accommodation and food services",916754.6,2017,2,925582.142775863,931471.4941666668,0.13069458074075335,2.415501147764987,-0.4637567303591279
110,2017-03-01,2017-03-01,6,"Wholesale and retail trade, accommodation and food services",917857.66,2017,3,926083.0707185713,931828.4583333334,0.05412031191591726,1.7260226126546874,-1.182841730814805
111,2017-04-01,2017-04-01,6,"Wholesale and retail trade, accommodation and food services",918952.4,2017,4,927993.4094685713,931996.8029166667,0.2062815756385339,2.4215597604100747,-0.5180589333597876
112,2017-05-01,2017-05-01,6,"Wholesale and retail trade, accommodation and food services",909847.95,2017,5,926157.6582706546,931575.7066666668,-0.19781942190386648,2.6605312773519074,-0.31085750155551706
113,2017-06-01,2017-06-01,6,"Wholesale and retail trade, accommodation and food services",909525.46,2017,6,933125.2988175296,930777.3133333335,0.7523168960115401,2.9096821725887123,-0.0943562788073522
114,2017-07-01,2017-07-01,6,"Wholesale and retail trade, accommodation and food services",922652.94,2017,7,917748.6470038041,930797.9183333335,-1.6478657081970716,-1.46354789511558,-4.5009770602734145
115,2017-08-01,2017-08-01,6,"Wholesale and retail trade, accommodation and food services",924682.06,2017,8,926889.0401900787,932291.03875,0.9959582306239723,-0.24618143049592867,-3.3176030765530102
116,2017-09-01,2017-09-01,6,"Wholesale and retail trade, accommodation and food services",974100.53,2017,9,945227.135141059,934140.4883333333,1.9784563368253627,1.1616993856054636,-1.9441425045914213
117,2017-10-01,2017-10-01,6,"Wholesale and retail trade, accommodation and food services",918741.25,2017,10,931213.8071248212,935888.2666666665,-1.4825355192693013,-0.7264526222941159,-3.866942917185267
118,2017-11-01,2017-11-01,6,"Wholesale and retail trade, accommodation and food services",929654.61,2017,11,946694.4912654463,937450.8270833333,1.6624199536326323,-0.3465291453692898,-3.521681401723503
119,2017-12-01,2017-12-01,6,"Wholesale and retail trade, accommodation and food services",982776.43,2017,12,930304.2932185713,939033.2424999998,-1.7313080616922383,-1.6772247112136984,-4.886808044491592
120,2018-01-01,2018-01-01,6,"Wholesale and retail trade, accommodation and food services",952211.12,2018,1,940738.0160050297,940543.0087499999,1.1215387118510334,1.7702768968633098,-1.4732350140230976
121,2018-02-01,2018-02-01,6,"Wholesale and retail trade, accommodation and food services",936225.51,2018,2,945053.052775863,943086.2712500001,0.458686339599379,2.1036393314164403,-1.1729893361353363
122,2018-03-01,2018-03-01,6,"Wholesale and retail trade, accommodation and food services",942773.54,2018,3,950998.9507185713,946541.9033333333,0.6291602281209174,2.690458425146147,-0.6181544889457564
123,2018-04-01,2018-04-01,6,"Wholesale and retail trade, accommodation and food services",935983.2,2018,4,945024.2094685712,950619.2641666667,-0.6282594997066626,1.8352285507881927,-1.5039063596928548
124,2018-05-01,2018-05-01,6,"Wholesale and retail trade, accommodation and food services",930318.6,2018,5,946628.3082706546,955246.5987500001,0.1697415564608118,2.210277031906571,-1.1575831150763314
125,2018-06-01,2018-06-01,6,"Wholesale and retail trade, accommodation and food services",927032.78,2018,6,950632.6188175296,963992.7733333333,0.42300769075775957,1.8762024802227106,-1.5182400294227145
126,2018-07-01,2018-07-01,6,"Wholesale and retail trade, accommodation and food services",941380.01,2018,7,936475.7170038042,976164.4929166667,-1.4892085053145876,2.040544550094281,-1.3779824024538088
127,2018-08-01,2018-08-01,6,"Wholesale and retail trade, accommodation and food services",966993.29,2018,8,969200.2701900786,987182.6391666665,3.49443691834046,4.564864634856747,1.1251179199014176
128,2018-09-01,2018-09-01,6,"Wholesale and retail trade, accommodation and food services",1014724.47,2018,9,985851.075141059,997022.9645833331,1.7179942539341964,4.297796634238349,0.8400722306870385
129,2018-10-01,2018-10-01,6,"Wholesale and retail trade, accommodation and food services",975973.97,2018,10,988446.5271248212,1006145.680833333,0.2632701884907718,6.1460343008346685,2.6739429943490363
130,2018-11-01,2018-11-01,6,"Wholesale and retail trade, accommodation and food services",983477.92,2018,11,1000517.8012654464,1014970.0783333333,1.2212369419454472,5.6853938093644585,2.2029086154177495
131,2018-12-01,2018-12-01,6,"Wholesale and retail trade, accommodation and food services",1138861.31,2018,12,1086389.1732185713,1020184.2633333333,8.582693065982006,16.777830774057122,13.289266305657977
132,2019-01-01,2019-01-01,6,"Wholesale and retail trade, accommodation and food services",1088247.51,2019,1,1076774.4060050296,1025418.3483333334,-0.885020529526892,14.460603025026742,10.970598494967534
133,2019-02-01,2019-02-01,6,"Wholesale and retail trade, accommodation and food services",1064624.63,2019,2,1073452.172775863,1032433.2154166666,-0.3085356793994132,13.586445715704421,10.099862395926182
134,2019-03-01,2019-03-01,6,"Wholesale and retail trade, accommodation and food services",1050542.23,2019,3,1058767.6407185711,1038218.2129166665,-1.367972642816384,11.332156562167617,7.8539931340802935
135,2019-04-01,2019-04-01,6,"Wholesale and retail trade, accommodation and food services",1047159.7,2019,4,1056200.7094685712,1043479.3687499999,-0.24244519300361533,11.764407608406069,8.299722231851515
136,2019-05-01,2019-05-01,6,"Wholesale and retail trade, accommodation and food services",1030927.64,2019,5,1047237.3482706547,1048002.59125,-0.8486418459637712,10.628146139406859,7.18199585085996
137,2019-06-01,2019-06-01,6,"Wholesale and retail trade, accommodation and food services",951564.18,2019,6,975164.0188175297,1049032.1916666667,-6.882234440181357,2.5805342163110367,-0.842089112186887
138,2019-07-01,2019-07-01,6,"Wholesale and retail trade, accommodation and food services",1042466.65,2019,7,1037562.3570038042,1048574.2495833333,6.3987531309797285,10.794368520672414,7.400143443196562
139,2019-08-01,2019-08-01,6,"Wholesale and retail trade, accommodation and food services",1034263.46,2019,8,1036470.4401900786,1050061.7395833335,-0.10523866891998246,6.940791502958099,3.579721884010368
140,2019-09-01,2019-09-01,6,"Wholesale and retail trade, accommodation and food services",1086294.24,2019,9,1057420.845141059,1053235.1116666666,2.021321992273939,7.259693862966032,3.9363657267131784
141,2019-10-01,2019-10-01,6,"Wholesale and retail trade, accommodation and food services",1030671.94,2019,10,1043144.4971248212,1058690.9170833332,-1.3501103256890468,5.533730808797976,2.2525313747566296
142,2019-11-01,2019-11-01,6,"Wholesale and retail trade, accommodation and food services",1037337.29,2019,11,1054377.1712654463,1064542.7804166668,1.0768090299652089,5.383149598325909,2.148236908170238
143,2019-12-01,2019-12-01,6,"Wholesale and retail trade, accommodation and food services",1109712.35,2019,12,1057240.2132185714,1073383.9408333334,0.2715386894889704,-2.6831047950931164,-5.8678192581747295
144,2020-01-01,2020-01-01,6,"Wholesale and retail trade, accommodation and food services",1106405.86,2020,1,1094932.7560050297,1081700.1912500001,3.565182473688777,1.6863653053725391,-1.4445025818344863
145,2020-02-01,2020-02-01,6,"Wholesale and retail trade, accommodation and food services",1082166.04,2020,2,1090993.5827758631,1086745.0729166667,-0.3597639405308328,1.6341119283069139,-1.4394788922296833
146,2020-03-01,2020-03-01,6,"Wholesale and retail trade, accommodation and food services",1109161.75,2020,3,1117387.1607185712,1092090.2579166666,2.419223940396953,5.536580241554767,2.5234902663330048
147,2020-04-01,2020-04-01,6,"Wholesale and retail trade, accommodation and food services",1119479.51,2020,4,1128520.5194685713,1096821.1862499998,0.9963743222931365,6.847165444187953,3.8976044878642164
148,2020-05-01,2020-05-01,6,"Wholesale and retail trade, accommodation and food services",1099052.55,2020,5,1115362.2582706546,1101162.7937500002,-1.1659744746256862,6.505202484660932,3.621983644381686
149,2020-06-01,2020-06-01,6,"Wholesale and retail trade, accommodation and food services",1095627.12,2020,6,1119226.9588175297,1105097.31,0.34649733915752545,14.773200940564735,11.958892162931013
150,2020-07-01,2020-07-01,6,"Wholesale and retail trade, accommodation and food services",1097993.72,2020,7,1093089.4270038041,1106745.4270833333,-2.335320071394642,5.35168509392987,2.608581227592615
151,2020-08-01,2020-08-01,6,"Wholesale and retail trade, accommodation and food services",1099813.55,2020,8,1102020.5301900788,1106622.1487499997,0.8170514658398131,6.324356919236296,3.654387439493867
152,2020-09-01,2020-09-01,6,"Wholesale and retail trade, accommodation and food services",1149028.59,2020,9,1120155.195141059,1106369.80375,1.6455832222882938,5.932770314512892,3.3374791953694927
153,2020-10-01,2020-10-01,6,"Wholesale and retail trade, accommodation and food services",1081479.87,2020,10,1093952.4271248213,1105021.7841666667,-2.3392087212467105,4.870651203168896,2.351168719900629
154,2020-11-01,2020-11-01,6,"Wholesale and retail trade, accommodation and food services",1090727.94,2020,11,1107767.8212654463,1102922.4466666668,1.2628880194484493,5.063714527878238,2.620731504878815
155,2020-12-01,2020-12-01,6,"Wholesale and retail trade, accommodation and food services",1150750.09,2020,12,1098277.9532185714,1101922.7958333334,-0.8566657980761949,3.8815909087555722,1.5153405778023683
156,2021-01-01,2021-01-01,6,"Wholesale and retail trade, accommodation and food services",1104922.93,2021,1,1093449.8260050295,1102462.5333333334,-0.4396088621639649,-0.13543571437306667,-2.4251979358127254
157,2021-02-01,2021-02-01,6,"Wholesale and retail trade, accommodation and food services",1080690.29,2021,2,1089517.8327758631,1103005.4533333334,-0.35959521284411045,-0.13526660681588698,-2.349274808027454
158,2021-03-01,2021-03-01,6,"Wholesale and retail trade, accommodation and food services",1104581.22,2021,3,1112806.6307185711,1102109.6524999999,2.13753251595461,-0.4099322205433631,-2.5493912846180358
159,2021-04-01,2021-04-01,6,"Wholesale and retail trade, accommodation and food services",1091707.57,2021,4,1100748.5794685713,1101027.2662499999,-1.083571118030957,-2.4609158203944714,-4.527483297108757
160,2021-05-01,2021-05-01,6,"Wholesale and retail trade, accommodation and food services",1076440.39,2021,5,1092750.0982706544,1100641.9245833335,-0.7266401562633362,-2.027337740032531,-4.023104174619203
161,2021-06-01,2021-06-01,6,"Wholesale and retail trade, accommodation and food services",1094247.66,2021,6,1117847.4988175295,1100870.5991666666,2.296719129707081,-0.12325114125714132,-2.050705140120532
162,2021-07-01,2021-07-01,6,"Wholesale and retail trade, accommodation and food services",1112326.88,2021,7,1107422.587003804,1101181.6683333332,-0.9325880162323608,1.3112522768871315,-0.5507449113583909
163,2021-08-01,2021-08-01,6,"Wholesale and retail trade, accommodation and food services",1098510.47,2021,8,1100717.4501900787,1101253.2445833334,-0.6054722824343384,-0.11824462106666545,-1.9179918191586816
164,2021-09-01,2021-09-01,6,"Wholesale and retail trade, accommodation and food services",1128832.45,2021,9,1099959.055141059,1101112.74875,-0.06890006594233444,-1.8029769524442463,-3.544027926631133
165,2021-10-01,2021-10-01,6,"Wholesale and retail trade, accommodation and food services",1075698.74,2021,10,1088171.2971248212,1100128.6349999998,-1.0716542548691588,-0.5284626512685131,-2.2147033142630703
166,2021-11-01,2021-11-01,6,"Wholesale and retail trade, accommodation and food services",1087260.87,2021,11,1104300.7512654464,1100332.92375,1.4822532245835296,-0.31297803866872087,-1.9485991037536756
167,2021-12-01,2021-12-01,6,"Wholesale and retail trade, accommodation and food services",1159705.35,2021,12,1107233.2132185714,1100977.2066666665,0.26554921290822264,0.8153910377383111,-0.7740888545295537
168,2022-01-01,2022-01-01,6,"Wholesale and retail trade, accommodation and food services",1103433.33,2022,1,1091960.2260050296,1099762.345,-1.379383045162208,-0.1362293874463516,-1.6843192083125134
169,2022-02-01,2022-02-01,6,"Wholesale and retail trade, accommodation and food services",1083897.72,2022,2,1092725.262775863,1098552.9266666668,0.07006086417931101,0.29438985792715755,-1.217327696367736
170,2022-03-01,2022-03-01,6,"Wholesale and retail trade, accommodation and food services",1098001.89,2022,3,1106227.300718571,1098370.0437500002,1.235629705165664,-0.5912374907176443,-2.0718542903965647
171,2022-04-01,2022-04-01,6,"Wholesale and retail trade, accommodation and food services",1074668.17,2022,4,1083709.1794685712,1098994.3025,-2.035578152462225,-1.5479829197896033,-3.0030147909720863
172,2022-05-01,2022-05-01,6,"Wholesale and retail trade, accommodation and food services",1098382.72,2022,5,1114692.4282706545,1099488.06125,2.859000310145654,2.00799158332039,0.5728004868805856
173,2022-06-01,2022-06-01,6,"Wholesale and retail trade, accommodation and food services",1087768.12,2022,6,1111367.9588175297,1095723.2270833333,-0.2982409648446649,-0.5796443617625768,-2.00094399343726
174,2022-07-01,2022-07-01,6,"Wholesale and retail trade, accommodation and food services",1089649.74,2022,7,1084745.4470038041,1088914.2720833332,-2.395472318821512,-2.047740425933897,-3.4613074788016585
175,2022-08-01,2022-08-01,6,"Wholesale and retail trade, accommodation and food services",1092161.57,2022,8,1094368.5501900788,1082997.8445833332,0.8871300831780227,-0.5767965247487905,-1.9889840213658048
176,2022-09-01,2022-09-01,6,"Wholesale and retail trade, accommodation and food services",1130792.16,2022,9,1101918.765141059,1076763.7404166667,0.689915198099289,0.1781620862013389,-1.2391663056996431
177,2022-10-01,2022-10-01,6,"Wholesale and retail trade, accommodation and food services",1088721.24,2022,10,1101193.7971248212,1071105.0991666666,-0.06579142121651005,1.1967325396661455,-0.23240928093312996
178,2022-11-01,2022-11-01,6,"Wholesale and retail trade, accommodation and food services",1086088.58,2022,11,1103128.4612654464,1067800.625,0.17568788942297076,-0.10615676921859052,-1.553927072341687
179,2022-12-01,2022-12-01,6,"Wholesale and retail trade, accommodation and food services",1070521.62,2022,12,1018049.4832185714,1066331.2791666668,-7.712517719765588,-8.054647289775152,-9.528001856377312
180,2023-01-01,2023-01-01,6,"Wholesale and retail trade, accommodation and food services",1029202.14,2023,1,1017729.0360050297,1065386.2758333334,-0.03147658525679553,-6.797975625135821,-8.303998973123969
181,2023-02-01,2023-02-01,6,"Wholesale and retail trade, accommodation and food services",1016134.65,2023,2,1024962.192775863,1064410.6075,0.7107153785477216,-6.201290691116701,-7.747122556816611
182,2023-03-01,2023-03-01,6,"Wholesale and retail trade, accommodation and food services",1016146.46,2023,3,1024371.8707185712,1062532.8704166666,-0.05759452021278921,-7.39951273547752,-8.992283999567656
183,2023-04-01,2023-04-01,6,"Wholesale and retail trade, accommodation and food services",1020716.21,2023,4,1029757.2194685712,1059692.0958333334,0.5257220452785649,-4.978453723761655,-6.6252266340929555
184,2023-05-01,2023-05-01,6,"Wholesale and retail trade, accommodation and food services",1073027.3,2023,5,1089337.0082706546,1056975.0175,5.785809283554322,-2.274656161371491,-3.982354948059963
185,2023-06-01,2023-06-01,6,"Wholesale and retail trade, accommodation and food services",1077859.24,2023,6,1101459.0788175296,1057960.6424999998,1.1127934197442846,-0.8915930967222541,-2.666952851573094
186,2023-07-01,2023-07-01,6,"Wholesale and retail trade, accommodation and food services",1076878.54,2023,7,1071974.2470038042,1062433.3708333333,-2.676888536374755,-1.1773453426585534,-3.0268812911187073
187,2023-08-01,2023-08-01,6,"Wholesale and retail trade, accommodation and food services",1081516.73,2023,8,1083723.7101900787,1066553.39375,1.0960583446024463,-0.97269242597946,-2.9026793487977205
188,2023-09-01,2023-09-01,6,"Wholesale and retail trade, accommodation and food services",1096371.31,2023,9,1067497.915141059,1070745.3904166666,-1.4972261745730076,-3.1237193783149264,-5.140168255976415
189,2023-10-01,2023-10-01,6,"Wholesale and retail trade, accommodation and food services",1054963.5,2023,10,1067436.0571248212,1075147.5062499999,-0.005794673259817973,-3.0655584955291526,-5.174194111038123
190,2023-11-01,2023-11-01,6,"Wholesale and retail trade, accommodation and food services",1054636.44,2023,11,1071676.3212654463,1076996.375,0.3972382338335301,-2.851176549639556,-5.057397826727293
191,2023-12-01,2023-12-01,6,"Wholesale and retail trade, accommodation and food services",1125628.76,2023,12,1073156.6232185713,1076281.3645833333,0.13812957548386962,5.413011931971945,3.104171853184399
192,2024-01-01,2024-01-01,6,"Wholesale and retail trade, accommodation and food services",1081440.48,2024,1,1069967.3760050295,1077260.6249999998,-0.2971837609291983,5.132833804669179,2.7167465908024058
193,2024-02-01,2024-02-01,6,"Wholesale and retail trade, accommodation and food services",1062776.86,2024,2,1071604.4027758632,1079809.4454166666,0.15299782101263482,4.550627362525539,2.023045534998431
194,2024-03-01,2024-03-01,6,"Wholesale and retail trade, accommodation and food services",1070112.17,2024,3,1078337.580718571,1083501.8458333332,0.628326827070369,5.268175702847477,2.6252116753263834
195,2024-04-01,2024-04-01,6,"Wholesale and retail trade, accommodation and food services",1072401.28,2024,4,1081442.2894685713,1088246.8779166667,0.28791621524786315,5.019151021507118,2.2572614899865893
196,2024-05-01,2024-05-01,6,"Wholesale and retail trade, accommodation and food services",1065715.08,2024,5,1082024.7882706546,1093130.2141666666,0.053863142560262034,-0.6712541614287248,-3.5552884748888594
197,2024-06-01,2024-06-01,6,"Wholesale and retail trade, accommodation and food services",1068011.21,2024,6,1091611.0488175296,1102640.2325000002,0.8859557240085136,-0.8940895026778861,-3.903181267093648
198,2024-07-01,2024-07-01,6,"Wholesale and retail trade, accommodation and food services",1110228.82,2024,7,1105324.5270038042,1115877.7904166668,1.256260478595328,3.111108321232048,-0.0256195214497712
199,2024-08-01,2024-08-01,6,"Wholesale and retail trade, accommodation and food services",1109338.14,2024,8,1111545.1201900786,1128602.72375,0.5627843257162146,2.567205066974143,-0.6993733224391638
200,2024-09-01,2024-09-01,6,"Wholesale and retail trade, accommodation and food services",1157167.51,2024,9,1128294.115141059,1141249.1779166667,1.5068209690054069,5.695205502295186,2.2969264542114516
201,2024-10-01,2024-10-01,6,"Wholesale and retail trade, accommodation and food services",1108048.07,2024,10,1120520.6271248213,,-0.6889593690086682,4.973091329047419,1.4416312632799002
202,2024-11-01,2024-11-01,6,"Wholesale and retail trade, accommodation and food services",1118751.94,2024,11,1135791.8212654463,,1.3628659545348754,5.982729927660602,2.31696051492358
203,2024-12-01,2024-12-01,6,"Wholesale and retail trade, accommodation and food services",1289753.7,2024,12,1237281.5632185712,,8.935593658356321,15.29366137700967,11.492795194047044
204,2025-01-01,2025-01-01,6,"Wholesale and retail trade, accommodation and food services",1235016.93,2025,1,1223543.8260050295,,-1.1103161658535865,14.353376882705815,10.416949534509353
205,2025-02-01,2025-02-01,6,"Wholesale and retail trade, accommodation and food services",1214598.81,2025,2,1223426.3527758631,,-0.00960106427490004,14.16772361206462,10.095505052898687
206,2025-03-01,2025-03-01,6,"Wholesale and retail trade, accommodation and food services",1221805.12,2025,3,1230030.5307185713,,0.5398100120798999,14.067296986804134,9.859211142508684
0,2008-01-01,2008-01-01,7,"Transport, communications and information services",848419.34,2008,1,838709.1155288756,,,,
1,2008-02-01,2008-02-01,7,"Transport, communications and information services",915873.66,2008,2,918218.5878205423,,9.47998189354713,,
2,2008-03-01,2008-03-01,7,"Transport, communications and information services",911480.78,2008,3,917285.4918049173,,-0.10162024903457301,,
3,2008-04-01,2008-04-01,7,"Transport, communications and information services",911608.8,2008,4,928064.9804767923,,1.1751508955695433,,
4,2008-05-01,2008-05-01,7,"Transport, communications and information services",894787.61,2008,5,913600.122846584,,-1.5586039700342003,,
5,2008-06-01,2008-06-01,7,"Transport, communications and information services",883489.78,2008,6,913664.251284084,,0.007019311391975869,,
6,2008-07-01,2008-07-01,7,"Transport, communications and information services",862783.03,2008,7,856811.5875157015,855063.7895833332,-6.222489682449595,,
7,2008-08-01,2008-08-01,7,"Transport, communications and information services",789796.8,2008,8,790991.1091333487,849275.1245833333,-7.682024769669294,,
8,2008-09-01,2008-09-01,7,"Transport, communications and information services",820503.56,2008,9,787591.3765598193,840637.0416666665,-0.4298066734598649,,
9,2008-10-01,2008-10-01,7,"Transport, communications and information services",814989.92,2008,10,828809.400502834,832317.5133333332,5.233427532314283,,
10,2008-11-01,2008-11-01,7,"Transport, communications and information services",779916.75,2008,11,799537.9168309589,824516.7395833334,-3.5317509253775636,,
11,2008-12-01,2008-12-01,7,"Transport, communications and information services",843970.08,2008,12,784336.1696955422,817403.795,-1.9013165999268944,,
12,2009-01-01,2009-01-01,7,"Transport, communications and information services",814710.07,2009,1,804999.8455288756,812437.5487500001,2.634543277706358,-4.019184884945903,-5.020742027050977
13,2009-02-01,2009-02-01,7,"Transport, communications and information services",810654.97,2009,2,812999.8978205422,812437.1033333333,0.9937955064339921,-11.459002398300843,-12.67804187614176
14,2009-03-01,2009-03-01,7,"Transport, communications and information services",809385.48,2009,3,815190.1918049173,815316.8270833333,0.2694088880265122,-11.130155323737867,-12.566638397021208
15,2009-04-01,2009-04-01,7,"Transport, communications and information services",814035.42,2009,4,830491.6004767923,816902.1629166665,1.877035423843365,-10.513636658272763,-12.1673880220145
16,2009-05-01,2009-05-01,7,"Transport, communications and information services",805142.42,2009,5,823954.932846584,819063.3566666665,-0.7870841350418933,-9.81230056325787,-11.682911382980913
17,2009-06-01,2009-06-01,7,"Transport, communications and information services",802424.3,2009,6,832598.7712840841,822593.7008333332,1.0490668958843985,-8.872567782538143,-10.959301810105512
