Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage
2016-04-01,8,Financial intermediation,1566789.08
2016-04-01,9,Real estate and housing services,1046873.55
2016-04-01,10,Business services,1004754.2
2016-04-01,11,Personal services,994738.26
2016-04-01,12,Public administration,793656.91
2016-05-01,1,"Agriculture, forestry and fishing",749304.34
2016-05-01,2,Mining,1957030.68
2016-05-01,3,Manufacturing,1015789.5
2016-05-01,4,"Electricity, gas, water and waste management",1240721.94
2016-05-01,5,Construction,957408.4
2016-05-01,6,"Wholesale and retail trade, accommodation and food services",885845.82
2016-05-01,7,"Transport, communications and information services",1063486.16
2016-05-01,8,Financial intermediation,1532096.78
2016-05-01,9,Real estate and housing services,1041870.13
2016-05-01,10,Business services,997012.64
2016-05-01,11,Personal services,984843.09
2016-05-01,12,Public administration,789503.26
2016-06-01,1,"Agriculture, forestry and fishing",736268.77
2016-06-01,2,Mining,1951715.5
2016-06-01,3,Manufacturing,1009185.01
2016-06-01,4,"Electricity, gas, water and waste management",1240518.5
2016-06-01,5,Construction,943184.73
2016-06-01,6,"Wholesale and retail trade, accommodation and food services",883142.15
2016-06-01,7,"Transport, communications and information services",1060148.98
2016-06-01,8,Financial intermediation,1532636.72
2016-06-01,9,Real estate and housing services,1039871.91
2016-06-01,10,Business services,996524.72
2016-06-01,11,Personal services,986794.1
2016-06-01,12,Public administration,796567.66
2016-07-01,1,"Agriculture, forestry and fishing",799118.4
2016-07-01,2,Mining,1992122.95
2016-07-01,3,Manufacturing,1045890.94
2016-07-01,4,"Electricity, gas, water and waste management",1276331.79
2016-07-01,5,Construction,983800.08
2016-07-01,6,"Wholesale and retail trade, accommodation and food services",936284.13
2016-07-01,7,"Transport, communications and information services",1135024.81
2016-07-01,8,Financial intermediation,1550855.5
2016-07-01,9,Real estate and housing services,1077812.5
2016-07-01,10,Business services,1041326.42
2016-07-01,11,Personal services,1027054.22
2016-07-01,12,Public administration,840105.17
2016-08-01,1,"Agriculture, forestry and fishing",804189.79
2016-08-01,2,Mining,1945778.54
2016-08-01,3,Manufacturing,1047063.37
2016-08-01,4,"Electricity, gas, water and waste management",1286736.38
2016-08-01,5,Construction,979604.75
2016-08-01,6,"Wholesale and retail trade, accommodation and food services",926969.52
2016-08-01,7,"Transport, communications and information services",1132242.93
2016-08-01,8,Financial intermediation,1552648.36
2016-08-01,9,Real estate and housing services,1088543.11
2016-08-01,10,Business services,1027746.18
2016-08-01,11,Personal services,1043793.45
2016-08-01,12,Public administration,834318.45
2016-09-01,1,"Agriculture, forestry and fishing",840281.78
2016-09-01,2,Mining,2094059.84
2016-09-01,3,Manufacturing,1111929.71
2016-09-01,4,"Electricity, gas, water and waste management",1339771.77
2016-09-01,5,Construction,1006256.04
2016-09-01,6,"Wholesale and retail trade, accommodation and food services",963245.93
2016-09-01,7,"Transport, communications and information services",1182642.47
2016-09-01,8,Financial intermediation,1638379.92
2016-09-01,9,Real estate and housing services,1140562.52
2016-09-01,10,Business services,1067014.08
2016-09-01,11,Personal services,1071956.1
2016-09-01,12,Public administration,864235.3
2016-10-01,1,"Agriculture, forestry and fishing",796423.6
2016-10-01,2,Mining,2010240.6
2016-10-01,3,Manufacturing,1038752.59
2016-10-01,4,"Electricity, gas, water and waste management",1291200.25
2016-10-01,5,Construction,982825.02
2016-10-01,6,"Wholesale and retail trade, accommodation and food services",925555.58
2016-10-01,7,"Transport, communications and information services",1137678.17
2016-10-01,8,Financial intermediation,1573678.74
2016-10-01,9,Real estate and housing services,1072097.65
2016-10-01,10,Business services,1028816.37
2016-10-01,11,Personal services,1019801.91
2016-10-01,12,Public administration,830985.34
2016-11-01,1,"Agriculture, forestry and fishing",817186.44
2016-11-01,2,Mining,2005150.09
2016-11-01,3,Manufacturing,1067040.45
2016-11-01,4,"Electricity, gas, water and waste management",1297765.67
2016-11-01,5,Construction,1003678.49
2016-11-01,6,"Wholesale and retail trade, accommodation and food services",932946.59
2016-11-01,7,"Transport, communications and information services",1147189.48
2016-11-01,8,Financial intermediation,1576989.76
2016-11-01,9,Real estate and housing services,1092304.92
2016-11-01,10,Business services,1041324.0
2016-11-01,11,Personal services,1027584.58
2016-11-01,12,Public administration,835062.05
2016-12-01,1,"Agriculture, forestry and fishing",854581.4
2016-12-01,2,Mining,2100855.42
2016-12-01,3,Manufacturing,1164248.33
2016-12-01,4,"Electricity, gas, water and waste management",1396701.45
2016-12-01,5,Construction,1037566.31
2016-12-01,6,"Wholesale and retail trade, accommodation and food services",998645.89
2016-12-01,7,"Transport, communications and information services",1226627.38
2016-12-01,8,Financial intermediation,1732879.01
2016-12-01,9,Real estate and housing services,1154065.34
2016-12-01,10,Business services,1083119.18
2016-12-01,11,Personal services,1124601.96
2016-12-01,12,Public administration,925774.73
2017-01-01,1,"Agriculture, forestry and fishing",774824.71
2017-01-01,2,Mining,1940610.76
2017-01-01,3,Manufacturing,1088938.3
2017-01-01,4,"Electricity, gas, water and waste management",1311044.2
2017-01-01,5,Construction,983113.33
2017-01-01,6,"Wholesale and retail trade, accommodation and food services",935847.14
2017-01-01,7,"Transport, communications and information services",1126528.71
2017-01-01,8,Financial intermediation,1628374.94
2017-01-01,9,Real estate and housing services,1091294.28
2017-01-01,10,Business services,1028646.92
2017-01-01,11,Personal services,1038498.43
2017-01-01,12,Public administration,821448.75
2017-02-01,1,"Agriculture, forestry and fishing",777976.04
2017-02-01,2,Mining,1929333.55
2017-02-01,3,Manufacturing,1068350.28
2017-02-01,4,"Electricity, gas, water and waste management",1303328.56
2017-02-01,5,Construction,978276.96
2017-02-01,6,"Wholesale and retail trade, accommodation and food services",916754.6
2017-02-01,7,"Transport, communications and information services",1110218.99
2017-02-01,8,Financial intermediation,1633528.8
2017-02-01,9,Real estate and housing services,1088490.9
2017-02-01,10,Business services,1017100.15
2017-02-01,11,Personal services,1013211.04
2017-02-01,12,Public administration,807926.88
2017-03-01,1,"Agriculture, forestry and fishing",786686.24
2017-03-01,2,Mining,1939643.16
2017-03-01,3,Manufacturing,1067016.41
2017-03-01,4,"Electricity, gas, water and waste management",1285862.61
2017-03-01,5,Construction,986966.56
2017-03-01,6,"Wholesale and retail trade, accommodation and food services",917857.66
2017-03-01,7,"Transport, communications and information services",1105098.96
2017-03-01,8,Financial intermediation,1581930.33
2017-03-01,9,Real estate and housing services,1090942.38
2017-03-01,10,Business services,1016651.15
2017-03-01,11,Personal services,1034896.91
2017-03-01,12,Public administration,821536.05
2017-04-01,1,"Agriculture, forestry and fishing",777694.02
2017-04-01,2,Mining,2024570.01
2017-04-01,3,Manufacturing,1061666.5
2017-04-01,4,"Electricity, gas, water and waste management",1282014.24
2017-04-01,5,Construction,997989.19
2017-04-01,6,"Wholesale and retail trade, accommodation and food services",918952.4
2017-04-01,7,"Transport, communications and information services",1102307.26
2017-04-01,8,Financial intermediation,1629354.48
2017-04-01,9,Real estate and housing services,1085490.36
2017-04-01,10,Business services,1029161.22
2017-04-01,11,Personal services,1021497.13
2017-04-01,12,Public administration,810565.83
2017-05-01,1,"Agriculture, forestry and fishing",781827.86
2017-05-01,2,Mining,2014478.53
2017-05-01,3,Manufacturing,1053236.65
2017-05-01,4,"Electricity, gas, water and waste management",1266789.23
2017-05-01,5,Construction,994953.1
2017-05-01,6,"Wholesale and retail trade, accommodation and food services",909847.95
2017-05-01,7,"Transport, communications and information services",1096889.4
2017-05-01,8,Financial intermediation,1575532.14
2017-05-01,9,Real estate and housing services,1079869.26
2017-05-01,10,Business services,1019920.38
2017-05-01,11,Personal services,1014229.85
2017-05-01,12,Public administration,813892.2
2017-06-01,1,"Agriculture, forestry and fishing",765627.4
2017-06-01,2,Mining,2011567.7
2017-06-01,3,Manufacturing,1051029.69
2017-06-01,4,"Electricity, gas, water and waste management",1269076.08
2017-06-01,5,Construction,979271.26
2017-06-01,6,"Wholesale and retail trade, accommodation and food services",909525.46
2017-06-01,7,"Transport, communications and information services",1096020.41
2017-06-01,8,Financial intermediation,1584087.98
2017-06-01,9,Real estate and housing services,1094188.57
2017-06-01,10,Business services,1020041.63
2017-06-01,11,Personal services,1036044.97
2017-06-01,12,Public administration,840427.04
2017-07-01,1,"Agriculture, forestry and fishing",776313.21
2017-07-01,2,Mining,1967694.0
2017-07-01,3,Manufacturing,1062847.03
2017-07-01,4,"Electricity, gas, water and waste management",1295377.44
2017-07-01,5,Construction,989206.99
2017-07-01,6,"Wholesale and retail trade, accommodation and food services",922652.94
2017-07-01,7,"Transport, communications and information services",1114463.74
2017-07-01,8,Financial intermediation,1588731.68
2017-07-01,9,Real estate and housing services,1100708.61
2017-07-01,10,Business services,1032372.04
2017-07-01,11,Personal services,1030602.81
2017-07-01,12,Public administration,819581.51
2017-08-01,1,"Agriculture, forestry and fishing",781828.38
2017-08-01,2,Mining,2018782.75
2017-08-01,3,Manufacturing,1067734.79
2017-08-01,4,"Electricity, gas, water and waste management",1294391.04
2017-08-01,5,Construction,988675.94
2017-08-01,6,"Wholesale and retail trade, accommodation and food services",924682.06
2017-08-01,7,"Transport, communications and information services",1110163.38
2017-08-01,8,Financial intermediation,1583718.02
2017-08-01,9,Real estate and housing services,1113052.09
2017-08-01,10,Business services,1027675.32
2017-08-01,11,Personal services,1021849.64
2017-08-01,12,Public administration,820894.12
2017-09-01,1,"Agriculture, forestry and fishing",820240.08
2017-09-01,2,Mining,2122684.18
2017-09-01,3,Manufacturing,1138587.92
2017-09-01,4,"Electricity, gas, water and waste management",1362483.22
2017-09-01,5,Construction,1015957.26
2017-09-01,6,"Wholesale and retail trade, accommodation and food services",974100.53
2017-09-01,7,"Transport, communications and information services",1158118.82
2017-09-01,8,Financial intermediation,1679058.73
2017-09-01,9,Real estate and housing services,1157815.37
2017-09-01,10,Business services,1068516.87
2017-09-01,11,Personal services,1070672.25
2017-09-01,12,Public administration,853836.25
2017-10-01,1,"Agriculture, forestry and fishing",784147.15
2017-10-01,2,Mining,2038816.11
2017-10-01,3,Manufacturing,1063749.12
2017-10-01,4,"Electricity, gas, water and waste management",1300652.65
2017-10-01,5,Construction,990030.29
2017-10-01,6,"Wholesale and retail trade, accommodation and food services",918741.25
2017-10-01,7,"Transport, communications and information services",1114331.14
2017-10-01,8,Financial intermediation,1612169.76
2017-10-01,9,Real estate and housing services,1106394.43
2017-10-01,10,Business services,1026698.43
2017-10-01,11,Personal services,1018910.55
2017-10-01,12,Public administration,821980.04
2017-11-01,1,"Agriculture, forestry and fishing",794026.07
2017-11-01,2,Mining,2061375.81
2017-11-01,3,Manufacturing,1088889.43
2017-11-01,4,"Electricity, gas, water and waste management",1297452.93
2017-11-01,5,Construction,1002855.01
2017-11-01,6,"Wholesale and retail trade, accommodation and food services",929654.61
2017-11-01,7,"Transport, communications and information services",1119160.45
2017-11-01,8,Financial intermediation,1587972.88
2017-11-01,9,Real estate and housing services,1107990.8
2017-11-01,10,Business services,1041330.86
2017-11-01,11,Personal services,1022755.04
2017-11-01,12,Public administration,821035.52
2017-12-01,1,"Agriculture, forestry and fishing",845425.13
2017-12-01,2,Mining,2143619.49
2017-12-01,3,Manufacturing,1178143.23
2017-12-01,4,"Electricity, gas, water and waste management",1376418.25
2017-12-01,5,Construction,1021702.16
2017-12-01,6,"Wholesale and retail trade, accommodation and food services",982776.43
2017-12-01,7,"Transport, communications and information services",1189056.19
2017-12-01,8,Financial intermediation,1740554.3
2017-12-01,9,Real estate and housing services,1185937.19
2017-12-01,10,Business services,1079071.69
2017-12-01,11,Personal services,1106238.02
2017-12-01,12,Public administration,868784.71
2018-01-01,1,"Agriculture, forestry and fishing",799885.79
2018-01-01,2,Mining,2058100.13
2018-01-01,3,Manufacturing,1127290.92
2018-01-01,4,"Electricity, gas, water and waste management",1355260.43
2018-01-01,5,Construction,989749.35
2018-01-01,6,"Wholesale and retail trade, accommodation and food services",952211.12
2018-01-01,7,"Transport, communications and information services",1151694.85
2018-01-01,8,Financial intermediation,1676485.01
2018-01-01,9,Real estate and housing services,1125631.33
2018-01-01,10,Business services,1052882.27
2018-01-01,11,Personal services,1051974.58
2018-01-01,12,Public administration,842955.64
2018-02-01,1,"Agriculture, forestry and fishing",795631.64
2018-02-01,2,Mining,2040095.38
2018-02-01,3,Manufacturing,1103784.74
2018-02-01,4,"Electricity, gas, water and waste management",1304905.27
2018-02-01,5,Construction,986027.4
2018-02-01,6,"Wholesale and retail trade, accommodation and food services",936225.51
2018-02-01,7,"Transport, communications and information services",1145766.47
2018-02-01,8,Financial intermediation,1687992.19
2018-02-01,9,Real estate and housing services,1124631.88
2018-02-01,10,Business services,1038505.36
2018-02-01,11,Personal services,1037105.18
2018-02-01,12,Public administration,838029.47
2018-03-01,1,"Agriculture, forestry and fishing",815958.38
2018-03-01,2,Mining,2131645.13
2018-03-01,3,Manufacturing,1100571.42
2018-03-01,4,"Electricity, gas, water and waste management",1309901.11
2018-03-01,5,Construction,994234.94
2018-03-01,6,"Wholesale and retail trade, accommodation and food services",942773.54
2018-03-01,7,"Transport, communications and information services",1135797.93
2018-03-01,8,Financial intermediation,1644222.88
2018-03-01,9,Real estate and housing services,1127168.01
2018-03-01,10,Business services,1044339.03
2018-03-01,11,Personal services,1059675.48
2018-03-01,12,Public administration,853044.46
2018-04-01,1,"Agriculture, forestry and fishing",808048.49
2018-04-01,2,Mining,2073332.73
2018-04-01,3,Manufacturing,1098081.79
2018-04-01,4,"Electricity, gas, water and waste management",1311748.42
2018-04-01,5,Construction,992297.09
2018-04-01,6,"Wholesale and retail trade, accommodation and food services",935983.2
2018-04-01,7,"Transport, communications and information services",1132981.21
2018-04-01,8,Financial intermediation,1673304.31
2018-04-01,9,Real estate and housing services,1131559.67
2018-04-01,10,Business services,1043081.25
2018-04-01,11,Personal services,1044670.04
2018-04-01,12,Public administration,838522.85
2018-05-01,1,"Agriculture, forestry and fishing",806403.67
2018-05-01,2,Mining,2114327.76
2018-05-01,3,Manufacturing,1084415.59
2018-05-01,4,"Electricity, gas, water and waste management",1296546.19
2018-05-01,5,Construction,999245.97
2018-05-01,6,"Wholesale and retail trade, accommodation and food services",930318.6
2018-05-01,7,"Transport, communications and information services",1117852.24
2018-05-01,8,Financial intermediation,1633534.45
2018-05-01,9,Real estate and housing services,1121374.04
2018-05-01,10,Business services,1041859.46
2018-05-01,11,Personal services,1035483.22
2018-05-01,12,Public administration,833131.58
2018-06-01,1,"Agriculture, forestry and fishing",792973.1
2018-06-01,2,Mining,2029350.9
2018-06-01,3,Manufacturing,1080088.92
2018-06-01,4,"Electricity, gas, water and waste management",1277811.15
2018-06-01,5,Construction,979155.63
2018-06-01,6,"Wholesale and retail trade, accommodation and food services",927032.78
2018-06-01,7,"Transport, communications and information services",1115239.63
2018-06-01,8,Financial intermediation,1639996.25
2018-06-01,9,Real estate and housing services,1115676.39
2018-06-01,10,Business services,1037967.38
2018-06-01,11,Personal services,1048836.07
2018-06-01,12,Public administration,850867.87
2018-07-01,1,"Agriculture, forestry and fishing",792917.4
2018-07-01,2,Mining,2108533.2
2018-07-01,3,Manufacturing,1082700.58
2018-07-01,4,"Electricity, gas, water and waste management",1297200.49
2018-07-01,5,Construction,995116.49
2018-07-01,6,"Wholesale and retail trade, accommodation and food services",941380.01
2018-07-01,7,"Transport, communications and information services",1126472.53
2018-07-01,8,Financial intermediation,1636252.68
2018-07-01,9,Real estate and housing services,1122576.69
2018-07-01,10,Business services,1043841.94
2018-07-01,11,Personal services,1038022.59
2018-07-01,12,Public administration,839170.76
2018-08-01,1,"Agriculture, forestry and fishing",858683.69
2018-08-01,2,Mining,2061830.66
2018-08-01,3,Manufacturing,1114255.91
2018-08-01,4,"Electricity, gas, water and waste management",1311889.05
2018-08-01,5,Construction,1022212.46
2018-08-01,6,"Wholesale and retail trade, accommodation and food services",966993.29
2018-08-01,7,"Transport, communications and information services",1181799.35
2018-08-01,8,Financial intermediation,1649846.48
2018-08-01,9,Real estate and housing services,1157175.66
2018-08-01,10,Business services,1070364.73
2018-08-01,11,Personal services,1072913.3
2018-08-01,12,Public administration,888403.06
2018-09-01,1,"Agriculture, forestry and fishing",908447.53
2018-09-01,2,Mining,2227094.42
2018-09-01,3,Manufacturing,1185894.91
2018-09-01,4,"Electricity, gas, water and waste management",1396058.4
2018-09-01,5,Construction,1063743.3
2018-09-01,6,"Wholesale and retail trade, accommodation and food services",1014724.47
2018-09-01,7,"Transport, communications and information services",1232082.29
2018-09-01,8,Financial intermediation,1746625.0
2018-09-01,9,Real estate and housing services,1207282.05
2018-09-01,10,Business services,1110637.68
2018-09-01,11,Personal services,1124583.55
2018-09-01,12,Public administration,929919.68
2018-10-01,1,"Agriculture, forestry and fishing",857207.46
2018-10-01,2,Mining,2086538.65
2018-10-01,3,Manufacturing,1115647.82
2018-10-01,4,"Electricity, gas, water and waste management",1330565.89
2018-10-01,5,Construction,1030692.15
2018-10-01,6,"Wholesale and retail trade, accommodation and food services",975973.97
2018-10-01,7,"Transport, communications and information services",1190783.58
2018-10-01,8,Financial intermediation,1671166.87
2018-10-01,9,Real estate and housing services,1174566.99
2018-10-01,10,Business services,1071313.57
2018-10-01,11,Personal services,1073957.8
2018-10-01,12,Public administration,902543.59
2018-11-01,1,"Agriculture, forestry and fishing",865920.89
2018-11-01,2,Mining,2211479.34
2018-11-01,3,Manufacturing,1130921.46
2018-11-01,4,"Electricity, gas, water and waste management",1337762.43
2018-11-01,5,Construction,1051174.16
2018-11-01,6,"Wholesale and retail trade, accommodation and food services",983477.92
2018-11-01,7,"Transport, communications and information services",1200499.07
2018-11-01,8,Financial intermediation,1672736.97
2018-11-01,9,Real estate and housing services,1190076.94
2018-11-01,10,Business services,1090086.79
2018-11-01,11,Personal services,1082001.24
2018-11-01,12,Public administration,901570.34
2018-12-01,1,"Agriculture, forestry and fishing",957448.22
2018-12-01,2,Mining,2789701.51
2018-12-01,3,Manufacturing,1342794.42
2018-12-01,4,"Electricity, gas, water and waste management",1648203.36
2018-12-01,5,Construction,1161288.49
2018-12-01,6,"Wholesale and retail trade, accommodation and food services",1138861.31
2018-12-01,7,"Transport, communications and information services",1384794.11
2018-12-01,8,Financial intermediation,2156501.85
2018-12-01,9,Real estate and housing services,1457934.49
2018-12-01,10,Business services,1241474.02
2018-12-01,11,Personal services,1235186.54
2018-12-01,12,Public administration,983540.25
2019-01-01,1,"Agriculture, forestry and fishing",903041.92
2019-01-01,2,Mining,2773462.05
2019-01-01,3,Manufacturing,1289286.31
2019-01-01,4,"Electricity, gas, water and waste management",1587734.12
2019-01-01,5,Construction,1106984.06
2019-01-01,6,"Wholesale and retail trade, accommodation and food services",1088247.51
2019-01-01,7,"Transport, communications and information services",1332528.06
2019-01-01,8,Financial intermediation,2012551.24
2019-01-01,9,Real estate and housing services,1389074.72
2019-01-01,10,Business services,1203860.8
2019-01-01,11,Personal services,1171619.91
2019-01-01,12,Public administration,941549.21
2019-02-01,1,"Agriculture, forestry and fishing",904686.16
2019-02-01,2,Mining,2552202.73
2019-02-01,3,Manufacturing,1240813.9
2019-02-01,4,"Electricity, gas, water and waste management",1554430.31
2019-02-01,5,Construction,1093997.06
2019-02-01,6,"Wholesale and retail trade, accommodation and food services",1064624.63
2019-02-01,7,"Transport, communications and information services",1322007.57
2019-02-01,8,Financial intermediation,2067505.18
2019-02-01,9,Real estate and housing services,1370212.47
2019-02-01,10,Business services,1188408.8
2019-02-01,11,Personal services,1146122.97
2019-02-01,12,Public administration,934728.84
2019-03-01,1,"Agriculture, forestry and fishing",887683.66
2019-03-01,2,Mining,2656969.97
2019-03-01,3,Manufacturing,1230230.8
2019-03-01,4,"Electricity, gas, water and waste management",1539010.22
2019-03-01,5,Construction,1086592.57
2019-03-01,6,"Wholesale and retail trade, accommodation and food services",1050542.23
2019-03-01,7,"Transport, communications and information services",1284349.16
2019-03-01,8,Financial intermediation,2007848.49
2019-03-01,9,Real estate and housing services,1349537.51
2019-03-01,10,Business services,1176899.78
2019-03-01,11,Personal services,1148005.41
2019-03-01,12,Public administration,912080.21
2019-04-01,1,"Agriculture, forestry and fishing",883471.74
2019-04-01,2,Mining,2619481.73
2019-04-01,3,Manufacturing,1228624.54
2019-04-01,4,"Electricity, gas, water and waste management",1508838.95
2019-04-01,5,Construction,1094466.49
2019-04-01,6,"Wholesale and retail trade, accommodation and food services",1047159.7
2019-04-01,7,"Transport, communications and information services",1267174.86
2019-04-01,8,Financial intermediation,2036723.86
2019-04-01,9,Real estate and housing services,1361202.76
2019-04-01,10,Business services,1182584.44
2019-04-01,11,Personal services,1129689.44
2019-04-01,12,Public administration,905040.59
2019-05-01,1,"Agriculture, forestry and fishing",885591.63
2019-05-01,2,Mining,2577408.76
2019-05-01,3,Manufacturing,1213934.62
2019-05-01,4,"Electricity, gas, water and waste management",1530016.41
2019-05-01,5,Construction,1089370.17
2019-05-01,6,"Wholesale and retail trade, accommodation and food services",1030927.64
2019-05-01,7,"Transport, communications and information services",1254218.36
2019-05-01,8,Financial intermediation,1970960.48
2019-05-01,9,Real estate and housing services,1341683.01
2019-05-01,10,Business services,1183569.37
2019-05-01,11,Personal services,1118806.56
2019-05-01,12,Public administration,891045.82
2019-06-01,1,"Agriculture, forestry and fishing",826502.91
2019-06-01,2,Mining,2084187.96
2019-06-01,3,Manufacturing,1116976.72
2019-06-01,4,"Electricity, gas, water and waste management",1309609.84
2019-06-01,5,Construction,1016180.33
2019-06-01,6,"Wholesale and retail trade, accommodation and food services",951564.18
2019-06-01,7,"Transport, communications and information services",1152126.89
2019-06-01,8,Financial intermediation,1710113.19
2019-06-01,9,Real estate and housing services,1186874.24
2019-06-01,10,Business services,1070633.25
2019-06-01,11,Personal services,1075272.18
2019-06-01,12,Public administration,883008.61
2019-07-01,1,"Agriculture, forestry and fishing",865056.97
2019-07-01,2,Mining,2507226.02
2019-07-01,3,Manufacturing,1218113.48
2019-07-01,4,"Electricity, gas, water and waste management",1494430.88
2019-07-01,5,Construction,1083861.03
2019-07-01,6,"Wholesale and retail trade, accommodation and food services",1042466.65
2019-07-01,7,"Transport, communications and information services",1285142.62
2019-07-01,8,Financial intermediation,1976616.19
2019-07-01,9,Real estate and housing services,1344584.84
2019-07-01,10,Business services,1183815.04
2019-07-01,11,Personal services,1128525.0
2019-07-01,12,Public administration,894204.6
2019-08-01,1,"Agriculture, forestry and fishing",867785.81
2019-08-01,2,Mining,2602492.55
2019-08-01,3,Manufacturing,1217902.13
2019-08-01,4,"Electricity, gas, water and waste management",1488552.53
2019-08-01,5,Construction,1078282.28
2019-08-01,6,"Wholesale and retail trade, accommodation and food services",1034263.46
2019-08-01,7,"Transport, communications and information services",1260107.85
2019-08-01,8,Financial intermediation,1984124.31
2019-08-01,9,Real estate and housing services,1355010.12
2019-08-01,10,Business services,1185074.72
2019-08-01,11,Personal services,1121461.64
2019-08-01,12,Public administration,888239.1
2019-09-01,1,"Agriculture, forestry and fishing",932236.42
2019-09-01,2,Mining,2748058.94
2019-09-01,3,Manufacturing,1308270.21
2019-09-01,4,"Electricity, gas, water and waste management",1590978.36
2019-09-01,5,Construction,1129582.83
2019-09-01,6,"Wholesale and retail trade, accommodation and food services",1086294.24
2019-09-01,7,"Transport, communications and information services",1323775.19
2019-09-01,8,Financial intermediation,2095848.46
2019-09-01,9,Real estate and housing services,1413189.55
2019-09-01,10,Business services,1237589.69
2019-09-01,11,Personal services,1186955.77
2019-09-01,12,Public administration,929203.63
2019-10-01,1,"Agriculture, forestry and fishing",871762.96
2019-10-01,2,Mining,2517605.64
2019-10-01,3,Manufacturing,1220584.77
2019-10-01,4,"Electricity, gas, water and waste management",1501893.12
2019-10-01,5,Construction,1072710.03
2019-10-01,6,"Wholesale and retail trade, accommodation and food services",1030671.94
2019-10-01,7,"Transport, communications and information services",1262204.33
2019-10-01,8,Financial intermediation,2002961.81
2019-10-01,9,Real estate and housing services,1337918.46
2019-10-01,10,Business services,1185411.49
2019-10-01,11,Personal services,1127902.42
2019-10-01,12,Public administration,908811.05
2019-11-01,1,"Agriculture, forestry and fishing",880031.47
2019-11-01,2,Mining,2597373.92
2019-11-01,3,Manufacturing,1236651.97
2019-11-01,4,"Electricity, gas, water and waste management",1539742.1
2019-11-01,5,Construction,1095948.67
2019-11-01,6,"Wholesale and retail trade, accommodation and food services",1037337.29
2019-11-01,7,"Transport, communications and information services",1262848.09
2019-11-01,8,Financial intermediation,2099087.13
2019-11-01,9,Real estate and housing services,1347469.62
2019-11-01,10,Business services,1198924.97
2019-11-01,11,Personal services,1132026.2
2019-11-01,12,Public administration,892613.4
2019-12-01,1,"Agriculture, forestry and fishing",934476.18
2019-12-01,2,Mining,2735721.68
2019-12-01,3,Manufacturing,1354842.03
2019-12-01,4,"Electricity, gas, water and waste management",1637302.22
2019-12-01,5,Construction,1148180.32
2019-12-01,6,"Wholesale and retail trade, accommodation and food services",1109712.35
2019-12-01,7,"Transport, communications and information services",1354853.66
2019-12-01,8,Financial intermediation,2229387.62
2019-12-01,9,Real estate and housing services,1426612.64
2019-12-01,10,Business services,1245710.92
2019-12-01,11,Personal services,1226173.56
2019-12-01,12,Public administration,930201.49
2020-01-01,1,"Agriculture, forestry and fishing",939084.83
2020-01-01,2,Mining,2761963.72
2020-01-01,3,Manufacturing,1322507.38
2020-01-01,4,"Electricity, gas, water and waste management",1600643.85
2020-01-01,5,Construction,1129293.87
2020-01-01,6,"Wholesale and retail trade, accommodation and food services",1106405.86
2020-01-01,7,"Transport, communications and information services",1359858.31
2020-01-01,8,Financial intermediation,2061899.73
2020-01-01,9,Real estate and housing services,1409584.42
2020-01-01,10,Business services,1240050.86
2020-01-01,11,Personal services,1200781.42
2020-01-01,12,Public administration,967454.44
2020-02-01,1,"Agriculture, forestry and fishing",938647.52
2020-02-01,2,Mining,2614607.1
2020-02-01,3,Manufacturing,1271256.2
2020-02-01,4,"Electricity, gas, water and waste management",1551295.66
2020-02-01,5,Construction,1114836.25
2020-02-01,6,"Wholesale and retail trade, accommodation and food services",1082166.04
2020-02-01,7,"Transport, communications and information services",1339616.47
2020-02-01,8,Financial intermediation,2098417.74
2020-02-01,9,Real estate and housing services,1398581.27
2020-02-01,10,Business services,1214637.5
2020-02-01,11,Personal services,1174048.89
2020-02-01,12,Public administration,952458.75
2020-03-01,1,"Agriculture, forestry and fishing",960526.1
2020-03-01,2,Mining,2685011.08
2020-03-01,3,Manufacturing,1281073.27
2020-03-01,4,"Electricity, gas, water and waste management",1591079.63
2020-03-01,5,Construction,1130035.34
2020-03-01,6,"Wholesale and retail trade, accommodation and food services",1109161.75
2020-03-01,7,"Transport, communications and information services",1358396.89
2020-03-01,8,Financial intermediation,2090241.34
2020-03-01,9,Real estate and housing services,1398781.04
2020-03-01,10,Business services,1220488.78
2020-03-01,11,Personal services,1202514.58
2020-03-01,12,Public administration,968914.52
2020-04-01,1,"Agriculture, forestry and fishing",979919.61
2020-04-01,2,Mining,2668947.16
2020-04-01,3,Manufacturing,1298345.99
2020-04-01,4,"Electricity, gas, water and waste management",1536513.92
2020-04-01,5,Construction,1123841.55
2020-04-01,6,"Wholesale and retail trade, accommodation and food services",1119479.51
2020-04-01,7,"Transport, communications and information services",1341881.67
2020-04-01,8,Financial intermediation,2027561.14
2020-04-01,9,Real estate and housing services,1388902.68
2020-04-01,10,Business services,1217180.9
2020-04-01,11,Personal services,1185803.65
2020-04-01,12,Public administration,950542.26
2020-05-01,1,"Agriculture, forestry and fishing",979267.08
2020-05-01,2,Mining,2644932.59
2020-05-01,3,Manufacturing,1273031.19
2020-05-01,4,"Electricity, gas, water and waste management",1527838.79
2020-05-01,5,Construction,1119356.67
2020-05-01,6,"Wholesale and retail trade, accommodation and food services",1099052.55
2020-05-01,7,"Transport, communications and information services",1332223.86
2020-05-01,8,Financial intermediation,2006042.71
2020-05-01,9,Real estate and housing services,1377634.2
