index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income,year,month,Avg_Taxable_Income_MA3,Avg_Taxable_Income_MA3_sa,Avg_Taxable_Income_MA3_trend
96,2016-03-01,2016-03-01,6,"Wholesale and retail trade, accommodation and food services",642146.43,2016,3,639381.5433333333,641664.4491434334,646212.7111111111
97,2016-04-01,2016-04-01,6,"Wholesale and retail trade, accommodation and food services",640645.82,2016,4,639127.7266666666,646055.4918430861,649351.8694444444
98,2016-05-01,2016-05-01,6,"Wholesale and retail trade, accommodation and food services",634088.44,2016,5,638960.23,646772.8086746834,652539.6231944443
99,2016-06-01,2016-06-01,6,"Wholesale and retail trade, accommodation and food services",634979.2,2016,6,636571.1533333332,648526.507389961,655888.1013888889
100,2016-07-01,2016-07-01,6,"Wholesale and retail trade, accommodation and food services",674779.97,2016,7,647949.2033333333,656884.8367996834,659342.3816666667
101,2016-08-01,2016-08-01,6,"Wholesale and retail trade, accommodation and food services",668437.72,2016,8,659398.9633333333,665047.6175375306,662707.6649999999
102,2016-09-01,2016-09-01,6,"Wholesale and retail trade, accommodation and food services",696234.16,2016,9,679817.2833333333,672296.8449083435,665750.4863888888
103,2016-10-01,2016-10-01,6,"Wholesale and retail trade, accommodation and food services",670102.24,2016,10,678258.0399999999,673346.6308535028,668484.7484722221
104,2016-11-01,2016-11-01,6,"Wholesale and retail trade, accommodation and food services",675826.51,2016,11,680720.97,678882.8250548918,671144.7776388889
105,2016-12-01,2016-12-01,6,"Wholesale and retail trade, accommodation and food services",721921.11,2016,12,689283.2866666666,682902.3386486417,673822.5101388887
106,2017-01-01,2017-01-01,6,"Wholesale and retail trade, accommodation and food services",680173.7,2017,1,692640.44,681518.1894125305,676073.6502777777
107,2017-02-01,2017-02-01,6,"Wholesale and retail trade, accommodation and food services",667947.4,2017,2,690014.07,678224.3697337111,677565.1102777778
108,2017-03-01,2017-03-01,6,"Wholesale and retail trade, accommodation and food services",671321.09,2017,3,673147.3966666666,675430.3024767666,678569.3033333333
109,2017-04-01,2017-04-01,6,"Wholesale and retail trade, accommodation and food services",673684.0,2017,4,670984.1633333332,677911.9285097527,679492.0641666666
110,2017-05-01,2017-05-01,6,"Wholesale and retail trade, accommodation and food services",667828.39,2017,5,670944.4933333333,678757.0720080168,680498.4033333332
111,2017-06-01,2017-06-01,6,"Wholesale and retail trade, accommodation and food services",665045.02,2017,6,668852.47,680807.8240566278,681316.6930555555
112,2017-07-01,2017-07-01,6,"Wholesale and retail trade, accommodation and food services",676212.34,2017,7,669695.25,678630.8834663501,682218.9262499999
113,2017-08-01,2017-08-01,6,"Wholesale and retail trade, accommodation and food services",679086.51,2017,8,673447.9566666665,679096.6108708639,683630.8326388889
114,2017-09-01,2017-09-01,6,"Wholesale and retail trade, accommodation and food services",714307.92,2017,9,689868.9233333332,682348.4849083434,685643.39
115,2017-10-01,2017-10-01,6,"Wholesale and retail trade, accommodation and food services",677663.55,2017,10,690352.66,685441.2508535029,687996.0104166666
116,2017-11-01,2017-11-01,6,"Wholesale and retail trade, accommodation and food services",686364.0,2017,11,692778.49,690940.3450548918,690344.1922222222
117,2017-12-01,2017-12-01,6,"Wholesale and retail trade, accommodation and food services",726566.61,2017,12,696864.7199999999,690483.771981975,692700.6315277778
118,2018-01-01,2018-01-01,6,"Wholesale and retail trade, accommodation and food services",707207.2,2018,1,706712.6033333334,695590.352745864,695141.1922222222
119,2018-02-01,2018-02-01,6,"Wholesale and retail trade, accommodation and food services",695709.17,2018,2,709827.66,698037.9597337112,697964.1620833334
120,2018-03-01,2018-03-01,6,"Wholesale and retail trade, accommodation and food services",701989.18,2018,3,701635.1833333332,703918.0891434333,701397.3656944444
121,2018-04-01,2018-04-01,6,"Wholesale and retail trade, accommodation and food services",699179.45,2018,4,698959.2666666666,705887.0318430861,705582.0444444444
122,2018-05-01,2018-05-01,6,"Wholesale and retail trade, accommodation and food services",696808.63,2018,5,699325.7533333333,707138.3320080168,710341.4902777777
123,2018-06-01,2018-06-01,6,"Wholesale and retail trade, accommodation and food services",695089.18,2018,6,697025.7533333333,708981.1073899611,716410.1691666666
124,2018-07-01,2018-07-01,6,"Wholesale and retail trade, accommodation and food services",708388.46,2018,7,700095.4233333333,709031.0567996835,724417.5552777777
125,2018-08-01,2018-08-01,6,"Wholesale and retail trade, accommodation and food services",728919.54,2018,8,710799.06,716447.7142041974,733929.9740277777
126,2018-09-01,2018-09-01,6,"Wholesale and retail trade, accommodation and food services",767436.12,2018,9,734914.7066666667,727394.2682416769,743655.2652777777
127,2018-10-01,2018-10-01,6,"Wholesale and retail trade, accommodation and food services",740861.84,2018,10,745739.1666666666,740827.7575201695,752627.3429166666
128,2018-11-01,2018-11-01,6,"Wholesale and retail trade, accommodation and food services",746558.09,2018,11,751618.6833333332,749780.538388225,761140.3106944442
129,2018-12-01,2018-12-01,6,"Wholesale and retail trade, accommodation and food services",863598.53,2018,12,783672.82,777291.871981975,768567.9165277777
130,2019-01-01,2019-01-01,6,"Wholesale and retail trade, accommodation and food services",826088.69,2019,1,812081.7699999999,800959.5194125305,775054.0731944442
131,2019-02-01,2019-02-01,6,"Wholesale and retail trade, accommodation and food services",808582.41,2019,2,832756.5433333333,820966.8430670445,781099.4166666665
132,2019-03-01,2019-03-01,6,"Wholesale and retail trade, accommodation and food services",801668.77,2019,3,812113.2899999999,814396.1958101,787269.2243055552
133,2019-04-01,2019-04-01,6,"Wholesale and retail trade, accommodation and food services",801181.89,2019,4,803811.0233333333,810738.7885097528,793457.7477777777
134,2019-05-01,2019-05-01,6,"Wholesale and retail trade, accommodation and food services",793505.01,2019,5,798785.2233333333,806597.8020080167,799070.7981944444
135,2019-06-01,2019-06-01,6,"Wholesale and retail trade, accommodation and food services",732799.57,2019,6,775828.8233333332,787784.1773899611,803608.7768055556
136,2019-07-01,2019-07-01,6,"Wholesale and retail trade, accommodation and food services",804575.76,2019,7,776960.1133333333,785895.7467996834,806908.3484722221
137,2019-08-01,2019-08-01,6,"Wholesale and retail trade, accommodation and food services",799692.51,2019,8,779022.6133333333,784671.2675375306,809690.0519444444
138,2019-09-01,2019-09-01,6,"Wholesale and retail trade, accommodation and food services",840031.34,2019,9,814766.5366666666,807246.0982416768,813244.3559722222
139,2019-10-01,2019-10-01,6,"Wholesale and retail trade, accommodation and food services",803511.85,2019,10,814411.8999999999,809500.4908535028,818394.8543055555
140,2019-11-01,2019-11-01,6,"Wholesale and retail trade, accommodation and food services",809434.29,2019,11,817659.16,815821.0150548918,824547.549861111
141,2019-12-01,2019-12-01,6,"Wholesale and retail trade, accommodation and food services",866685.35,2019,12,826543.8300000001,820162.8819819752,831911.633333333
142,2020-01-01,2020-01-01,6,"Wholesale and retail trade, accommodation and food services",869081.8,2020,1,848400.48,837278.2294125305,839777.3236111109
143,2020-02-01,2020-02-01,6,"Wholesale and retail trade, accommodation and food services",853829.0,2020,2,863198.7166666667,851409.0164003778,847298.9715277777
144,2020-03-01,2020-03-01,6,"Wholesale and retail trade, accommodation and food services",878012.44,2020,3,866974.4133333332,869257.3191434332,853969.8395833332
145,2020-04-01,2020-04-01,6,"Wholesale and retail trade, accommodation and food services",885844.14,2020,4,872561.86,879489.6251764195,859855.2172222222
146,2020-05-01,2020-05-01,6,"Wholesale and retail trade, accommodation and food services",869240.66,2020,5,877699.0800000001,885511.6586746835,865655.2951388889
147,2020-06-01,2020-06-01,6,"Wholesale and retail trade, accommodation and food services",865874.11,2020,6,873652.9700000001,885608.3240566279,871124.8472222222
148,2020-07-01,2020-07-01,6,"Wholesale and retail trade, accommodation and food services",868622.83,2020,7,867912.5333333332,876848.1667996834,875817.8983333333
149,2020-08-01,2020-08-01,6,"Wholesale and retail trade, accommodation and food services",871272.29,2020,8,868589.7433333332,874238.3975375305,879390.8537499999
150,2020-09-01,2020-09-01,6,"Wholesale and retail trade, accommodation and food services",916005.6,2020,9,885300.2399999999,877779.8015750101,881865.9741666665
151,2020-10-01,2020-10-01,6,"Wholesale and retail trade, accommodation and food services",868103.89,2020,10,885127.2599999999,880215.8508535028,883558.2824999999
152,2020-11-01,2020-11-01,6,"Wholesale and retail trade, accommodation and food services",874327.52,2020,11,886145.6699999999,884307.5250548917,884846.5068055553
153,2020-12-01,2020-12-01,6,"Wholesale and retail trade, accommodation and food services",925548.3,2020,12,889326.57,882945.621981975,886138.2330555554
154,2021-01-01,2021-01-01,6,"Wholesale and retail trade, accommodation and food services",894877.08,2021,1,898250.9666666667,887128.7160791972,888191.3816666665
155,2021-02-01,2021-02-01,6,"Wholesale and retail trade, accommodation and food services",876872.1,2021,2,899099.1599999998,887309.459733711,891244.7881944443
156,2021-03-01,2021-03-01,6,"Wholesale and retail trade, accommodation and food services",899681.4,2021,3,890476.86,892759.7658101,894680.3487499998
157,2021-04-01,2021-04-01,6,"Wholesale and retail trade, accommodation and food services",892470.94,2021,4,889674.8133333334,896602.5785097529,898062.9295833331
158,2021-05-01,2021-05-01,6,"Wholesale and retail trade, accommodation and food services",882358.19,2021,5,891503.5099999999,899316.0886746834,901600.5040277777
159,2021-06-01,2021-06-01,6,"Wholesale and retail trade, accommodation and food services",897720.78,2021,6,890849.9699999999,902805.3240566277,905933.1495833333
160,2021-07-01,2021-07-01,6,"Wholesale and retail trade, accommodation and food services",919894.33,2021,7,899991.1,908926.7334663501,911133.3213888889
161,2021-08-01,2021-08-01,6,"Wholesale and retail trade, accommodation and food services",911763.69,2021,8,909792.9333333332,915441.5875375306,916834.1458333333
162,2021-09-01,2021-09-01,6,"Wholesale and retail trade, accommodation and food services",947993.49,2021,9,926550.5033333333,919030.0649083435,922817.5438888888
163,2021-10-01,2021-10-01,6,"Wholesale and retail trade, accommodation and food services",915419.63,2021,10,925058.9366666665,920147.5275201694,929015.8631944443
164,2021-11-01,2021-11-01,6,"Wholesale and retail trade, accommodation and food services",929934.22,2021,11,931115.7799999999,929277.6350548917,936067.1749999998
165,2021-12-01,2021-12-01,6,"Wholesale and retail trade, accommodation and food services",999666.01,2021,12,948339.9533333333,941959.0053153083,944201.873472222
166,2022-01-01,2022-01-01,6,"Wholesale and retail trade, accommodation and food services",962524.89,2022,1,964041.7066666667,952919.4560791972,953010.4961111109
167,2022-02-01,2022-02-01,6,"Wholesale and retail trade, accommodation and food services",948193.72,2022,2,970128.2066666667,958338.5064003778,962119.1351388887
168,2022-03-01,2022-03-01,6,"Wholesale and retail trade, accommodation and food services",978429.49,2022,3,963049.3666666666,965332.2724767666,971593.8387499999
169,2022-04-01,2022-04-01,6,"Wholesale and retail trade, accommodation and food services",970962.7,2022,4,965861.9699999999,972789.7351764194,981846.5488888888
170,2022-05-01,2022-05-01,6,"Wholesale and retail trade, accommodation and food services",1004251.32,2022,5,984547.8366666666,992360.41534135,992525.4637499999
171,2022-06-01,2022-06-01,6,"Wholesale and retail trade, accommodation and food services",1003901.2,2022,6,993038.4066666666,1004993.7607232945,1001947.1273611109
172,2022-07-01,2022-07-01,6,"Wholesale and retail trade, accommodation and food services",1019476.3,2022,7,1009209.6066666666,1018145.2401330167,1008942.4355555554
173,2022-08-01,2022-08-01,6,"Wholesale and retail trade, accommodation and food services",1034167.79,2022,8,1019181.7633333333,1024830.4175375307,1013720.0679166665
174,2022-09-01,2022-09-01,6,"Wholesale and retail trade, accommodation and food services",1080019.59,2022,9,1044554.5599999999,1037034.1215750101,1017255.3993055554
175,2022-10-01,2022-10-01,6,"Wholesale and retail trade, accommodation and food services",1045172.39,2022,10,1053119.9233333333,1048208.5141868362,1020555.768611111
176,2022-11-01,2022-11-01,6,"Wholesale and retail trade, accommodation and food services",1052854.27,2022,11,1059348.7499999998,1057510.6050548914,1024023.547222222
177,2022-12-01,2022-12-01,6,"Wholesale and retail trade, accommodation and food services",1040654.07,2022,12,1046226.9099999998,1039845.9619819749,1028240.8336111109
178,2023-01-01,2023-01-01,6,"Wholesale and retail trade, accommodation and food services",1008618.1,2023,1,1034042.1466666665,1022919.8960791971,1033138.9573611108
179,2023-02-01,2023-02-01,6,"Wholesale and retail trade, accommodation and food services",995100.66,2023,2,1014790.9433333332,1003001.2430670444,1037932.4905555552
180,2023-03-01,2023-03-01,6,"Wholesale and retail trade, accommodation and food services",1005984.99,2023,3,1003234.5833333331,1005517.4891434332,1041844.3745833331
181,2023-04-01,2023-04-01,6,"Wholesale and retail trade, accommodation and food services",1013571.2,2023,4,1004885.6166666666,1011813.3818430861,1044646.4819444442
182,2023-05-01,2023-05-01,6,"Wholesale and retail trade, accommodation and food services",1066696.44,2023,5,1028750.8766666665,1036563.4553413499,1046610.819722222
183,2023-06-01,2023-06-01,6,"Wholesale and retail trade, accommodation and food services",1069883.08,2023,6,1050050.24,1062005.594056628,1049273.5444444444
184,2023-07-01,2023-07-01,6,"Wholesale and retail trade, accommodation and food services",1072678.71,2023,7,1069752.7433333332,1078688.3767996833,1054003.2694444444
185,2023-08-01,2023-08-01,6,"Wholesale and retail trade, accommodation and food services",1078488.48,2023,8,1073683.423333333,1079332.0775375303,1060768.4401388888
186,2023-09-01,2023-09-01,6,"Wholesale and retail trade, accommodation and food services",1100647.16,2023,9,1083938.1166666665,1076417.6782416767,1068507.5095833333
187,2023-10-01,2023-10-01,6,"Wholesale and retail trade, accommodation and food services",1063825.19,2023,10,1080986.9433333331,1076075.534186836,1076225.6304166666
188,2023-11-01,2023-11-01,6,"Wholesale and retail trade, accommodation and food services",1071405.16,2023,11,1078625.8366666664,1076787.691721558,1083198.6388888885
189,2023-12-01,2023-12-01,6,"Wholesale and retail trade, accommodation and food services",1137335.3,2023,12,1090855.2166666666,1084474.2686486416,1088585.9958333329
190,2024-01-01,2024-01-01,6,"Wholesale and retail trade, accommodation and food services",1100041.26,2024,1,1102927.2399999998,1091804.9894125303,1093030.668333333
191,2024-02-01,2024-02-01,6,"Wholesale and retail trade, accommodation and food services",1087433.28,2024,2,1108269.9466666665,1096480.2464003777,1097950.0105555553
192,2024-03-01,2024-03-01,6,"Wholesale and retail trade, accommodation and food services",1099005.2,2024,3,1095493.2466666666,1097776.1524767666,1104509.4229166664
193,2024-04-01,2024-04-01,6,"Wholesale and retail trade, accommodation and food services",1107147.08,2024,4,1097861.8533333333,1104789.618509753,1112404.4366666665
194,2024-05-01,2024-05-01,6,"Wholesale and retail trade, accommodation and food services",1103228.25,2024,5,1103126.843333333,1110939.4220080164,1121051.0679166666
195,2024-06-01,2024-06-01,6,"Wholesale and retail trade, accommodation and food services",1104537.19,2024,6,1104970.8399999999,1116926.1940566278,1131756.0548611109
196,2024-07-01,2024-07-01,6,"Wholesale and retail trade, accommodation and food services",1156747.41,2024,7,1121504.2833333332,1130439.9167996834,1145630.9343055552
197,2024-08-01,2024-08-01,6,"Wholesale and retail trade, accommodation and food services",1158703.69,2024,8,1139996.0966666664,1145644.7508708637,1162477.2893055554
198,2024-09-01,2024-09-01,6,"Wholesale and retail trade, accommodation and food services",1209702.92,2024,9,1175051.3399999999,1167530.90157501,1180622.771111111
199,2024-10-01,2024-10-01,6,"Wholesale and retail trade, accommodation and food services",1169655.54,2024,10,1179354.0499999998,1174442.6408535028,
200,2024-11-01,2024-11-01,6,"Wholesale and retail trade, accommodation and food services",1183975.18,2024,11,1187777.88,1185939.7350548916,
201,2024-12-01,2024-12-01,6,"Wholesale and retail trade, accommodation and food services",1362237.86,2024,12,1238622.86,1232241.9119819752,
202,2025-01-01,2025-01-01,6,"Wholesale and retail trade, accommodation and food services",1318257.07,2025,1,1288156.7033333334,1277034.452745864,
203,2025-02-01,2025-02-01,6,"Wholesale and retail trade, accommodation and food services",1301564.08,2025,2,1327353.0033333332,1315563.3030670444,
204,2025-03-01,2025-03-01,6,"Wholesale and retail trade, accommodation and food services",1315884.11,2025,3,1311901.7533333332,1314184.6591434332,
0,2008-03-01,2008-03-01,7,"Transport, communications and information services",500503.96,2008,3,486516.63000000006,487199.71431538503,
1,2008-04-01,2008-04-01,7,"Transport, communications and information services",502374.05,2008,4,500558.6866666667,507402.4780740655,
2,2008-05-01,2008-05-01,7,"Transport, communications and information services",498801.35,2008,5,500559.7866666666,510493.15837788495,
3,2008-06-01,2008-06-01,7,"Transport, communications and information services",499821.49,2008,6,500332.29666666663,516600.1049924683,
4,2008-07-01,2008-07-01,7,"Transport, communications and information services",493636.09,2008,7,497419.6433333333,508464.7730914267,
5,2008-08-01,2008-08-01,7,"Transport, communications and information services",456090.41,2008,8,483182.66333333333,490086.0603310101,
6,2008-09-01,2008-09-01,7,"Transport, communications and information services",478857.85,2008,9,476194.7833333334,467319.30484847334,483661.0356944444
7,2008-10-01,2008-10-01,7,"Transport, communications and information services",479843.95,2008,10,471597.4033333333,465323.4860775378,481477.57611111103
8,2008-11-01,2008-11-01,7,"Transport, communications and information services",458631.15,2008,11,472444.3166666667,470117.3897928156,478650.17472222215
9,2008-12-01,2008-12-01,7,"Transport, communications and information services",490446.38,2008,12,476307.16,468866.00353413494,475727.5922222221
10,2009-01-01,2009-01-01,7,"Transport, communications and information services",469832.16,2009,1,472969.89666666667,460980.27501851,472938.39958333335
11,2009-02-01,2009-02-01,7,"Transport, communications and information services",465790.34,2009,2,475356.2933333333,460586.81154628773,471077.5879166666
12,2009-03-01,2009-03-01,7,"Transport, communications and information services",466884.6,2009,3,467502.3666666667,468185.45098205167,470657.6811111111
13,2009-04-01,2009-04-01,7,"Transport, communications and information services",468834.82,2009,4,467169.92,474013.7114073988,471144.91138888884
14,2009-05-01,2009-05-01,7,"Transport, communications and information services",462553.34,2009,5,466090.92,476024.2917112183,471816.72875
15,2009-06-01,2009-06-01,7,"Transport, communications and information services",462589.39,2009,6,464659.18333333335,480926.99165913503,472506.77763888886
16,2009-07-01,2009-07-01,7,"Transport, communications and information services",473313.67,2009,7,466152.1333333333,477197.2630914267,473709.97375
17,2009-08-01,2009-08-01,7,"Transport, communications and information services",473469.02,2009,8,469790.69333333336,476694.0903310101,475569.54319444444
18,2009-09-01,2009-09-01,7,"Transport, communications and information services",491744.28,2009,9,479508.99,470633.51151513995,477780.87708333327
19,2009-10-01,2009-10-01,7,"Transport, communications and information services",474716.87,2009,10,479976.7233333334,473702.8060775379,480177.0694444445
20,2009-11-01,2009-11-01,7,"Transport, communications and information services",474104.69,2009,11,480188.61333333334,477861.68645948224,482669.9236111111
21,2009-12-01,2009-12-01,7,"Transport, communications and information services",506550.55,2009,12,485124.0366666667,477682.88020080165,485329.78486111114
22,2010-01-01,2010-01-01,7,"Transport, communications and information services",498433.94,2010,1,493029.7266666666,481040.10501850996,488155.94097222225
23,2010-02-01,2010-02-01,7,"Transport, communications and information services",494793.9,2010,2,499926.13000000006,485156.6482129545,491109.6048611111
24,2010-03-01,2010-03-01,7,"Transport, communications and information services",494785.79,2010,3,496004.5433333333,496687.62764871825,494310.76097222214
25,2010-04-01,2010-04-01,7,"Transport, communications and information services",498949.39,2010,4,496176.36000000004,503020.15140739887,497820.5088888889
26,2010-05-01,2010-05-01,7,"Transport, communications and information services",497003.76,2010,5,496912.98,506846.3517112183,501534.0006944445
27,2010-06-01,2010-06-01,7,"Transport, communications and information services",497068.23,2010,6,497673.7933333333,513941.60165913496,506200.73347222223
28,2010-07-01,2010-07-01,7,"Transport, communications and information services",508823.82,2010,7,500965.27,512010.3997580934,512379.43625
29,2010-08-01,2010-08-01,7,"Transport, communications and information services",511704.42,2010,8,505865.49,512768.88699767675,519857.5779166667
30,2010-09-01,2010-09-01,7,"Transport, communications and information services",540257.58,2010,9,520261.94,511386.46151513996,527785.4368055556
31,2010-10-01,2010-10-01,7,"Transport, communications and information services",518411.17,2010,10,523457.7233333333,517183.8060775378,535504.5750000001
32,2010-11-01,2010-11-01,7,"Transport, communications and information services",518825.5,2010,11,525831.4166666666,523504.4897928155,543313.182361111
33,2010-12-01,2010-12-01,7,"Transport, communications and information services",617211.79,2010,12,551482.82,544041.663534135,551190.8645833334
34,2011-01-01,2011-01-01,7,"Transport, communications and information services",588842.14,2011,1,574959.81,562970.1883518434,559038.0148611111
35,2011-02-01,2011-02-01,7,"Transport, communications and information services",586360.41,2011,2,597471.4466666667,582701.964879621,566734.7945833332
36,2011-03-01,2011-03-01,7,"Transport, communications and information services",590980.97,2011,3,588727.84,589410.9243153849,574206.4091666667
37,2011-04-01,2011-04-01,7,"Transport, communications and information services",588795.76,2011,4,588712.38,595556.1714073989,581563.8247222222
38,2011-05-01,2011-05-01,7,"Transport, communications and information services",595573.88,2011,5,591783.5366666666,601716.908377885,588914.3176388888
39,2011-06-01,2011-06-01,7,"Transport, communications and information services",591233.19,2011,6,591867.61,608135.4183258016,595676.9662499999
40,2011-07-01,2011-07-01,7,"Transport, communications and information services",598502.11,2011,7,595103.0599999999,606148.1897580933,600504.3116666666
41,2011-08-01,2011-08-01,7,"Transport, communications and information services",599615.94,2011,8,596450.4133333332,603353.8103310099,602651.4025000001
42,2011-09-01,2011-09-01,7,"Transport, communications and information services",628869.25,2011,9,608995.7666666666,600120.2881818066,602764.3225
43,2011-10-01,2011-10-01,7,"Transport, communications and information services",605420.42,2011,10,611301.87,605027.9527442046,602236.9834722222
44,2011-11-01,2011-11-01,7,"Transport, communications and information services",608907.63,2011,11,614399.1,612072.1731261489,601661.3822222222
45,2011-12-01,2011-12-01,7,"Transport, communications and information services",661328.06,2011,12,625218.7033333334,617777.5468674684,600954.35
46,2012-01-01,2012-01-01,7,"Transport, communications and information services",581004.96,2012,1,617080.2166666667,605090.59501851,601542.3163888889
47,2012-02-01,2012-02-01,7,"Transport, communications and information services",578310.64,2012,2,606881.2200000001,592111.7382129545,604940.7761111112
48,2012-03-01,2012-03-01,7,"Transport, communications and information services",586768.84,2012,3,582028.1466666666,582711.2309820516,611214.5820833333
49,2012-04-01,2012-04-01,7,"Transport, communications and information services",583188.33,2012,4,582755.9366666666,589599.7280740655,618916.349861111
50,2012-05-01,2012-05-01,7,"Transport, communications and information services",581819.48,2012,5,583925.5499999999,593858.9217112183,625846.7954166667
51,2012-06-01,2012-06-01,7,"Transport, communications and information services",583262.66,2012,6,582756.8233333334,599024.631659135,631049.4169444443
52,2012-07-01,2012-07-01,7,"Transport, communications and information services",689892.98,2012,7,618325.04,629370.1697580934,636039.0388888889
53,2012-08-01,2012-08-01,7,"Transport, communications and information services",691218.76,2012,8,654791.4666666667,661694.8636643434,643167.588888889
54,2012-09-01,2012-09-01,7,"Transport, communications and information services",722566.43,2012,9,701226.0566666666,692350.5781818066,653311.1663888888
55,2012-10-01,2012-10-01,7,"Transport, communications and information services",697956.83,2012,10,703914.0066666667,697640.0894108713,664967.6675
56,2012-11-01,2012-11-01,7,"Transport, communications and information services",643829.71,2012,11,688117.6566666666,685790.7297928155,676522.483888889
57,2012-12-01,2012-12-01,7,"Transport, communications and information services",687302.65,2012,12,676363.0633333334,668921.9068674684,687988.9234722223
58,2013-01-01,2013-01-01,7,"Transport, communications and information services",725927.99,2013,1,685686.7833333333,673697.1616851767,698080.2645833334
59,2013-02-01,2013-02-01,7,"Transport, communications and information services",714848.92,2013,2,709359.8533333334,694590.3715462878,705769.4477777778
60,2013-03-01,2013-03-01,7,"Transport, communications and information services",728209.21,2013,3,722995.3733333334,723678.4576487184,710392.6130555555
61,2013-04-01,2013-04-01,7,"Transport, communications and information services",721576.08,2013,4,721544.7366666667,728388.5280740656,712308.2449999999
62,2013-05-01,2013-05-01,7,"Transport, communications and information services",717571.74,2013,5,722452.3433333333,732385.7150445516,713371.8136111111
63,2013-06-01,2013-06-01,7,"Transport, communications and information services",719125.92,2013,6,719424.5800000001,735692.3883258017,715037.2779166667
64,2013-07-01,2013-07-01,7,"Transport, communications and information services",734850.75,2013,7,723849.4700000001,734894.5997580935,717324.3659722223
65,2013-08-01,2013-08-01,7,"Transport, communications and information services",747445.63,2013,8,733807.4333333335,740710.8303310102,718827.8775000001
66,2013-09-01,2013-09-01,7,"Transport, communications and information services",717201.79,2013,9,733166.0566666666,724290.5781818066,718816.4133333334
67,2013-10-01,2013-10-01,7,"Transport, communications and information services",689200.1,2013,10,717949.1733333333,711675.2560775379,718084.0602777778
68,2013-11-01,2013-11-01,7,"Transport, communications and information services",692422.52,2013,11,699608.1366666667,697281.2097928156,717384.3318055554
69,2013-12-01,2013-12-01,7,"Transport, communications and information services",732908.56,2013,12,704843.7266666667,697402.5702008017,716654.6066666667
70,2014-01-01,2014-01-01,7,"Transport, communications and information services",710957.62,2014,1,712096.2333333334,700106.6116851767,715450.0429166665
71,2014-02-01,2014-02-01,7,"Transport, communications and information services",713237.86,2014,2,719034.68,704265.1982129544,713064.6334722221
72,2014-03-01,2014-03-01,7,"Transport, communications and information services",714940.74,2014,3,713045.4066666666,713728.4909820516,710209.1844444444
73,2014-04-01,2014-04-01,7,"Transport, communications and information services",713576.09,2014,4,713918.23,720762.0214073989,708305.0340277777
74,2014-05-01,2014-05-01,7,"Transport, communications and information services",711339.27,2014,5,713285.3666666667,723218.7383778851,708057.3487500001
75,2014-06-01,2014-06-01,7,"Transport, communications and information services",708319.1,2014,6,711078.1533333333,727345.961659135,708822.5095833334
76,2014-07-01,2014-07-01,7,"Transport, communications and information services",690200.73,2014,7,703286.3666666667,714331.4964247601,709663.2494444445
77,2014-08-01,2014-08-01,7,"Transport, communications and information services",692842.3,2014,8,697120.7100000001,704024.1069976768,710369.4370833334
78,2014-09-01,2014-09-01,7,"Transport, communications and information services",720922.98,2014,9,701322.0033333333,692446.5248484733,710867.5209722223
79,2014-10-01,2014-10-01,7,"Transport, communications and information services",698515.57,2014,10,704093.6166666667,697819.6994108713,711226.8009722222
80,2014-11-01,2014-11-01,7,"Transport, communications and information services",703119.19,2014,11,707519.2466666666,705192.3197928155,711543.1956944445
81,2014-12-01,2014-12-01,7,"Transport, communications and information services",744254.67,2014,12,715296.4766666666,707855.3202008016,711900.6323611112
82,2015-01-01,2015-01-01,7,"Transport, communications and information services",718089.86,2015,1,721821.2400000001,709831.6183518434,713379.942638889
83,2015-02-01,2015-02-01,7,"Transport, communications and information services",716430.0,2015,2,726258.1766666668,711488.6948796212,716991.9956944444
84,2015-03-01,2015-03-01,7,"Transport, communications and information services",718807.91,2015,3,717775.9233333333,718459.0076487183,722714.0684722222
85,2015-04-01,2015-04-01,7,"Transport, communications and information services",718193.39,2015,4,717810.4333333335,724654.2247407323,729439.3756944444
86,2015-05-01,2015-05-01,7,"Transport, communications and information services",713958.61,2015,5,716986.6366666667,726920.0083778851,736079.3375
87,2015-06-01,2015-06-01,7,"Transport, communications and information services",715714.09,2015,6,715955.3633333333,732223.1716591349,742787.6494444445
88,2015-07-01,2015-07-01,7,"Transport, communications and information services",772065.11,2015,7,733912.6033333332,744957.7330914265,749226.3754166666
89,2015-08-01,2015-08-01,7,"Transport, communications and information services",771772.04,2015,8,753183.7466666667,760087.1436643434,754964.5563888889
90,2015-09-01,2015-09-01,7,"Transport, communications and information services",803928.99,2015,9,782588.7133333334,773713.2348484733,759840.1201388888
91,2015-10-01,2015-10-01,7,"Transport, communications and information services",777001.81,2015,10,784234.2799999999,777960.3627442045,764161.4099999999
92,2015-11-01,2015-11-01,7,"Transport, communications and information services",779282.2,2015,11,786737.6666666666,784410.7397928155,768389.9566666667
93,2015-12-01,2015-12-01,7,"Transport, communications and information services",834948.62,2015,12,797077.5433333333,789636.3868674684,772466.6879166666
94,2016-01-01,2016-01-01,7,"Transport, communications and information services",769477.97,2016,1,794569.5966666667,782579.97501851,776408.7797222221
95,2016-02-01,2016-02-01,7,"Transport, communications and information services",769251.9,2016,2,791226.1633333334,776456.6815462878,780255.0813888889
96,2016-03-01,2016-03-01,7,"Transport, communications and information services",770734.53,2016,3,769821.4666666667,770504.5509820516,784125.765138889
97,2016-04-01,2016-04-01,7,"Transport, communications and information services",768441.11,2016,4,769475.8466666667,776319.6380740656,788067.0302777777
