Wage_Date,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste management",Construction,"Wholesale and retail trade, accommodation and food services","Transport, communications and information services",Financial intermediation,Real estate and housing services,Business services,Personal services,Public administration,"Unemployment from Agriculture, forestry and fishing",Unemployment from Mining,Unemployment from Manufacturing,"Unemployment from Electricity, gas, water and waste management",Unemployment from Construction,"Unemployment from Wholesale and retail trade, accommodation and food services","Unemployment from Transport, communications and information services",Unemployment from Financial intermediation,Unemployment from Real estate and housing services,Unemployment from Business services,Unemployment from Personal services,Unemployment from Public administration,State_From
2014-12-01,360,18,307,17,291,3896,239,59,25,607,292,26,0,0,0,0,0,58591,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2014-12-01,115,11,80,7,150,222,1437,31,2,247,93,8,0,0,0,0,0,0,22937,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2014-12-01,24,1,23,1,17,62,28,505,1,83,47,7,0,0,0,0,0,0,0,11000,0,0,0,0,Unemployment from Financial intermediation
2014-12-01,6,1,4,0,15,28,6,3,86,26,14,0,0,0,0,0,0,0,0,0,2462,0,0,0,Unemployment from Real estate and housing services
2014-12-01,203,25,243,26,457,586,265,71,12,2936,337,16,0,0,0,0,0,0,0,0,0,44138,0,0,Unemployment from Business services
2014-12-01,104,6,77,17,139,286,102,23,10,363,1899,27,0,0,0,0,0,0,0,0,0,0,40137,0,Unemployment from Personal services
2014-12-01,15,0,10,0,7,19,7,1,0,14,15,309,0,0,0,0,0,0,0,0,0,0,0,3935,Unemployment from Public administration
2014-12-01,321,39,435,32,448,1137,337,133,36,699,737,76,94,6,51,3,92,142,26,13,4,95,68,9,Entry
2015-01-01,34650,4,118,3,56,86,29,5,151,50,15,2,4873,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2015-01-01,3,8132,4,0,23,7,10,0,0,91,2,0,0,1307,0,0,0,0,0,0,0,0,0,0,Mining
2015-01-01,62,26,60285,8,175,104,50,5,6,155,45,3,0,0,3603,0,0,0,0,0,0,0,0,0,Manufacturing
2015-01-01,2,1,2,5299,7,5,4,1,1,8,5,0,0,0,0,286,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2015-01-01,55,18,104,15,62567,101,79,15,21,269,46,5,0,0,0,0,8473,0,0,0,0,0,0,0,Construction
2015-01-01,109,13,217,7,117,114006,89,54,15,280,107,8,0,0,0,0,0,7151,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2015-01-01,40,7,52,6,68,104,55524,51,6,115,47,2,0,0,0,0,0,0,2924,0,0,0,0,0,"Transport, communications and information services"
2015-01-01,2,1,10,2,3,53,17,20132,2,69,24,1,0,0,0,0,0,0,0,1242,0,0,0,0,Financial intermediation
2015-01-01,2,2,2,0,29,13,10,4,4593,13,9,1,0,0,0,0,0,0,0,0,271,0,0,0,Real estate and housing services
2015-01-01,93,26,134,16,238,302,183,154,15,77913,319,10,0,0,0,0,0,0,0,0,0,6253,0,0,Business services
2015-01-01,31,6,36,9,67,114,76,32,9,636,85891,13,0,0,0,0,0,0,0,0,0,0,5191,0,Personal services
2015-01-01,9,0,2,0,4,9,1,1,0,14,13,9452,0,0,0,0,0,0,0,0,0,0,0,733,Public administration
2015-01-01,2540,3,98,12,130,153,58,10,3,92,45,20,24705,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2015-01-01,11,1111,14,1,42,14,20,1,1,41,9,2,0,5489,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2015-01-01,140,10,1683,9,252,287,111,14,6,257,107,14,0,0,26372,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2015-01-01,12,1,3,161,26,12,8,4,0,29,10,2,0,0,0,2067,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2015-01-01,282,30,274,33,4866,268,202,29,26,520,165,37,0,0,0,0,50669,0,0,0,0,0,0,0,Unemployment from Construction
2015-01-01,259,16,266,16,228,3596,215,67,23,458,267,36,0,0,0,0,0,58808,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2015-01-01,76,10,78,11,134,176,1749,28,6,238,84,7,0,0,0,0,0,0,22953,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2015-01-01,21,2,26,2,22,55,28,1968,2,111,31,4,0,0,0,0,0,0,0,11041,0,0,0,0,Unemployment from Financial intermediation
2015-01-01,5,1,2,1,22,26,9,2,140,18,12,0,0,0,0,0,0,0,0,0,2462,0,0,0,Unemployment from Real estate and housing services
2015-01-01,141,27,212,29,439,403,228,103,18,2985,287,35,0,0,0,0,0,0,0,0,0,44489,0,0,Unemployment from Business services
2015-01-01,91,3,83,8,136,235,89,39,12,326,1900,32,0,0,0,0,0,0,0,0,0,0,40697,0,Unemployment from Personal services
2015-01-01,7,0,2,2,10,18,3,3,0,15,17,203,0,0,0,0,0,0,0,0,0,0,0,3941,Unemployment from Public administration
2015-01-01,320,39,398,35,409,1079,357,152,30,691,593,94,191,7,64,5,102,309,44,8,5,182,112,16,Entry
2015-02-01,34309,2,48,2,62,86,28,2,3,41,14,1,4319,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2015-02-01,1,8480,8,0,19,2,8,1,0,24,1,0,0,944,0,0,0,0,0,0,0,0,0,0,Mining
2015-02-01,65,13,60545,4,118,127,51,12,3,132,33,2,0,0,2943,0,0,0,0,0,0,0,0,0,Manufacturing
2015-02-01,1,2,4,5352,8,5,0,0,0,11,7,0,0,0,0,292,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2015-02-01,67,33,119,12,62117,73,54,8,23,226,54,3,0,0,0,0,7208,0,0,0,0,0,0,0,Construction
2015-02-01,64,8,100,8,134,114239,62,25,8,189,77,3,0,0,0,0,0,6232,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2015-02-01,27,7,35,8,85,66,56000,17,1,118,35,2,0,0,0,0,0,0,2681,0,0,0,0,0,"Transport, communications and information services"
2015-02-01,3,1,8,1,14,30,16,21392,2,48,24,3,0,0,0,0,0,0,0,1314,0,0,0,0,Financial intermediation
2015-02-01,1,0,3,0,14,10,16,2,4749,9,9,0,0,0,0,0,0,0,0,0,267,0,0,0,Real estate and housing services
2015-02-01,48,24,129,17,267,172,161,50,9,78937,126,6,0,0,0,0,0,0,0,0,0,5375,0,0,Business services
2015-02-01,19,3,44,15,55,88,43,17,6,211,86186,12,0,0,0,0,0,0,0,0,0,0,3273,0,Personal services
2015-02-01,5,0,3,1,4,3,1,7,0,5,13,9666,0,0,0,0,0,0,0,0,0,0,0,271,Public administration
2015-02-01,2711,10,141,9,207,198,101,4,52,148,52,12,26092,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2015-02-01,6,1277,14,1,53,12,28,0,0,38,7,1,0,5363,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2015-02-01,159,10,1889,13,381,323,99,22,10,275,108,9,0,0,26719,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2015-02-01,8,3,10,152,36,17,6,4,0,25,10,0,0,0,0,2087,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2015-02-01,247,32,348,50,5878,325,212,19,14,596,167,36,0,0,0,0,51255,0,0,0,0,0,0,0,Unemployment from Construction
2015-02-01,226,17,300,16,335,3648,239,54,29,625,246,11,0,0,0,0,0,60472,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2015-02-01,64,7,89,12,181,194,1549,28,8,213,87,5,0,0,0,0,0,0,23456,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2015-02-01,16,0,13,0,28,72,45,954,6,96,34,1,0,0,0,0,0,0,0,11016,0,0,0,0,Unemployment from Financial intermediation
2015-02-01,6,0,5,1,28,14,12,4,115,31,21,0,0,0,0,0,0,0,0,0,2498,0,0,0,Unemployment from Real estate and housing services
2015-02-01,151,18,267,27,632,529,271,73,25,3092,334,16,0,0,0,0,0,0,0,0,0,45446,0,0,Unemployment from Business services
2015-02-01,55,1,79,12,164,244,84,42,10,365,1562,17,0,0,0,0,0,0,0,0,0,0,43312,0,Unemployment from Personal services
2015-02-01,9,0,5,0,18,11,7,4,0,9,14,188,0,0,0,0,0,0,0,0,0,0,0,4420,Unemployment from Public administration
2015-02-01,320,39,445,34,417,1090,393,154,41,701,700,133,190,4,52,1,98,200,40,7,4,122,105,3,Entry
2015-03-01,34205,1,90,4,54,80,20,2,4,41,23,6,4009,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2015-03-01,0,8700,2,0,27,8,14,1,0,5,1,0,0,1223,0,0,0,0,0,0,0,0,0,0,Mining
2015-03-01,50,6,60577,4,168,289,36,9,1,148,55,3,0,0,3255,0,0,0,0,0,0,0,0,0,Manufacturing
2015-03-01,3,5,5,5290,9,9,8,3,0,4,10,2,0,0,0,395,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2015-03-01,45,35,134,21,63497,87,43,2,18,343,65,3,0,0,0,0,6902,0,0,0,0,0,0,0,Construction
2015-03-01,49,11,262,5,107,113900,84,36,10,207,145,12,0,0,0,0,0,6688,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2015-03-01,16,7,35,5,72,79,56185,24,5,139,54,3,0,0,0,0,0,0,2809,0,0,0,0,0,"Transport, communications and information services"
2015-03-01,5,1,8,2,23,24,8,21527,3,34,38,2,0,0,0,0,0,0,0,1213,0,0,0,0,Financial intermediation
2015-03-01,2,0,8,0,18,12,10,6,4708,10,17,0,0,0,0,0,0,0,0,0,314,0,0,0,Real estate and housing services
2015-03-01,43,25,286,24,293,254,148,60,16,78861,221,15,0,0,0,0,0,0,0,0,0,5853,0,0,Business services
2015-03-01,18,4,50,6,77,137,41,75,22,213,84040,68,0,0,0,0,0,0,0,0,0,0,5090,0,Personal services
2015-03-01,4,1,2,1,5,6,1,3,1,8,64,9288,0,0,0,0,0,0,0,0,0,0,0,733,Public administration
2015-03-01,2551,8,190,7,213,237,74,3,32,139,84,25,27025,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2015-03-01,10,1012,11,3,65,18,15,3,1,33,11,0,0,5125,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2015-03-01,151,16,1949,6,371,389,96,20,7,286,141,10,0,0,26249,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2015-03-01,10,1,13,192,36,11,12,1,2,29,7,2,0,0,0,2057,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2015-03-01,222,45,369,31,5780,339,191,25,9,688,214,31,0,0,0,0,50574,0,0,0,0,0,0,0,Unemployment from Construction
2015-03-01,181,18,355,21,347,3901,201,54,37,571,405,41,0,0,0,0,0,60738,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2015-03-01,72,16,97,13,164,208,1657,22,5,233,142,15,0,0,0,0,0,0,23512,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2015-03-01,16,0,20,2,23,67,48,1000,8,93,63,6,0,0,0,0,0,0,0,10979,0,0,0,0,Unemployment from Financial intermediation
2015-03-01,5,0,10,1,27,27,6,8,119,27,27,1,0,0,0,0,0,0,0,0,2509,0,0,0,Unemployment from Real estate and housing services
2015-03-01,105,32,293,22,518,552,232,65,24,3043,433,27,0,0,0,0,0,0,0,0,0,45558,0,0,Unemployment from Business services
2015-03-01,69,6,106,8,161,268,87,39,30,375,4250,76,0,0,0,0,0,0,0,0,0,0,41175,0,Unemployment from Personal services
2015-03-01,7,0,10,0,22,25,8,3,1,16,85,444,0,0,0,0,0,0,0,0,0,0,0,4070,Unemployment from Public administration
2015-03-01,242,40,397,30,452,1073,356,99,32,687,536,50,103,6,68,8,112,178,40,7,4,177,97,10,Entry
2015-04-01,33438,8,58,2,53,63,28,9,2,51,13,11,4293,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2015-04-01,2,8639,9,2,23,11,9,1,0,9,3,0,0,1274,0,0,0,0,0,0,0,0,0,0,Mining
2015-04-01,36,10,61184,9,133,136,51,10,2,156,49,1,0,0,3444,0,0,0,0,0,0,0,0,0,Manufacturing
2015-04-01,0,3,6,5348,11,7,5,2,0,5,7,2,0,0,0,297,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2015-04-01,36,35,125,32,64217,86,54,9,15,250,64,8,0,0,0,0,7518,0,0,0,0,0,0,0,Construction
2015-04-01,53,9,158,7,120,114744,98,33,7,209,90,5,0,0,0,0,0,6390,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2015-04-01,24,6,44,13,67,104,56217,29,7,111,46,3,0,0,0,0,0,0,2860,0,0,0,0,0,"Transport, communications and information services"
2015-04-01,7,2,10,2,13,36,11,21537,2,51,22,0,0,0,0,0,0,0,0,1387,0,0,0,0,Financial intermediation
2015-04-01,3,0,6,0,30,10,3,5,4762,10,14,0,0,0,0,0,0,0,0,0,247,0,0,0,Real estate and housing services
2015-04-01,42,27,168,21,247,249,169,53,24,79419,189,9,0,0,0,0,0,0,0,0,0,5555,0,0,Business services
2015-04-01,15,3,58,13,53,98,59,25,11,181,87188,20,0,0,0,0,0,0,0,0,0,0,3331,0,Personal services
2015-04-01,4,0,4,2,17,3,1,0,0,4,17,9743,0,0,0,0,0,0,0,0,0,0,0,326,Public administration
2015-04-01,1884,7,180,7,208,237,60,13,6,120,59,33,28281,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2015-04-01,10,1031,13,1,54,9,14,2,2,35,11,6,0,5156,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2015-04-01,122,11,1799,15,332,333,109,12,13,266,118,10,0,0,26410,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2015-04-01,8,1,15,269,32,17,11,1,0,17,8,2,0,0,0,2077,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2015-04-01,177,32,339,44,5378,313,183,25,22,523,177,33,0,0,0,0,50287,0,0,0,0,0,0,0,Unemployment from Construction
2015-04-01,146,14,363,15,331,3972,238,77,35,593,374,43,0,0,0,0,0,61361,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2015-04-01,55,11,99,7,177,232,1614,36,12,255,123,4,0,0,0,0,0,0,23717,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2015-04-01,8,2,28,4,28,59,28,781,12,115,58,4,0,0,0,0,0,0,0,11059,0,0,0,0,Unemployment from Financial intermediation
2015-04-01,4,1,13,1,27,23,11,12,139,31,21,1,0,0,0,0,0,0,0,0,2538,0,0,0,Unemployment from Real estate and housing services
2015-04-01,111,20,267,26,545,622,252,76,26,3008,422,39,0,0,0,0,0,0,0,0,0,46133,0,0,Unemployment from Business services
2015-04-01,50,5,103,14,149,275,114,40,25,385,2443,56,0,0,0,0,0,0,0,0,0,0,42658,0,Unemployment from Personal services
2015-04-01,5,0,10,1,24,20,4,5,1,23,41,338,0,0,0,0,0,0,0,0,0,0,0,4339,Unemployment from Public administration
2015-04-01,206,46,470,33,429,1223,371,139,42,747,1623,159,88,9,49,2,117,165,29,16,4,128,102,7,Entry
2015-05-01,30935,3,46,2,44,65,24,0,4,40,14,9,5215,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2015-05-01,1,8990,9,0,38,7,12,1,1,21,0,0,0,840,0,0,0,0,0,0,0,0,0,0,Mining
2015-05-01,38,3,61706,4,149,129,38,6,3,113,35,1,0,0,3256,0,0,0,0,0,0,0,0,0,Manufacturing
2015-05-01,1,0,5,5471,11,3,3,3,0,12,2,1,0,0,0,368,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2015-05-01,29,31,113,16,64714,74,56,11,18,298,44,6,0,0,0,0,7219,0,0,0,0,0,0,0,Construction
2015-05-01,26,11,131,7,91,116265,89,43,13,196,88,6,0,0,0,0,0,5854,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2015-05-01,15,11,49,8,79,86,56518,24,5,107,45,2,0,0,0,0,0,0,2719,0,0,0,0,0,"Transport, communications and information services"
2015-05-01,1,1,11,0,10,19,16,21792,7,32,28,0,0,0,0,0,0,0,0,997,0,0,0,0,Financial intermediation
2015-05-01,2,0,2,2,15,18,3,6,4874,13,18,0,0,0,0,0,0,0,0,0,214,0,0,0,Real estate and housing services
2015-05-01,28,17,173,22,260,230,127,63,7,80092,197,6,0,0,0,0,0,0,0,0,0,5288,0,0,Business services
2015-05-01,14,3,74,3,44,86,48,28,10,159,89717,15,0,0,0,0,0,0,0,0,0,0,2912,0,Personal services
2015-05-01,1,1,0,0,8,14,2,5,0,8,18,10199,0,0,0,0,0,0,0,0,0,0,0,265,Public administration
2015-05-01,1699,8,133,11,198,201,91,4,13,115,85,31,30048,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2015-05-01,6,957,16,2,37,16,18,2,1,37,17,1,0,5326,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2015-05-01,103,9,1466,13,372,321,92,20,8,242,126,15,0,0,27090,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2015-05-01,4,1,10,149,35,16,7,3,1,20,11,2,0,0,0,2115,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2015-05-01,146,45,257,39,5152,289,162,23,20,557,192,45,0,0,0,0,50946,0,0,0,0,0,0,0,Unemployment from Construction
2015-05-01,113,9,304,18,348,3595,218,67,27,521,340,31,0,0,0,0,0,62273,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2015-05-01,49,10,103,19,175,207,1347,21,8,237,109,15,0,0,0,0,0,0,24282,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2015-05-01,7,1,21,3,24,71,24,956,6,89,40,6,0,0,0,0,0,0,0,11201,0,0,0,0,Unemployment from Financial intermediation
2015-05-01,5,2,3,3,27,26,5,6,92,22,10,1,0,0,0,0,0,0,0,0,2583,0,0,0,Unemployment from Real estate and housing services
2015-05-01,100,25,233,17,520,502,254,79,28,2662,386,30,0,0,0,0,0,0,0,0,0,46932,0,0,Unemployment from Business services
2015-05-01,36,2,92,13,180,218,85,45,15,325,1858,37,0,0,0,0,0,0,0,0,0,0,43151,0,Unemployment from Personal services
2015-05-01,6,0,4,0,21,20,9,5,1,11,38,191,0,0,0,0,0,0,0,0,0,0,0,4358,Unemployment from Public administration
2015-05-01,177,37,471,38,432,1168,341,136,43,754,977,143,64,5,51,5,116,142,35,7,6,128,74,11,Entry
2015-06-01,30172,1,60,0,48,37,29,6,4,47,9,0,3087,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2015-06-01,2,9310,3,1,19,1,6,1,1,13,3,0,0,810,0,0,0,0,0,0,0,0,0,0,Mining
2015-06-01,39,8,61650,5,132,111,39,10,2,97,32,3,0,0,3250,0,0,0,0,0,0,0,0,0,Manufacturing
2015-06-01,1,2,2,5614,11,2,1,5,2,7,0,0,0,0,0,208,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2015-06-01,31,32,122,26,64540,92,59,11,26,232,40,4,0,0,0,0,7703,0,0,0,0,0,0,0,Construction
2015-06-01,41,10,100,6,106,117152,107,20,12,188,97,4,0,0,0,0,0,5739,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2015-06-01,21,12,24,10,54,70,56525,29,1,109,49,0,0,0,0,0,0,0,2631,0,0,0,0,0,"Transport, communications and information services"
2015-06-01,5,2,5,2,15,29,17,22344,5,32,21,1,0,0,0,0,0,0,0,858,0,0,0,0,Financial intermediation
2015-06-01,3,1,1,0,21,14,2,2,4829,12,10,0,0,0,0,0,0,0,0,0,304,0,0,0,Real estate and housing services
2015-06-01,36,30,140,14,253,206,168,65,11,80356,159,10,0,0,0,0,0,0,0,0,0,5177,0,0,Business services
2015-06-01,12,10,51,6,55,105,45,29,4,158,90754,9,0,0,0,0,0,0,0,0,0,0,3106,0,Personal services
2015-06-01,2,0,1,1,7,4,1,0,0,4,19,10408,0,0,0,0,0,0,0,0,0,0,0,332,Public administration
2015-06-01,2860,8,164,10,230,203,74,8,5,137,71,20,31498,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2015-06-01,7,813,16,3,53,14,17,0,0,29,5,2,0,5208,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2015-06-01,123,6,1486,15,312,314,91,13,7,245,95,9,0,0,27656,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2015-06-01,3,1,14,226,37,16,8,3,0,20,10,2,0,0,0,2146,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2015-06-01,178,25,290,58,5145,289,208,22,28,513,164,18,0,0,0,0,51276,0,0,0,0,0,0,0,Unemployment from Construction
2015-06-01,152,13,291,15,333,3193,206,50,29,542,301,17,0,0,0,0,0,63087,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2015-06-01,51,11,105,8,160,187,1346,38,7,256,81,8,0,0,0,0,0,0,24752,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2015-06-01,20,0,22,3,22,70,28,630,4,91,38,1,0,0,0,0,0,0,0,11266,0,0,0,0,Unemployment from Financial intermediation
2015-06-01,2,1,10,2,17,26,10,5,76,23,19,1,0,0,0,0,0,0,0,0,2608,0,0,0,Unemployment from Real estate and housing services
2015-06-01,110,30,237,36,512,489,230,101,28,2719,390,20,0,0,0,0,0,0,0,0,0,47409,0,0,Unemployment from Business services
2015-06-01,45,4,82,10,143,226,98,27,12,298,1593,39,0,0,0,0,0,0,0,0,0,0,43527,0,Unemployment from Personal services
2015-06-01,6,0,1,0,14,10,3,1,2,19,33,165,0,0,0,0,0,0,0,0,0,0,0,4377,Unemployment from Public administration
2015-06-01,160,35,396,42,409,1077,323,146,37,703,794,114,42,4,42,5,103,145,27,15,5,90,87,21,Entry
2015-07-01,28018,0,30,1,33,33,9,2,3,20,11,0,5880,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2015-07-01,3,9195,5,1,22,2,7,1,0,16,3,1,0,1104,0,0,0,0,0,0,0,0,0,0,Mining
2015-07-01,35,8,60103,5,103,108,30,7,4,100,22,1,0,0,4699,0,0,0,0,0,0,0,0,0,Manufacturing
2015-07-01,0,0,1,5678,19,6,4,1,1,7,11,0,0,0,0,381,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2015-07-01,26,17,108,32,62226,242,86,15,15,197,44,1,0,0,0,0,9568,0,0,0,0,0,0,0,Construction
2015-07-01,72,15,93,6,98,110334,71,113,13,169,71,4,0,0,0,0,0,12791,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2015-07-01,11,6,45,4,69,73,52922,14,3,110,33,0,0,0,0,0,0,0,6302,0,0,0,0,0,"Transport, communications and information services"
2015-07-01,1,0,3,1,6,27,12,22104,6,39,20,0,0,0,0,0,0,0,0,1335,0,0,0,0,Financial intermediation
2015-07-01,0,37,3,0,21,4,4,5,4669,12,7,0,0,0,0,0,0,0,0,0,369,0,0,0,Real estate and housing services
2015-07-01,28,26,153,23,198,207,123,68,10,77790,156,7,0,0,0,0,0,0,0,0,0,7981,0,0,Business services
2015-07-01,17,2,36,5,56,85,58,31,10,155,87133,15,0,0,0,0,0,0,0,0,0,0,7122,0,Personal services
2015-07-01,4,0,0,1,3,3,2,1,0,7,8,9193,0,0,0,0,0,0,0,0,0,0,0,1624,Public administration
2015-07-01,2379,2,153,10,182,158,42,17,12,96,43,13,31481,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2015-07-01,14,623,11,2,45,13,11,3,1,41,8,0,0,5244,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2015-07-01,117,14,1301,19,292,244,85,13,11,245,76,3,0,0,28508,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2015-07-01,3,3,6,117,37,15,11,0,0,14,6,1,0,0,0,2146,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2015-07-01,155,27,266,65,4642,247,155,17,11,493,124,9,0,0,0,0,52802,0,0,0,0,0,0,0,Unemployment from Construction
2015-07-01,130,16,262,16,282,2768,183,68,24,471,237,12,0,0,0,0,0,64461,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2015-07-01,37,4,93,7,154,184,1289,26,2,208,81,5,0,0,0,0,0,0,25291,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2015-07-01,11,0,18,2,31,65,27,563,7,91,34,1,0,0,0,0,0,0,0,11270,0,0,0,0,Unemployment from Financial intermediation
2015-07-01,3,1,9,2,18,22,6,8,85,20,9,0,0,0,0,0,0,0,0,0,2733,0,0,0,Unemployment from Real estate and housing services
2015-07-01,92,24,226,27,527,463,195,88,12,2308,280,9,0,0,0,0,0,0,0,0,0,48373,0,0,Unemployment from Business services
2015-07-01,44,4,86,7,139,201,78,26,11,299,1445,25,0,0,0,0,0,0,0,0,0,0,44306,0,Unemployment from Personal services
2015-07-01,5,0,4,0,20,11,5,2,1,17,20,92,0,0,0,0,0,0,0,0,0,0,0,4551,Unemployment from Public administration
2015-07-01,150,54,348,28,431,947,294,137,29,637,653,67,62,9,53,3,131,211,61,8,4,146,128,25,Entry
2015-08-01,28607,3,26,1,36,23,8,4,0,22,12,3,2571,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2015-08-01,0,8889,4,1,12,8,4,0,0,14,3,0,0,1136,0,0,0,0,0,0,0,0,0,0,Mining
2015-08-01,43,2,59954,12,96,103,27,5,1,64,22,1,0,0,2983,0,0,0,0,0,0,0,0,0,Manufacturing
2015-08-01,2,0,2,5764,13,5,1,3,1,11,3,1,0,0,0,249,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2015-08-01,16,20,93,31,61647,70,47,6,15,241,51,3,0,0,0,0,7349,0,0,0,0,0,0,0,Construction
2015-08-01,23,6,99,5,85,110153,73,42,3,142,81,5,0,0,0,0,0,5678,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2015-08-01,17,7,23,2,56,75,52562,17,4,147,36,2,0,0,0,0,0,0,2707,0,0,0,0,0,"Transport, communications and information services"
2015-08-01,5,1,4,1,6,25,19,22192,6,31,12,1,0,0,0,0,0,0,0,1019,0,0,0,0,Financial intermediation
2015-08-01,1,0,2,0,19,8,3,6,4661,13,8,0,0,0,0,0,0,0,0,0,211,0,0,0,Real estate and housing services
2015-08-01,22,20,132,19,199,223,141,155,16,77489,170,6,0,0,0,0,0,0,0,0,0,4903,0,0,Business services
2015-08-01,4,2,35,8,56,84,46,22,4,151,87034,16,0,0,0,0,0,0,0,0,0,0,2997,0,Personal services
2015-08-01,0,0,0,0,5,1,2,0,0,7,25,9109,0,0,0,0,0,0,0,0,0,0,0,303,Public administration
2015-08-01,1690,3,90,11,188,145,39,7,1,106,69,4,35023,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2015-08-01,9,556,17,8,45,15,17,3,0,35,5,0,0,5639,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2015-08-01,100,13,1866,12,318,297,102,15,13,261,103,3,0,0,30121,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2015-08-01,0,2,8,112,29,8,9,3,1,23,4,1,0,0,0,2329,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
