Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income
2016-06-01,1,"Agriculture, forestry and fishing",529377.25
2016-06-01,2,Mining,1403283.45
2016-06-01,3,Manufacturing,725604.02
2016-06-01,4,"Electricity, gas, water and waste management",891932.8
2016-06-01,5,Construction,678149.82
2016-06-01,6,"Wholesale and retail trade, accommodation and food services",634979.2
2016-06-01,7,"Transport, communications and information services",762247.12
2016-06-01,8,Financial intermediation,1101965.8
2016-06-01,9,Real estate and housing services,747667.9
2016-06-01,10,Business services,716501.27
2016-06-01,11,Personal services,709504.96
2016-06-01,12,Public administration,572732.15
2016-07-01,1,"Agriculture, forestry and fishing",575924.63
2016-07-01,2,Mining,1435723.01
2016-07-01,3,Manufacturing,753773.6
2016-07-01,4,"Electricity, gas, water and waste management",919852.32
2016-07-01,5,Construction,709024.72
2016-07-01,6,"Wholesale and retail trade, accommodation and food services",674779.97
2016-07-01,7,"Transport, communications and information services",818012.38
2016-07-01,8,Financial intermediation,1117701.56
2016-07-01,9,Real estate and housing services,776779.47
2016-07-01,10,Business services,750483.95
2016-07-01,11,Personal services,740197.97
2016-07-01,12,Public administration,605463.8
2016-08-01,1,"Agriculture, forestry and fishing",579901.26
2016-08-01,2,Mining,1403100.9
2016-08-01,3,Manufacturing,755037.4
2016-08-01,4,"Electricity, gas, water and waste management",927865.6
2016-08-01,5,Construction,706392.99
2016-08-01,6,"Wholesale and retail trade, accommodation and food services",668437.72
2016-08-01,7,"Transport, communications and information services",816460.38
2016-08-01,8,Financial intermediation,1119614.74
2016-08-01,9,Real estate and housing services,784948.44
2016-08-01,10,Business services,741107.77
2016-08-01,11,Personal services,752679.46
2016-08-01,12,Public administration,601627.04
2016-09-01,1,"Agriculture, forestry and fishing",607355.67
2016-09-01,2,Mining,1513586.45
2016-09-01,3,Manufacturing,803702.79
2016-09-01,4,"Electricity, gas, water and waste management",968387.04
2016-09-01,5,Construction,727321.87
2016-09-01,6,"Wholesale and retail trade, accommodation and food services",696234.16
2016-09-01,7,"Transport, communications and information services",854813.97
2016-09-01,8,Financial intermediation,1184221.0
2016-09-01,9,Real estate and housing services,824398.59
2016-09-01,10,Business services,771237.77
2016-09-01,11,Personal services,774809.87
2016-09-01,12,Public administration,624669.27
2016-10-01,1,"Agriculture, forestry and fishing",576610.69
2016-10-01,2,Mining,1455414.2
2016-10-01,3,Manufacturing,752056.88
2016-10-01,4,"Electricity, gas, water and waste management",934828.98
2016-10-01,5,Construction,711565.31
2016-10-01,6,"Wholesale and retail trade, accommodation and food services",670102.24
2016-10-01,7,"Transport, communications and information services",823678.99
2016-10-01,8,Financial intermediation,1139343.41
2016-10-01,9,Real estate and housing services,776198.7
2016-10-01,10,Business services,744863.05
2016-10-01,11,Personal services,738336.58
2016-10-01,12,Public administration,601633.39
2016-11-01,1,"Agriculture, forestry and fishing",591969.85
2016-11-01,2,Mining,1452530.73
2016-11-01,3,Manufacturing,772964.1
2016-11-01,4,"Electricity, gas, water and waste management",940101.45
2016-11-01,5,Construction,727064.7
2016-11-01,6,"Wholesale and retail trade, accommodation and food services",675826.51
2016-11-01,7,"Transport, communications and information services",831024.06
2016-11-01,8,Financial intermediation,1142371.38
2016-11-01,9,Real estate and housing services,791265.69
2016-11-01,10,Business services,754335.11
2016-11-01,11,Personal services,744382.27
2016-11-01,12,Public administration,604918.95
2016-12-01,1,"Agriculture, forestry and fishing",617776.89
2016-12-01,2,Mining,1518708.38
2016-12-01,3,Manufacturing,841635.12
2016-12-01,4,"Electricity, gas, water and waste management",1009675.48
2016-12-01,5,Construction,750056.69
2016-12-01,6,"Wholesale and retail trade, accommodation and food services",721921.11
2016-12-01,7,"Transport, communications and information services",886728.93
2016-12-01,8,Financial intermediation,1252698.24
2016-12-01,9,Real estate and housing services,834273.83
2016-12-01,10,Business services,782986.86
2016-12-01,11,Personal services,812974.76
2016-12-01,12,Public administration,669242.55
2017-01-01,1,"Agriculture, forestry and fishing",563142.6
2017-01-01,2,Mining,1410435.9
2017-01-01,3,Manufacturing,791440.36
2017-01-01,4,"Electricity, gas, water and waste management",952866.92
2017-01-01,5,Construction,714526.77
2017-01-01,6,"Wholesale and retail trade, accommodation and food services",680173.7
2017-01-01,7,"Transport, communications and information services",818761.06
2017-01-01,8,Financial intermediation,1183502.9
2017-01-01,9,Real estate and housing services,793152.68
2017-01-01,10,Business services,747620.58
2017-01-01,11,Personal services,754780.66
2017-01-01,12,Public administration,597028.95
2017-02-01,1,"Agriculture, forestry and fishing",566833.34
2017-02-01,2,Mining,1405712.43
2017-02-01,3,Manufacturing,778400.02
2017-02-01,4,"Electricity, gas, water and waste management",949605.19
2017-02-01,5,Construction,712772.59
2017-02-01,6,"Wholesale and retail trade, accommodation and food services",667947.4
2017-02-01,7,"Transport, communications and information services",808905.55
2017-02-01,8,Financial intermediation,1190189.08
2017-02-01,9,Real estate and housing services,793074.47
2017-02-01,10,Business services,741059.17
2017-02-01,11,Personal services,738225.56
2017-02-01,12,Public administration,588655.53
2017-03-01,1,"Agriculture, forestry and fishing",575382.31
2017-03-01,2,Mining,1418655.01
2017-03-01,3,Manufacturing,780415.8
2017-03-01,4,"Electricity, gas, water and waste management",940479.91
2017-03-01,5,Construction,721867.34
2017-03-01,6,"Wholesale and retail trade, accommodation and food services",671321.09
2017-03-01,7,"Transport, communications and information services",808269.38
2017-03-01,8,Financial intermediation,1157023.85
2017-03-01,9,Real estate and housing services,797915.26
2017-03-01,10,Business services,743578.65
2017-03-01,11,Personal services,756923.6
2017-03-01,12,Public administration,600871.46
2017-04-01,1,"Agriculture, forestry and fishing",570127.49
2017-04-01,2,Mining,1484212.27
2017-04-01,3,Manufacturing,778307.71
2017-04-01,4,"Electricity, gas, water and waste management",939844.64
2017-04-01,5,Construction,731625.87
2017-04-01,6,"Wholesale and retail trade, accommodation and food services",673684.0
2017-04-01,7,"Transport, communications and information services",808101.45
2017-04-01,8,Financial intermediation,1194479.77
2017-04-01,9,Real estate and housing services,795772.98
2017-04-01,10,Business services,754478.09
2017-04-01,11,Personal services,748859.55
2017-04-01,12,Public administration,594225.81
2017-05-01,1,"Agriculture, forestry and fishing",573861.65
2017-05-01,2,Mining,1478627.24
2017-05-01,3,Manufacturing,773075.7
2017-05-01,4,"Electricity, gas, water and waste management",929823.3
2017-05-01,5,Construction,730295.58
2017-05-01,6,"Wholesale and retail trade, accommodation and food services",667828.39
2017-05-01,7,"Transport, communications and information services",805116.82
2017-05-01,8,Financial intermediation,1156440.59
2017-05-01,9,Real estate and housing services,792624.04
2017-05-01,10,Business services,748621.56
2017-05-01,11,Personal services,744444.71
2017-05-01,12,Public administration,597396.88
2017-06-01,1,"Agriculture, forestry and fishing",559826.75
2017-06-01,2,Mining,1470858.3
2017-06-01,3,Manufacturing,768512.91
2017-06-01,4,"Electricity, gas, water and waste management",927948.43
2017-06-01,5,Construction,716043.15
2017-06-01,6,"Wholesale and retail trade, accommodation and food services",665045.02
2017-06-01,7,"Transport, communications and information services",801410.13
2017-06-01,8,Financial intermediation,1158285.13
2017-06-01,9,Real estate and housing services,800070.68
2017-06-01,10,Business services,745854.44
2017-06-01,11,Personal services,757556.08
2017-06-01,12,Public administration,614520.25
2017-07-01,1,"Agriculture, forestry and fishing",568959.95
2017-07-01,2,Mining,1442122.93
2017-07-01,3,Manufacturing,778960.59
2017-07-01,4,"Electricity, gas, water and waste management",949382.13
2017-07-01,5,Construction,724989.81
2017-07-01,6,"Wholesale and retail trade, accommodation and food services",676212.34
2017-07-01,7,"Transport, communications and information services",816790.47
2017-07-01,8,Financial intermediation,1164381.45
2017-07-01,9,Real estate and housing services,806709.34
2017-07-01,10,Business services,756625.47
2017-07-01,11,Personal services,755328.8
2017-07-01,12,Public administration,600671.29
2017-08-01,1,"Agriculture, forestry and fishing",574174.76
2017-08-01,2,Mining,1482594.05
2017-08-01,3,Manufacturing,784144.43
2017-08-01,4,"Electricity, gas, water and waste management",950600.78
2017-08-01,5,Construction,726083.61
2017-08-01,6,"Wholesale and retail trade, accommodation and food services",679086.51
2017-08-01,7,"Transport, communications and information services",815303.99
2017-08-01,8,Financial intermediation,1163082.52
2017-08-01,9,Real estate and housing services,817425.46
2017-08-01,10,Business services,754724.75
2017-08-01,11,Personal services,750446.37
2017-08-01,12,Public administration,602864.64
2017-09-01,1,"Agriculture, forestry and fishing",601482.05
2017-09-01,2,Mining,1556564.31
2017-09-01,3,Manufacturing,834926.52
2017-09-01,4,"Electricity, gas, water and waste management",999108.95
2017-09-01,5,Construction,745001.46
2017-09-01,6,"Wholesale and retail trade, accommodation and food services",714307.92
2017-09-01,7,"Transport, communications and information services",849248.53
2017-09-01,8,Financial intermediation,1231253.76
2017-09-01,9,Real estate and housing services,849026.01
2017-09-01,10,Business services,783543.42
2017-09-01,11,Personal services,785123.96
2017-09-01,12,Public administration,626118.12
2017-10-01,1,"Agriculture, forestry and fishing",578386.93
2017-10-01,2,Mining,1503830.76
2017-10-01,3,Manufacturing,784621.35
2017-10-01,4,"Electricity, gas, water and waste management",959361.4
2017-10-01,5,Construction,730246.34
2017-10-01,6,"Wholesale and retail trade, accommodation and food services",677663.55
2017-10-01,7,"Transport, communications and information services",821930.65
2017-10-01,8,Financial intermediation,1189136.42
2017-10-01,9,Real estate and housing services,816076.53
2017-10-01,10,Business services,757292.76
2017-10-01,11,Personal services,751548.43
2017-10-01,12,Public administration,606292.48
2017-11-01,1,"Agriculture, forestry and fishing",586229.45
2017-11-01,2,Mining,1521913.76
2017-11-01,3,Manufacturing,803927.07
2017-11-01,4,"Electricity, gas, water and waste management",957909.5
2017-11-01,5,Construction,740407.86
2017-11-01,6,"Wholesale and retail trade, accommodation and food services",686364.0
2017-11-01,7,"Transport, communications and information services",826276.16
2017-11-01,8,Financial intermediation,1172400.38
2017-11-01,9,Real estate and housing services,818029.61
2017-11-01,10,Business services,768814.57
2017-11-01,11,Personal services,755100.05
2017-11-01,12,Public administration,606170.52
2017-12-01,1,"Agriculture, forestry and fishing",625022.8
2017-12-01,2,Mining,1584777.89
2017-12-01,3,Manufacturing,871001.29
2017-12-01,4,"Electricity, gas, water and waste management",1017586.01
2017-12-01,5,Construction,755344.4
2017-12-01,6,"Wholesale and retail trade, accommodation and food services",726566.61
2017-12-01,7,"Transport, communications and information services",879069.24
2017-12-01,8,Financial intermediation,1286791.8
2017-12-01,9,Real estate and housing services,876763.36
2017-12-01,10,Business services,797757.7
2017-12-01,11,Personal services,817841.77
2017-12-01,12,Public administration,642292.54
2018-01-01,1,"Agriculture, forestry and fishing",594075.18
2018-01-01,2,Mining,1528550.97
2018-01-01,3,Manufacturing,837238.96
2018-01-01,4,"Electricity, gas, water and waste management",1006551.92
2018-01-01,5,Construction,735086.84
2018-01-01,6,"Wholesale and retail trade, accommodation and food services",707207.2
2018-01-01,7,"Transport, communications and information services",855363.76
2018-01-01,8,Financial intermediation,1245125.41
2018-01-01,9,Real estate and housing services,836006.39
2018-01-01,10,Business services,781975.66
2018-01-01,11,Personal services,781301.52
2018-01-01,12,Public administration,626063.15
2018-02-01,1,"Agriculture, forestry and fishing",591233.87
2018-02-01,2,Mining,1515994.88
2018-02-01,3,Manufacturing,820222.44
2018-02-01,4,"Electricity, gas, water and waste management",969675.1
2018-02-01,5,Construction,732716.96
2018-02-01,6,"Wholesale and retail trade, accommodation and food services",695709.17
2018-02-01,7,"Transport, communications and information services",851419.06
2018-02-01,8,Financial intermediation,1254347.0
2018-02-01,9,Real estate and housing services,835713.95
2018-02-01,10,Business services,771713.33
2018-02-01,11,Personal services,770672.86
2018-02-01,12,Public administration,622739.7
2018-03-01,1,"Agriculture, forestry and fishing",607562.61
2018-03-01,2,Mining,1587222.96
2018-03-01,3,Manufacturing,819485.48
2018-03-01,4,"Electricity, gas, water and waste management",975352.37
2018-03-01,5,Construction,740307.34
2018-03-01,6,"Wholesale and retail trade, accommodation and food services",701989.18
2018-03-01,7,"Transport, communications and information services",845715.14
2018-03-01,8,Financial intermediation,1224288.36
2018-03-01,9,Real estate and housing services,839289.3
2018-03-01,10,Business services,777614.84
2018-03-01,11,Personal services,789034.36
2018-03-01,12,Public administration,635176.91
2018-04-01,1,"Agriculture, forestry and fishing",603612.23
2018-04-01,2,Mining,1548779.55
2018-04-01,3,Manufacturing,820267.09
2018-04-01,4,"Electricity, gas, water and waste management",979876.07
2018-04-01,5,Construction,741245.92
2018-04-01,6,"Wholesale and retail trade, accommodation and food services",699179.45
2018-04-01,7,"Transport, communications and information services",846336.96
2018-04-01,8,Financial intermediation,1249958.32
2018-04-01,9,Real estate and housing services,845275.07
2018-04-01,10,Business services,779181.69
2018-04-01,11,Personal services,780368.52
2018-04-01,12,Public administration,626376.57
2018-05-01,1,"Agriculture, forestry and fishing",603996.35
2018-05-01,2,Mining,1583631.49
2018-05-01,3,Manufacturing,812227.28
2018-05-01,4,"Electricity, gas, water and waste management",971113.1
2018-05-01,5,Construction,748435.23
2018-05-01,6,"Wholesale and retail trade, accommodation and food services",696808.63
2018-05-01,7,"Transport, communications and information services",837271.32
2018-05-01,8,Financial intermediation,1223517.3
2018-05-01,9,Real estate and housing services,839909.16
2018-05-01,10,Business services,780352.73
2018-05-01,11,Personal services,775576.93
2018-05-01,12,Public administration,624015.55
2018-06-01,1,"Agriculture, forestry and fishing",594571.23
2018-06-01,2,Mining,1521607.31
2018-06-01,3,Manufacturing,809850.67
2018-06-01,4,"Electricity, gas, water and waste management",958102.8
2018-06-01,5,Construction,734170.89
2018-06-01,6,"Wholesale and retail trade, accommodation and food services",695089.18
2018-06-01,7,"Transport, communications and information services",836206.67
2018-06-01,8,Financial intermediation,1229669.19
2018-06-01,9,Real estate and housing services,836534.16
2018-06-01,10,Business services,778267.94
2018-06-01,11,Personal services,786417.29
2018-06-01,12,Public administration,637980.73
2018-07-01,1,"Agriculture, forestry and fishing",596670.34
2018-07-01,2,Mining,1586671.23
2018-07-01,3,Manufacturing,814732.19
2018-07-01,4,"Electricity, gas, water and waste management",976143.37
2018-07-01,5,Construction,748825.16
2018-07-01,6,"Wholesale and retail trade, accommodation and food services",708388.46
2018-07-01,7,"Transport, communications and information services",847670.58
2018-07-01,8,Financial intermediation,1231280.14
2018-07-01,9,Real estate and housing services,844738.96
2018-07-01,10,Business services,785491.06
2018-07-01,11,Personal services,781112.0
2018-07-01,12,Public administration,631475.99
2018-08-01,1,"Agriculture, forestry and fishing",647275.77
2018-08-01,2,Mining,1554207.95
2018-08-01,3,Manufacturing,839926.11
2018-08-01,4,"Electricity, gas, water and waste management",988901.97
2018-08-01,5,Construction,770543.75
2018-08-01,6,"Wholesale and retail trade, accommodation and food services",728919.54
2018-08-01,7,"Transport, communications and information services",890840.35
2018-08-01,8,Financial intermediation,1243654.28
2018-08-01,9,Real estate and housing services,872279.01
2018-08-01,10,Business services,806840.93
2018-08-01,11,Personal services,808762.04
2018-08-01,12,Public administration,669678.22
2018-09-01,1,"Agriculture, forestry and fishing",687058.87
2018-09-01,2,Mining,1684351.51
2018-09-01,3,Manufacturing,896892.32
2018-09-01,4,"Electricity, gas, water and waste management",1055838.97
2018-09-01,5,Construction,804509.05
2018-09-01,6,"Wholesale and retail trade, accommodation and food services",767436.12
2018-09-01,7,"Transport, communications and information services",931823.83
2018-09-01,8,Financial intermediation,1320972.49
2018-09-01,9,Real estate and housing services,913067.41
2018-09-01,10,Business services,839975.28
2018-09-01,11,Personal services,850522.54
2018-09-01,12,Public administration,703298.25
2018-10-01,1,"Agriculture, forestry and fishing",650706.18
2018-10-01,2,Mining,1583891.49
2018-10-01,3,Manufacturing,846888.26
2018-10-01,4,"Electricity, gas, water and waste management",1010032.57
2018-10-01,5,Construction,782398.41
2018-10-01,6,"Wholesale and retail trade, accommodation and food services",740861.84
2018-10-01,7,"Transport, communications and information services",903923.81
2018-10-01,8,Financial intermediation,1268582.77
2018-10-01,9,Real estate and housing services,891613.81
2018-10-01,10,Business services,813234.13
2018-10-01,11,Personal services,815241.37
2018-10-01,12,Public administration,685120.84
2018-11-01,1,"Agriculture, forestry and fishing",657320.55
2018-11-01,2,Mining,1678733.97
2018-11-01,3,Manufacturing,858482.48
2018-11-01,4,"Electricity, gas, water and waste management",1015495.46
2018-11-01,5,Construction,797946.31
2018-11-01,6,"Wholesale and retail trade, accommodation and food services",746558.09
2018-11-01,7,"Transport, communications and information services",911298.84
2018-11-01,8,Financial intermediation,1269774.64
2018-11-01,9,Real estate and housing services,903387.4
2018-11-01,10,Business services,827484.88
2018-11-01,11,Personal services,821347.14
2018-11-01,12,Public administration,684382.04
2018-12-01,1,"Agriculture, forestry and fishing",726032.99
2018-12-01,2,Mining,2115430.65
2018-12-01,3,Manufacturing,1018241.01
2018-12-01,4,"Electricity, gas, water and waste management",1249832.61
2018-12-01,5,Construction,880605.06
2018-12-01,6,"Wholesale and retail trade, accommodation and food services",863598.53
2018-12-01,7,"Transport, communications and information services",1050089.38
2018-12-01,8,Financial intermediation,1635275.35
2018-12-01,9,Real estate and housing services,1105551.72
2018-12-01,10,Business services,941409.75
2018-12-01,11,Personal services,936641.95
2018-12-01,12,Public administration,745818.57
2019-01-01,1,"Agriculture, forestry and fishing",685499.12
2019-01-01,2,Mining,2105335.04
2019-01-01,3,Manufacturing,978697.24
2019-01-01,4,"Electricity, gas, water and waste management",1205248.97
2019-01-01,5,Construction,840311.6
2019-01-01,6,"Wholesale and retail trade, accommodation and food services",826088.69
2019-01-01,7,"Transport, communications and information services",1011522.05
2019-01-01,8,Financial intermediation,1527727.65
2019-01-01,9,Real estate and housing services,1054446.62
2019-01-01,10,Business services,913850.73
2019-01-01,11,Personal services,889376.67
2019-01-01,12,Public administration,714730.0
2019-02-01,1,"Agriculture, forestry and fishing",687109.14
2019-02-01,2,Mining,1938397.97
2019-02-01,3,Manufacturing,942398.16
2019-02-01,4,"Electricity, gas, water and waste management",1180589.82
2019-02-01,5,Construction,830890.77
2019-02-01,6,"Wholesale and retail trade, accommodation and food services",808582.41
2019-02-01,7,"Transport, communications and information services",1004064.75
2019-02-01,8,Financial intermediation,1570270.19
2019-02-01,9,Real estate and housing services,1040676.37
2019-02-01,10,Business services,902596.49
2019-02-01,11,Personal services,870480.39
2019-02-01,12,Public administration,709926.55
2019-03-01,1,"Agriculture, forestry and fishing",677391.4
2019-03-01,2,Mining,2027533.78
2019-03-01,3,Manufacturing,938789.12
2019-03-01,4,"Electricity, gas, water and waste management",1174418.7
2019-03-01,5,Construction,829178.79
2019-03-01,6,"Wholesale and retail trade, accommodation and food services",801668.77
2019-03-01,7,"Transport, communications and information services",980086.85
2019-03-01,8,Financial intermediation,1532189.18
2019-03-01,9,Real estate and housing services,1029832.08
2019-03-01,10,Business services,898092.22
2019-03-01,11,Personal services,876042.93
2019-03-01,12,Public administration,696008.41
2019-04-01,1,"Agriculture, forestry and fishing",675944.23
2019-04-01,2,Mining,2004165.47
2019-04-01,3,Manufacturing,940020.63
2019-04-01,4,"Electricity, gas, water and waste management",1154412.68
2019-04-01,5,Construction,837376.31
2019-04-01,6,"Wholesale and retail trade, accommodation and food services",801181.89
2019-04-01,7,"Transport, communications and information services",969515.48
2019-04-01,8,Financial intermediation,1558297.43
2019-04-01,9,Real estate and housing services,1041456.23
2019-04-01,10,Business services,904795.35
2019-04-01,11,Personal services,864325.39
2019-04-01,12,Public administration,692446.55
2019-05-01,1,"Agriculture, forestry and fishing",681639.88
2019-05-01,2,Mining,1983831.52
2019-05-01,3,Manufacturing,934365.48
2019-05-01,4,"Electricity, gas, water and waste management",1177653.63
2019-05-01,5,Construction,838488.22
2019-05-01,6,"Wholesale and retail trade, accommodation and food services",793505.01
2019-05-01,7,"Transport, communications and information services",965371.87
2019-05-01,8,Financial intermediation,1517048.28
2019-05-01,9,Real estate and housing services,1032693.41
2019-05-01,10,Business services,910993.34
2019-05-01,11,Personal services,861145.41
2019-05-01,12,Public administration,685837.97
2019-06-01,1,"Agriculture, forestry and fishing",636489.89
2019-06-01,2,Mining,1605033.15
2019-06-01,3,Manufacturing,860183.77
2019-06-01,4,"Electricity, gas, water and waste management",1008530.54
2019-06-01,5,Construction,782560.47
2019-06-01,6,"Wholesale and retail trade, accommodation and food services",732799.57
2019-06-01,7,"Transport, communications and information services",887252.92
2019-06-01,8,Financial intermediation,1316958.17
2019-06-01,9,Real estate and housing services,914011.85
2019-06-01,10,Business services,824494.66
2019-06-01,11,Personal services,828067.1
2019-06-01,12,Public administration,680004.93
2019-07-01,1,"Agriculture, forestry and fishing",667650.97
2019-07-01,2,Mining,1935077.05
2019-07-01,3,Manufacturing,940139.98
2019-07-01,4,"Electricity, gas, water and waste management",1153401.76
2019-07-01,5,Construction,836523.94
2019-07-01,6,"Wholesale and retail trade, accommodation and food services",804575.76
2019-07-01,7,"Transport, communications and information services",991873.07
2019-07-01,8,Financial intermediation,1525552.37
2019-07-01,9,Real estate and housing services,1037750.58
2019-07-01,10,Business services,913668.45
2019-07-01,11,Personal services,870995.59
2019-07-01,12,Public administration,690147.11
2019-08-01,1,"Agriculture, forestry and fishing",670971.99
2019-08-01,2,Mining,2012247.24
2019-08-01,3,Manufacturing,941681.93
2019-08-01,4,"Electricity, gas, water and waste management",1150948.82
2019-08-01,5,Construction,833727.86
2019-08-01,6,"Wholesale and retail trade, accommodation and food services",799692.51
2019-08-01,7,"Transport, communications and information services",974315.39
2019-08-01,8,Financial intermediation,1534124.92
2019-08-01,9,Real estate and housing services,1047693.83
2019-08-01,10,Business services,916299.77
2019-08-01,11,Personal services,867114.14
2019-08-01,12,Public administration,686786.47
2019-09-01,1,"Agriculture, forestry and fishing",720898.43
2019-09-01,2,Mining,2125073.98
2019-09-01,3,Manufacturing,1011685.36
2019-09-01,4,"Electricity, gas, water and waste management",1230303.57
2019-09-01,5,Construction,873506.4
2019-09-01,6,"Wholesale and retail trade, accommodation and food services",840031.34
2019-09-01,7,"Transport, communications and information services",1023675.35
2019-09-01,8,Financial intermediation,1620719.62
2019-09-01,9,Real estate and housing services,1092819.48
2019-09-01,10,Business services,957028.11
2019-09-01,11,Personal services,917872.89
2019-09-01,12,Public administration,718553.17
2019-10-01,1,"Agriculture, forestry and fishing",679626.4
2019-10-01,2,Mining,1962725.35
2019-10-01,3,Manufacturing,951567.88
2019-10-01,4,"Electricity, gas, water and waste management",1170875.88
2019-10-01,5,Construction,836284.74
2019-10-01,6,"Wholesale and retail trade, accommodation and food services",803511.85
2019-10-01,7,"Transport, communications and information services",984014.5
2019-10-01,8,Financial intermediation,1561509.03
2019-10-01,9,Real estate and housing services,1043041.23
2019-10-01,10,Business services,924146.8
2019-10-01,11,Personal services,879312.73
2019-10-01,12,Public administration,708509.1
2019-11-01,1,"Agriculture, forestry and fishing",686688.56
2019-11-01,2,Mining,2026730.87
2019-11-01,3,Manufacturing,964959.53
2019-11-01,4,"Electricity, gas, water and waste management",1201460.76
2019-11-01,5,Construction,855168.74
2019-11-01,6,"Wholesale and retail trade, accommodation and food services",809434.29
2019-11-01,7,"Transport, communications and information services",985400.37
2019-11-01,8,Financial intermediation,1637917.69
2019-11-01,9,Real estate and housing services,1051430.54
2019-11-01,10,Business services,935521.15
2019-11-01,11,Personal services,883320.04
2019-11-01,12,Public administration,696506.23
2019-12-01,1,"Agriculture, forestry and fishing",729825.89
2019-12-01,2,Mining,2136598.63
2019-12-01,3,Manufacturing,1058131.62
2019-12-01,4,"Electricity, gas, water and waste management",1278733.04
2019-12-01,5,Construction,896728.83
2019-12-01,6,"Wholesale and retail trade, accommodation and food services",866685.35
2019-12-01,7,"Transport, communications and information services",1058140.71
2019-12-01,8,Financial intermediation,1741151.73
2019-12-01,9,Real estate and housing services,1114184.47
2019-12-01,10,Business services,972900.23
2019-12-01,11,Personal services,957641.55
2019-12-01,12,Public administration,726487.36
2020-01-01,1,"Agriculture, forestry and fishing",737651.13
2020-01-01,2,Mining,2169522.5
2020-01-01,3,Manufacturing,1038829.55
2020-01-01,4,"Electricity, gas, water and waste management",1257305.74
2020-01-01,5,Construction,887060.34
2020-01-01,6,"Wholesale and retail trade, accommodation and food services",869081.8
2020-01-01,7,"Transport, communications and information services",1068168.71
2020-01-01,8,Financial intermediation,1619622.24
2020-01-01,9,Real estate and housing services,1107228.56
2020-01-01,10,Business services,974059.95
2020-01-01,11,Personal services,943213.8
2020-01-01,12,Public administration,759935.46
2020-02-01,1,"Agriculture, forestry and fishing",740592.89
2020-02-01,2,Mining,2062925.0
2020-02-01,3,Manufacturing,1003021.14
2020-02-01,4,"Electricity, gas, water and waste management",1223972.27
2020-02-01,5,Construction,879605.8
2020-02-01,6,"Wholesale and retail trade, accommodation and food services",853829.0
2020-02-01,7,"Transport, communications and information services",1056957.4
2020-02-01,8,Financial intermediation,1655651.6
2020-02-01,9,Real estate and housing services,1103480.62
2020-02-01,10,Business services,958348.99
2020-02-01,11,Personal services,926324.57
2020-02-01,12,Public administration,751489.95
2020-03-01,1,"Agriculture, forestry and fishing",760352.46
2020-03-01,2,Mining,2125454.77
2020-03-01,3,Manufacturing,1014097.6
2020-03-01,4,"Electricity, gas, water and waste management",1259498.63
2020-03-01,5,Construction,894535.98
2020-03-01,6,"Wholesale and retail trade, accommodation and food services",878012.44
2020-03-01,7,"Transport, communications and information services",1075306.98
2020-03-01,8,Financial intermediation,1654635.04
2020-03-01,9,Real estate and housing services,1107275.07
2020-03-01,10,Business services,966138.92
2020-03-01,11,Personal services,951910.54
2020-03-01,12,Public administration,766992.73
2020-04-01,1,"Agriculture, forestry and fishing",775410.38
2020-04-01,2,Mining,2111937.89
2020-04-01,3,Manufacturing,1027381.18
2020-04-01,4,"Electricity, gas, water and waste management",1215843.46
2020-04-01,5,Construction,889295.82
2020-04-01,6,"Wholesale and retail trade, accommodation and food services",885844.14
2020-04-01,7,"Transport, communications and information services",1061830.97
2020-04-01,8,Financial intermediation,1604409.13
2020-04-01,9,Real estate and housing services,1099038.69
2020-04-01,10,Business services,963155.25
2020-04-01,11,Personal services,938326.43
2020-04-01,12,Public administration,752164.09
2020-05-01,1,"Agriculture, forestry and fishing",774502.34
2020-05-01,2,Mining,2091877.19
2020-05-01,3,Manufacturing,1006840.37
2020-05-01,4,"Electricity, gas, water and waste management",1208367.7
2020-05-01,5,Construction,885299.19
2020-05-01,6,"Wholesale and retail trade, accommodation and food services",869240.66
2020-05-01,7,"Transport, communications and information services",1053655.85
2020-05-01,8,Financial intermediation,1586579.18
2020-05-01,9,Real estate and housing services,1089570.89
2020-05-01,10,Business services,958530.25
2020-05-01,11,Personal services,926796.26
2020-05-01,12,Public administration,748370.18
2020-06-01,1,"Agriculture, forestry and fishing",766612.57
2020-06-01,2,Mining,2039798.09
2020-06-01,3,Manufacturing,1003827.79
2020-06-01,4,"Electricity, gas, water and waste management",1211409.86
2020-06-01,5,Construction,887180.45
2020-06-01,6,"Wholesale and retail trade, accommodation and food services",865874.11
2020-06-01,7,"Transport, communications and information services",1053590.44
2020-06-01,8,Financial intermediation,1592627.8
2020-06-01,9,Real estate and housing services,1091371.45
2020-06-01,10,Business services,947904.92
2020-06-01,11,Personal services,947467.87
2020-06-01,12,Public administration,776199.73
2020-07-01,1,"Agriculture, forestry and fishing",760534.08
2020-07-01,2,Mining,2061413.53
2020-07-01,3,Manufacturing,1009201.52
2020-07-01,4,"Electricity, gas, water and waste management",1244626.12
2020-07-01,5,Construction,898184.98
2020-07-01,6,"Wholesale and retail trade, accommodation and food services",868622.83
2020-07-01,7,"Transport, communications and information services",1057913.95
2020-07-01,8,Financial intermediation,1598905.57
2020-07-01,9,Real estate and housing services,1104151.07
2020-07-01,10,Business services,956976.93
2020-07-01,11,Personal services,943072.67
2020-07-01,12,Public administration,758169.52
2020-08-01,1,"Agriculture, forestry and fishing",763201.54
